stance_1,stance_2,polarity,timestamp,key,wave
People around me eat meat often,I eat meat often,positive,2025-12-09T18:29:49.328Z,fadf83bd9ea5f19b,1
I think about animal life,I honor the animals sacrificed for food,positive,2025-12-09T18:29:54.412Z,fadf83bd9ea5f19b,1
I eat meat for iron,I am not big on meat flavor,negative,2025-12-09T18:30:47.995Z,fadf83bd9ea5f19b,1
I eat wild meats,I am not big on meat flavor,negative,2025-12-09T18:30:52.416Z,fadf83bd9ea5f19b,1
I eat meat often,I am not big on meat flavor,negative,2025-12-09T18:30:56.163Z,fadf83bd9ea5f19b,1
People around me eat meat often,I am not big on meat flavor,negative,2025-12-09T18:31:00.662Z,fadf83bd9ea5f19b,1
I honor the animals sacrificed for food,I am not big on meat flavor,negative,2025-12-09T18:31:02.610Z,fadf83bd9ea5f19b,1
I was raised in a hunting culture,I am not big on meat flavor,negative,2025-12-09T18:31:05.230Z,fadf83bd9ea5f19b,1
I think about animal life,I am not big on meat flavor,negative,2025-12-09T18:31:08.336Z,fadf83bd9ea5f19b,1
I honor the animals sacrificed for food,I eat meat often,negative,2025-12-09T18:31:23.950Z,fadf83bd9ea5f19b,1
I honor the animals sacrificed for food,I was raised in a hunting culture,negative,2025-12-09T18:31:29.215Z,fadf83bd9ea5f19b,1
I honor the animals sacrificed for food,People around me eat meat often,negative,2025-12-09T18:31:39.093Z,fadf83bd9ea5f19b,1
I think about animal life,I honor the animals sacrificed for food,negative,2025-12-09T18:31:42.085Z,fadf83bd9ea5f19b,1
I eat meat multiple times a week,I need protein,positive,2025-12-09T18:21:51.335Z,eaa866102ec57941,1
I eat meat multiple times a week,A meal feels incomplete without meat,positive,2025-12-09T18:21:53.722Z,eaa866102ec57941,1
I eat meat multiple times a week,Friends and family eat meat regularly,positive,2025-12-09T18:21:56.171Z,eaa866102ec57941,1
I eat meat multiple times a week,Habit and tradition encourage meat-eating,positive,2025-12-09T18:21:58.686Z,eaa866102ec57941,1
Friends and family eat meat regularly,Habit and tradition encourage meat-eating,positive,2025-12-09T18:22:05.600Z,eaa866102ec57941,1
Friends and family eat meat regularly,A meal feels incomplete without meat,positive,2025-12-09T18:22:08.794Z,eaa866102ec57941,1
I eat meat multiple times a week,I considered environmental impact of meat,negative,2025-12-09T18:22:57.468Z,eaa866102ec57941,1
I try to eat more sustainably,I switch to non-meat alternatives when available,positive,2025-12-09T18:27:48.971Z,e2905065a183e73e,1
I try to eat more sustainably,Easy availability of healthy meat alternatives matters,positive,2025-12-09T18:27:50.772Z,e2905065a183e73e,1
I try to eat more sustainably,I avoid buying beef at grocery stores,positive,2025-12-09T18:27:58.985Z,e2905065a183e73e,1
I worry plant meat substitutes are highly processed,I try to eat more sustainably,negative,2025-12-09T18:28:14.068Z,e2905065a183e73e,1
I still eat meat at restaurants,I try to eat more sustainably,negative,2025-12-09T18:28:16.010Z,e2905065a183e73e,1
I still buy chicken when on sale,I try to eat more sustainably,negative,2025-12-09T18:28:18.048Z,e2905065a183e73e,1
Friends have restrictive diets or picky eating,I try to eat more sustainably,negative,2025-12-09T18:28:19.963Z,e2905065a183e73e,1
I am vegetarian,I enjoy being a vegetarian,positive,2025-12-09T18:23:27.555Z,8a09978d91039693,1
I am vegetarian,I want to avoid killing animals,positive,2025-12-09T18:23:29.237Z,8a09978d91039693,1
I am vegetarian,I saw documentaries about animal ethics,positive,2025-12-09T18:23:32.420Z,8a09978d91039693,1
I used to eat a lot of meat,My parents are vegetarian,negative,2025-12-09T18:23:51.454Z,8a09978d91039693,1
I used to eat a lot of meat,I saw documentaries about animal ethics,negative,2025-12-09T18:23:53.670Z,8a09978d91039693,1
My family and friends eat meat with every meal,I was raised eating meat with every meal,positive,2025-12-09T18:39:47.104Z,7d752fefddfca23e,1
Tradition encourages me to eat meat,My family and friends eat meat with every meal,positive,2025-12-09T18:39:50.532Z,7d752fefddfca23e,1
I eat meat regularly,I was taught meat is part of life,positive,2025-12-09T18:48:55.609Z,2bfe07abba85396f,1
I was taught meat is part of life,I believe meat keeps muscles healthy,positive,2025-12-09T18:49:00.649Z,2bfe07abba85396f,1
I believe meat keeps muscles healthy,I eat meat to maintain healthy weight,positive,2025-12-09T18:49:03.944Z,2bfe07abba85396f,1
I eat meat to maintain healthy weight,People around me eat meat,positive,2025-12-09T18:49:06.292Z,2bfe07abba85396f,1
People around me eat meat,Trying new vegetable recipes excites me,positive,2025-12-09T18:49:08.399Z,2bfe07abba85396f,1
I feel tired eating less meat,I feel socially isolated eating less meat,negative,2025-12-09T18:49:32.577Z,2bfe07abba85396f,1
Rising meat prices affect my purchases,I feel socially isolated eating less meat,negative,2025-12-09T18:49:34.837Z,2bfe07abba85396f,1
I eat wild game meats,My family hunts and fishes,positive,2025-12-09T18:37:39.074Z,4c0618a1f49cf2e9,1
My family hunts and fishes,Family and friends have similar diets,positive,2025-12-09T18:37:53.049Z,4c0618a1f49cf2e9,1
I want to eat healthier,I try to avoid beef,positive,2025-12-09T18:38:03.530Z,4c0618a1f49cf2e9,1
I am environmentally conscious,I try to avoid beef,positive,2025-12-09T18:38:06.118Z,4c0618a1f49cf2e9,1
I want to eat healthier,"I eat chicken, turkey, and fish",positive,2025-12-09T18:38:22.558Z,4c0618a1f49cf2e9,1
I am concerned about animal welfare,"I eat chicken, turkey, and fish",negative,2025-12-09T18:38:57.645Z,4c0618a1f49cf2e9,1
I am environmentally conscious,I try to avoid beef,negative,2025-12-09T18:39:14.216Z,4c0618a1f49cf2e9,1
I want to eat healthier,I have health concerns,negative,2025-12-09T18:39:31.716Z,4c0618a1f49cf2e9,1
I am curious about environmental impact,Environmental concerns make me sad,positive,2025-12-09T19:21:29.164Z,ed14bc3f70d6cec5,1
I am used to eating meat,I prepare meat-based meals for my family,positive,2025-12-09T19:21:41.665Z,ed14bc3f70d6cec5,1
Most friends have similar meat-eating habits,I am used to eating meat,positive,2025-12-09T19:21:50.357Z,ed14bc3f70d6cec5,1
I am used to eating meat,My family eats meat at every meal,positive,2025-12-09T19:21:52.808Z,ed14bc3f70d6cec5,1
I eat meat at every meal,I am used to eating meat,positive,2025-12-09T19:22:00.701Z,ed14bc3f70d6cec5,1
Environmental concerns make me sad,I prepare meat-based meals for my family,negative,2025-12-09T19:23:53.241Z,ed14bc3f70d6cec5,1
Environmental concerns make me sad,I am used to eating meat,negative,2025-12-09T19:24:01.394Z,ed14bc3f70d6cec5,1
Environmental concerns make me sad,I enjoy the taste of meat,negative,2025-12-09T19:24:03.946Z,ed14bc3f70d6cec5,1
Environmental concerns make me sad,Eating meat gives me energy,negative,2025-12-09T19:24:07.012Z,ed14bc3f70d6cec5,1
Environmental concerns make me sad,I get protein from meat,negative,2025-12-09T19:24:10.349Z,ed14bc3f70d6cec5,1
Environmental concerns make me sad,I eat meat at every meal,negative,2025-12-09T19:24:13.984Z,ed14bc3f70d6cec5,1
Environmental concerns make me sad,My family eats meat at every meal,negative,2025-12-09T19:24:18.524Z,ed14bc3f70d6cec5,1
I eat meat for protein,I eat red meat 3-4 times weekly,positive,2025-12-09T18:50:40.528Z,9dbce82bce25d24e,1
I eat red meat 3-4 times weekly,I am aware of ecological concerns from cattle production,positive,2025-12-09T18:50:54.860Z,9dbce82bce25d24e,1
I am aware of ecological concerns from cattle production,I enjoy the texture of meat,positive,2025-12-09T18:50:59.472Z,9dbce82bce25d24e,1
I enjoy the taste of meat,I enjoy the texture of meat,positive,2025-12-09T18:51:09.666Z,9dbce82bce25d24e,1
I enjoy pleasant meat aromas during cooking,I enjoy the taste of meat,positive,2025-12-09T18:51:18.599Z,9dbce82bce25d24e,1
I eat red meat 3-4 times weekly,I eat turkey or chicken at other meals,negative,2025-12-09T18:51:58.183Z,9dbce82bce25d24e,1
I eat red meat 3-4 times weekly,I am aware of ecological concerns from cattle production,negative,2025-12-09T18:52:01.243Z,9dbce82bce25d24e,1
I eat red meat 3-4 times weekly,I partake in vegan meals at family gatherings,negative,2025-12-09T18:52:08.804Z,9dbce82bce25d24e,1
I am motivated to eat healthier,My nephew is vegan,positive,2025-12-09T18:46:44.711Z,c038519ac4670f62,1
I am motivated to eat healthier,I have easy access to fresh vegetables,positive,2025-12-09T18:46:51.957Z,c038519ac4670f62,1
I am motivated to eat healthier,I prepare vegan meals for social occasions,positive,2025-12-09T18:46:58.456Z,c038519ac4670f62,1
I eat meat at least once daily,I was raised eating meat regularly,positive,2025-12-09T18:47:34.679Z,c038519ac4670f62,1
I was raised eating meat regularly,I enjoy the taste of meat,positive,2025-12-09T18:47:42.887Z,c038519ac4670f62,1
I enjoy the taste of meat,Meat-based meals are convenient for me,positive,2025-12-09T18:47:45.571Z,c038519ac4670f62,1
Meat-based meals are convenient for me,I eat meat at least once daily,positive,2025-12-09T18:47:48.736Z,c038519ac4670f62,1
I am motivated to eat healthier,I lack vegan recipes I like,negative,2025-12-09T18:48:10.266Z,c038519ac4670f62,1
I am motivated to eat healthier,I was raised eating meat regularly,negative,2025-12-09T18:48:16.678Z,c038519ac4670f62,1
I am motivated to eat healthier,I eat meat at least once daily,negative,2025-12-09T18:48:20.872Z,c038519ac4670f62,1
I am motivated to eat healthier,Meat-based meals are convenient for me,negative,2025-12-09T18:48:25.010Z,c038519ac4670f62,1
I am motivated to eat healthier,I enjoy the taste of meat,negative,2025-12-09T18:48:32.892Z,c038519ac4670f62,1
My nephew is vegan,I was raised eating meat regularly,negative,2025-12-09T18:48:58.212Z,c038519ac4670f62,1
My nephew is vegan,Meat-based meals are convenient for me,negative,2025-12-09T18:49:04.000Z,c038519ac4670f62,1
My nephew is vegan,I enjoy the taste of meat,negative,2025-12-09T18:49:07.092Z,c038519ac4670f62,1
My nephew is vegan,I eat meat at least once daily,negative,2025-12-09T18:49:09.950Z,c038519ac4670f62,1
Processed meats are unhealthy,Eating too much meat is unhealthy,positive,2025-12-09T18:59:19.607Z,6db699e0a33315d4,1
I am used to eating meat,I eat meat most nights,positive,2025-12-09T18:59:25.166Z,6db699e0a33315d4,1
I am used to eating meat,My family eats meat most nights,positive,2025-12-09T18:59:29.414Z,6db699e0a33315d4,1
I eat what I crave,Meat is tasty to eat,positive,2025-12-09T18:59:34.434Z,6db699e0a33315d4,1
Eating too much meat is unhealthy,I watched documentaries about meat processing,positive,2025-12-09T18:59:48.104Z,6db699e0a33315d4,1
Processed meats are unhealthy,My family eats meat most nights,negative,2025-12-09T19:00:00.496Z,6db699e0a33315d4,1
Eating too much meat is unhealthy,I eat meat most nights,negative,2025-12-09T19:00:06.850Z,6db699e0a33315d4,1
I am used to eating meat,Processed meats are unhealthy,negative,2025-12-09T19:00:32.628Z,6db699e0a33315d4,1
I want to eliminate meat from my diet,I feel moral unease about eating animals,positive,2025-12-09T18:51:50.813Z,bb10b3e293fa7488,1
I avoid eating intelligent animals,I eat beef occasionally,positive,2025-12-09T18:51:56.051Z,bb10b3e293fa7488,1
I avoid eating intelligent animals,I never eat pork,positive,2025-12-09T18:51:57.781Z,bb10b3e293fa7488,1
I avoid eating intelligent animals,I eat chicken a few times a week,positive,2025-12-09T18:51:59.849Z,bb10b3e293fa7488,1
Health reasons prevent total meat elimination,I share meat-eating habits with my partner,positive,2025-12-09T18:52:06.273Z,bb10b3e293fa7488,1
Family reasons prevent total meat elimination,Health reasons prevent total meat elimination,positive,2025-12-09T18:52:10.219Z,bb10b3e293fa7488,1
Family reasons prevent total meat elimination,I share meat-eating habits with my partner,positive,2025-12-09T18:52:11.855Z,bb10b3e293fa7488,1
I am in favor of animal rights,I avoid eating intelligent animals,positive,2025-12-09T18:52:16.229Z,bb10b3e293fa7488,1
I feel moral unease about eating animals,I eat beef occasionally,negative,2025-12-09T18:53:49.953Z,bb10b3e293fa7488,1
I eat chicken a few times a week,I feel moral unease about eating animals,negative,2025-12-09T18:53:57.391Z,bb10b3e293fa7488,1
I want to eliminate meat from my diet,Family reasons prevent total meat elimination,negative,2025-12-09T18:54:08.507Z,bb10b3e293fa7488,1
I want to eliminate meat from my diet,Health reasons prevent total meat elimination,negative,2025-12-09T18:54:10.747Z,bb10b3e293fa7488,1
Health reasons prevent total meat elimination,Family reasons prevent total meat elimination,negative,2025-12-09T18:54:12.751Z,bb10b3e293fa7488,1
Family reasons prevent total meat elimination,I share meat-eating habits with my partner,negative,2025-12-09T18:54:15.473Z,bb10b3e293fa7488,1
We raise our own chickens,I eat mainly chicken and poultry,positive,2025-12-09T18:37:45.243Z,7c0d0af95f8b1f08,1
My household eats what I cook,I am the main household cook,positive,2025-12-09T18:37:47.664Z,7c0d0af95f8b1f08,1
I eat meat because it is filling,I eat meat daily,positive,2025-12-09T18:37:50.464Z,7c0d0af95f8b1f08,1
I eat mainly chicken and poultry,My household eats what I cook,positive,2025-12-09T18:38:02.481Z,7c0d0af95f8b1f08,1
I eat mainly chicken and poultry,I am the main household cook,positive,2025-12-09T18:38:03.756Z,7c0d0af95f8b1f08,1
We raise our own chickens,I eat meat daily,positive,2025-12-09T18:38:09.835Z,7c0d0af95f8b1f08,1
Cost influences my meat choices,I eat mainly chicken and poultry,positive,2025-12-09T18:38:22.972Z,7c0d0af95f8b1f08,1
Availability influences my meat choices,I eat mainly chicken and poultry,positive,2025-12-09T18:38:25.626Z,7c0d0af95f8b1f08,1
Availability influences my meat choices,We raise our own chickens,positive,2025-12-09T18:38:27.167Z,7c0d0af95f8b1f08,1
I eat meat daily,My household eats what I cook,positive,2025-12-09T18:38:39.494Z,7c0d0af95f8b1f08,1
I eat meat daily,I am the main household cook,positive,2025-12-09T18:38:41.401Z,7c0d0af95f8b1f08,1
I eat meat daily,Availability influences my meat choices,negative,2025-12-09T18:38:52.833Z,7c0d0af95f8b1f08,1
Cost influences my meat choices,I eat meat daily,negative,2025-12-09T18:38:57.850Z,7c0d0af95f8b1f08,1
I want to reduce environmental impact,I avoid eating beef,positive,2025-12-09T18:42:16.602Z,ec02d5c2a65d3fd2,1
I want to reduce environmental impact,I avoid eating pork,positive,2025-12-09T18:42:19.206Z,ec02d5c2a65d3fd2,1
I eat only chicken and turkey,I want to reduce environmental impact,positive,2025-12-09T18:42:23.581Z,ec02d5c2a65d3fd2,1
I want to reduce environmental impact,I struggle getting enough protein vegetarian,negative,2025-12-09T18:42:40.332Z,ec02d5c2a65d3fd2,1
I want to reduce environmental impact,I focus on meat for protein,negative,2025-12-09T18:42:43.390Z,ec02d5c2a65d3fd2,1
I want to reduce environmental impact,Chicken is easier for social situations,negative,2025-12-09T18:42:45.314Z,ec02d5c2a65d3fd2,1
I am motivated by personal values,I avoid eating red meat,positive,2025-12-09T18:49:16.856Z,54cc4241bdbfff9e,1
I avoid eating red meat,I am motivated by health reasons,positive,2025-12-09T18:49:18.655Z,54cc4241bdbfff9e,1
I am trying to reduce meat consumption,I am motivated by health reasons,positive,2025-12-09T18:49:20.831Z,54cc4241bdbfff9e,1
My partner is also reducing meat consumption,I am trying to reduce meat consumption,positive,2025-12-09T18:49:28.865Z,54cc4241bdbfff9e,1
I am concerned about environmental impact,I am motivated by personal values,positive,2025-12-09T18:49:45.332Z,54cc4241bdbfff9e,1
I eat about five servings of meat a week,I am trying to reduce meat consumption,negative,2025-12-09T18:49:50.846Z,54cc4241bdbfff9e,1
I am motivated by health reasons,I eat about five servings of meat a week,negative,2025-12-09T18:49:55.647Z,54cc4241bdbfff9e,1
I avoid eating red meat,I eat about five servings of meat a week,negative,2025-12-09T18:49:59.066Z,54cc4241bdbfff9e,1
I am motivated by personal values,My partner is also reducing meat consumption,negative,2025-12-09T18:50:03.888Z,54cc4241bdbfff9e,1
I am concerned about environmental impact,I eat about five servings of meat a week,negative,2025-12-09T18:50:09.587Z,54cc4241bdbfff9e,1
My household primarily eats chicken,I consider ethics when eating meat,positive,2025-12-09T18:49:24.467Z,97773a8839d3f6fe,1
My household primarily eats chicken,I consider price when choosing meat,positive,2025-12-09T18:49:30.592Z,97773a8839d3f6fe,1
My household primarily eats chicken,I consider health when choosing meat,positive,2025-12-09T18:49:32.925Z,97773a8839d3f6fe,1
I avoid eating beef and pork,My household primarily eats chicken,positive,2025-12-09T18:49:36.431Z,97773a8839d3f6fe,1
I consider environmental impact of meat,My household primarily eats chicken,positive,2025-12-09T18:49:40.475Z,97773a8839d3f6fe,1
I am unwilling to butcher cows or pigs,My household primarily eats chicken,positive,2025-12-09T18:49:43.492Z,97773a8839d3f6fe,1
I consider animal intelligence,My household primarily eats chicken,positive,2025-12-09T18:49:47.339Z,97773a8839d3f6fe,1
Documentaries influence my views on meat,My household primarily eats chicken,positive,2025-12-09T18:49:50.397Z,97773a8839d3f6fe,1
I consider ethics when eating meat,I primarily eat chicken,positive,2025-12-09T18:49:54.297Z,97773a8839d3f6fe,1
I consider price when choosing meat,I primarily eat chicken,positive,2025-12-09T18:49:57.327Z,97773a8839d3f6fe,1
I consider environmental impact of meat,I primarily eat chicken,positive,2025-12-09T18:50:00.308Z,97773a8839d3f6fe,1
Documentaries influence my views on meat,I primarily eat chicken,positive,2025-12-09T18:50:02.146Z,97773a8839d3f6fe,1
I consider animal intelligence,I primarily eat chicken,positive,2025-12-09T18:50:04.060Z,97773a8839d3f6fe,1
I am unwilling to butcher cows or pigs,I primarily eat chicken,positive,2025-12-09T18:50:06.077Z,97773a8839d3f6fe,1
I consider health when choosing meat,I primarily eat chicken,positive,2025-12-09T18:50:11.380Z,97773a8839d3f6fe,1
I consider animal intelligence,I am unwilling to butcher cows or pigs,positive,2025-12-09T18:50:27.949Z,97773a8839d3f6fe,1
I consider environmental impact of meat,I avoid eating beef and pork,positive,2025-12-09T18:50:33.359Z,97773a8839d3f6fe,1
I consider animal intelligence,I avoid eating beef and pork,positive,2025-12-09T18:50:36.960Z,97773a8839d3f6fe,1
Documentaries influence my views on meat,I avoid eating beef and pork,positive,2025-12-09T18:50:41.163Z,97773a8839d3f6fe,1
I consider ethics when eating meat,I avoid eating beef and pork,positive,2025-12-09T18:50:45.222Z,97773a8839d3f6fe,1
I consider price when choosing meat,I avoid eating beef and pork,positive,2025-12-09T18:50:48.881Z,97773a8839d3f6fe,1
I consider health when choosing meat,I avoid eating beef and pork,positive,2025-12-09T18:50:51.559Z,97773a8839d3f6fe,1
I consider environmental impact of meat,I primarily eat chicken,negative,2025-12-09T18:51:32.988Z,97773a8839d3f6fe,1
I consider animal intelligence,I primarily eat chicken,negative,2025-12-09T18:51:36.926Z,97773a8839d3f6fe,1
I consider ethics when eating meat,I primarily eat chicken,negative,2025-12-09T18:51:53.496Z,97773a8839d3f6fe,1
I like the taste of meat,I want to get protein from meat,positive,2025-12-09T19:38:12.637Z,ac2d736537b2aa39,1
I like the texture of meat,I want to get protein from meat,positive,2025-12-09T19:38:15.539Z,ac2d736537b2aa39,1
I want to get protein from meat,I eat chicken most often,positive,2025-12-09T19:38:19.046Z,ac2d736537b2aa39,1
I want to get protein from meat,My family has always eaten meat,positive,2025-12-09T19:38:21.347Z,ac2d736537b2aa39,1
I approve eating animals if not cruel,I want to get protein from meat,positive,2025-12-09T19:38:27.804Z,ac2d736537b2aa39,1
I eat meat regularly,I want to get protein from meat,positive,2025-12-09T19:38:38.882Z,ac2d736537b2aa39,1
I dislike tofu,I want to get protein from meat,positive,2025-12-09T19:38:43.199Z,ac2d736537b2aa39,1
I approve eating animals if not cruel,I sometimes choose meat with fewer antibiotics,positive,2025-12-09T19:38:50.881Z,ac2d736537b2aa39,1
I like the taste of meat,I eat meat regularly,positive,2025-12-09T19:38:55.199Z,ac2d736537b2aa39,1
I like the texture of meat,I eat meat regularly,positive,2025-12-09T19:38:59.158Z,ac2d736537b2aa39,1
My family has always eaten meat,I eat meat regularly,positive,2025-12-09T19:39:05.234Z,ac2d736537b2aa39,1
I dislike tofu,I approve eating animals if not cruel,positive,2025-12-09T19:39:40.095Z,ac2d736537b2aa39,1
I approve eating animals if not cruel,I dislike tofu,negative,2025-12-09T19:40:20.435Z,ac2d736537b2aa39,1
I limit meat to two or three days weekly,My mom encourages eating less meat for health,positive,2025-12-09T19:08:19.200Z,87e1dbf2ddd33fb1,1
My mom encourages eating less meat for health,My mom cares about animal welfare,positive,2025-12-09T19:08:21.302Z,87e1dbf2ddd33fb1,1
I am not a fan of pork,I limit meat to two or three days weekly,positive,2025-12-09T19:10:16.280Z,87e1dbf2ddd33fb1,1
I enjoy eating different kinds of meat,I question eating meat after seeing animal videos,negative,2025-12-09T19:11:21.408Z,87e1dbf2ddd33fb1,1
I enjoy eating different kinds of meat,I am not a fan of pork,negative,2025-12-09T19:11:26.444Z,87e1dbf2ddd33fb1,1
I enjoy eating different kinds of meat,I limit meat to two or three days weekly,negative,2025-12-09T19:11:40.407Z,87e1dbf2ddd33fb1,1
Rising meat prices may reduce consumption,I aspire to eat less meat,positive,2025-12-09T18:49:54.191Z,d4cec8da03bc12ab,1
I aspire to eat less meat,I eat meat out of habit,positive,2025-12-09T18:50:10.578Z,d4cec8da03bc12ab,1
Most family and friends eat meat,I eat meat out of habit,negative,2025-12-09T18:50:29.320Z,d4cec8da03bc12ab,1
I avoid processed meats,My religion restricts some meats,positive,2025-12-09T19:10:50.056Z,c842caeb15405a78,1
I eat meat with every meal,I cook most meals at home,positive,2025-12-09T19:10:56.048Z,c842caeb15405a78,1
I select meat for health benefits,I prefer grass-fed meat,positive,2025-12-09T19:11:11.888Z,c842caeb15405a78,1
I eat less meat than before,I am concerned about animal welfare,positive,2025-12-09T19:11:17.952Z,c842caeb15405a78,1
I eat meat with every meal,I am concerned about animal welfare,negative,2025-12-09T19:11:38.536Z,c842caeb15405a78,1
I select meat for health benefits,I am concerned about animal welfare,negative,2025-12-09T19:12:16.776Z,c842caeb15405a78,1
I prefer grass-fed meat,I am concerned about animal welfare,negative,2025-12-09T19:12:20.824Z,c842caeb15405a78,1
I am an animal welfare advocate,My family values animal welfare,positive,2025-12-09T19:02:24.735Z,740b157201268df1,1
I am an animal welfare advocate,I seek ethically sourced meat,positive,2025-12-09T19:02:27.410Z,740b157201268df1,1
My family values animal welfare,I seek ethically sourced meat,positive,2025-12-09T19:02:31.172Z,740b157201268df1,1
I am an animal welfare advocate,I watch animal welfare documentaries,positive,2025-12-09T19:02:34.837Z,740b157201268df1,1
I seek ethically sourced meat,I watch animal welfare documentaries,positive,2025-12-09T19:02:42.015Z,740b157201268df1,1
I avoid eating octopus,My family values animal welfare,positive,2025-12-09T19:02:54.668Z,740b157201268df1,1
I am an animal welfare advocate,I avoid eating octopus,positive,2025-12-09T19:03:03.184Z,740b157201268df1,1
I avoid eating octopus,I watch animal welfare documentaries,positive,2025-12-09T19:03:05.599Z,740b157201268df1,1
I have health concerns,I reduce red meat consumption,positive,2025-12-09T19:03:14.218Z,740b157201268df1,1
My family enjoys eating diverse foods,I love the taste of meat,positive,2025-12-09T19:03:20.836Z,740b157201268df1,1
I reduce red meat consumption,I seek ethically sourced meat,positive,2025-12-09T19:03:30.093Z,740b157201268df1,1
I reduce red meat consumption,I am an animal welfare advocate,positive,2025-12-09T19:03:37.626Z,740b157201268df1,1
I reduce red meat consumption,I watch animal welfare documentaries,positive,2025-12-09T19:03:40.145Z,740b157201268df1,1
I reduce red meat consumption,My family values animal welfare,positive,2025-12-09T19:03:42.768Z,740b157201268df1,1
I am an animal welfare advocate,I love the taste of meat,negative,2025-12-09T19:04:23.141Z,740b157201268df1,1
I watch animal welfare documentaries,I love the taste of meat,negative,2025-12-09T19:04:25.797Z,740b157201268df1,1
My family values animal welfare,My family enjoys eating diverse foods,negative,2025-12-09T19:04:34.521Z,740b157201268df1,1
I love the taste of meat,I have health concerns,negative,2025-12-09T19:04:52.194Z,740b157201268df1,1
I love the taste of meat,I avoid eating octopus,negative,2025-12-09T19:05:02.513Z,740b157201268df1,1
I reduce red meat consumption,I love the taste of meat,negative,2025-12-09T19:05:13.694Z,740b157201268df1,1
My family values animal welfare,I love the taste of meat,negative,2025-12-09T19:05:38.232Z,740b157201268df1,1
I eat meat regularly,I like meat's protein content,positive,2025-12-09T18:51:22.267Z,b3f7e055bf4647c4,1
I eat meat regularly,My family eats meat regularly,positive,2025-12-09T18:51:24.992Z,b3f7e055bf4647c4,1
I eat meat regularly,I enjoy the versatility of meat,positive,2025-12-09T18:51:30.925Z,b3f7e055bf4647c4,1
I have meatless meals to save money,I look for the best meat prices,positive,2025-12-09T18:51:36.713Z,b3f7e055bf4647c4,1
I have meatless meals to save money,My family eats meat regularly,negative,2025-12-09T18:51:56.908Z,b3f7e055bf4647c4,1
I have meatless meals to save money,I eat meat regularly,negative,2025-12-09T18:51:59.662Z,b3f7e055bf4647c4,1
I have meatless meals to save money,I like meat's protein content,negative,2025-12-09T18:52:04.545Z,b3f7e055bf4647c4,1
I have meatless meals to save money,I enjoy the versatility of meat,negative,2025-12-09T18:52:09.088Z,b3f7e055bf4647c4,1
I value the health benefits of meat,I want to get enough protein,positive,2025-12-09T19:03:58.470Z,a7ac88105b8c14d3,1
I value the health benefits of meat,I am a heavy meat eater,positive,2025-12-09T19:04:00.818Z,a7ac88105b8c14d3,1
I want to get enough protein,I seek complete protein from meat,positive,2025-12-09T19:04:04.788Z,a7ac88105b8c14d3,1
I am a heavy meat eater,I eat meat at most meals,positive,2025-12-09T19:04:12.437Z,a7ac88105b8c14d3,1
I prefer beef over poultry,I plan meals around meat sales,positive,2025-12-09T19:04:18.413Z,a7ac88105b8c14d3,1
I seek complete protein from meat,I prefer beef over poultry,positive,2025-12-09T19:04:20.414Z,a7ac88105b8c14d3,1
I value the health benefits of meat,I eat meat at most meals,positive,2025-12-09T19:04:26.607Z,a7ac88105b8c14d3,1
High meat prices affect my habits,I plan meals around meat sales,positive,2025-12-09T19:04:33.765Z,a7ac88105b8c14d3,1
I prefer beef over poultry,High meat prices affect my habits,negative,2025-12-09T19:04:51.786Z,a7ac88105b8c14d3,1
I plan meals around meat sales,I prefer beef over poultry,negative,2025-12-09T19:05:02.042Z,a7ac88105b8c14d3,1
I want to get enough protein,High meat prices affect my habits,negative,2025-12-09T19:05:09.501Z,a7ac88105b8c14d3,1
I value the health benefits of meat,High meat prices affect my habits,negative,2025-12-09T19:05:12.685Z,a7ac88105b8c14d3,1
I want animals to have decent lives,I feel guilty about animal suffering,positive,2025-12-09T19:07:00.713Z,f323942068c63066,1
I want animals to have decent lives,I discuss meat-eating with vegans,positive,2025-12-09T19:07:05.289Z,f323942068c63066,1
I want animals to have decent lives,Social contacts are motivated by animal welfare,positive,2025-12-09T19:07:09.180Z,f323942068c63066,1
I eat meat at most meals,I love the taste of meat,positive,2025-12-09T19:07:15.500Z,f323942068c63066,1
I eat meat at most meals,I think meat is good for health,positive,2025-12-09T19:07:17.632Z,f323942068c63066,1
I eat meat at most meals,Meals without meat feel incomplete,positive,2025-12-09T19:07:19.284Z,f323942068c63066,1
I love the taste of meat,I feel guilty about animal suffering,negative,2025-12-09T19:07:51.254Z,f323942068c63066,1
I eat meat at most meals,I feel guilty about animal suffering,negative,2025-12-09T19:07:56.429Z,f323942068c63066,1
Meals without meat feel incomplete,I feel guilty about animal suffering,negative,2025-12-09T19:07:58.656Z,f323942068c63066,1
I think meat is good for health,I feel guilty about animal suffering,negative,2025-12-09T19:08:02.565Z,f323942068c63066,1
I want animals to have decent lives,I eat meat at most meals,negative,2025-12-09T19:09:06.873Z,f323942068c63066,1
I want animals to have decent lives,I love the taste of meat,negative,2025-12-09T19:09:09.252Z,f323942068c63066,1
I want animals to have decent lives,Meals without meat feel incomplete,negative,2025-12-09T19:09:12.488Z,f323942068c63066,1
I am a picky eater,I eat foods I like,positive,2025-12-09T19:55:32.183Z,a3557ae863ad9e1d,1
I am a picky eater,I eat a lot of chicken,positive,2025-12-09T19:55:33.455Z,a3557ae863ad9e1d,1
I eat foods I like,I eat a lot of chicken,positive,2025-12-09T19:55:34.103Z,a3557ae863ad9e1d,1
