stance_1,stance_2,polarity,explicitness,strength,key,wave
I am concerned about climate change,I eat mostly plant-based food,positive,explicit,80,b2db432aa5f7dbbc,1
I am concerned about climate change,I occasionally eat fish and yogurt,negative,implicit,25,b2db432aa5f7dbbc,1
I avoid eating red meat,I eat mostly plant-based food,positive,explicit,90,b2db432aa5f7dbbc,1
I avoid eating red meat,I occasionally eat fish and yogurt,negative,explicit,35,b2db432aa5f7dbbc,1
I eat mostly plant-based food,I occasionally eat fish and yogurt,positive,explicit,70,b2db432aa5f7dbbc,1
I eat mostly plant-based food,I want to lower my cholesterol,positive,explicit,90,b2db432aa5f7dbbc,1
I avoid eating red meat,I want to lower my cholesterol,positive,explicit,90,b2db432aa5f7dbbc,1
I occasionally eat fish and yogurt,I want to lower my cholesterol,positive,implicit,25,b2db432aa5f7dbbc,1
Community members try to eat less red meat,"Friends share healthy, low-meat recipes",positive,explicit,90,5f03a63347991312,1
Community members try to eat less red meat,I am concerned about my health,positive,implicit,80,5f03a63347991312,1
Community members try to eat less red meat,I eat more chicken and turkey,positive,implicit,70,5f03a63347991312,1
Community members try to eat less red meat,My doctor advises reducing red meat,positive,implicit,60,5f03a63347991312,1
"Friends share healthy, low-meat recipes",I am concerned about my health,positive,implicit,75,5f03a63347991312,1
"Friends share healthy, low-meat recipes",I eat more chicken and turkey,positive,implicit,65,5f03a63347991312,1
"Friends share healthy, low-meat recipes",I stopped eating lunch meats during COVID,positive,implicit,50,5f03a63347991312,1
Group outings are seen as special occasions,Restaurants promote red meat as special,positive,explicit,80,5f03a63347991312,1
Group outings are seen as special occasions,I eat red meat once a week,positive,implicit,70,5f03a63347991312,1
I am concerned about my health,I eat more chicken and turkey,positive,explicit,90,5f03a63347991312,1
I am concerned about my health,I eat red meat once a week,positive,implicit,70,5f03a63347991312,1
I am concerned about my health,I stopped eating lunch meats during COVID,positive,explicit,75,5f03a63347991312,1
I am concerned about my health,I eat fish once a week,positive,implicit,60,5f03a63347991312,1
I am concerned about my health,My doctor advises reducing red meat,positive,explicit,95,5f03a63347991312,1
I eat fish once a week,I eat more chicken and turkey,positive,explicit,65,5f03a63347991312,1
I eat more chicken and turkey,I eat red meat once a week,positive,explicit,70,5f03a63347991312,1
I eat more chicken and turkey,My doctor advises reducing red meat,positive,explicit,85,5f03a63347991312,1
I eat red meat once a week,Restaurants promote red meat as special,positive,implicit,65,5f03a63347991312,1
I stopped eating lunch meats during COVID,My doctor advises reducing red meat,positive,implicit,60,5f03a63347991312,1
Restaurants promote red meat as special,I am concerned about my health,negative,implicit,35,5f03a63347991312,1
Restaurants promote red meat as special,My doctor advises reducing red meat,negative,implicit,40,5f03a63347991312,1
Good alternatives to red meat are limited,I try to limit red meat,negative,explicit,75,971e17af6c60aec7,1
Good alternatives to red meat are limited,Meat substitutes are accepted if taste is similar,negative,explicit,65,971e17af6c60aec7,1
I am concerned about environmental impact,I try to limit red meat,positive,explicit,90,971e17af6c60aec7,1
I am concerned about environmental impact,I eat meat regularly,negative,explicit,50,971e17af6c60aec7,1
I am concerned about health effects,I try to limit red meat,positive,explicit,80,971e17af6c60aec7,1
I am concerned about health effects,I eat meat regularly,negative,implicit,40,971e17af6c60aec7,1
I try to limit red meat,I eat meat regularly,negative,explicit,65,971e17af6c60aec7,1
Good alternatives to red meat are limited,People I eat with must have meat at meals,positive,explicit,50,971e17af6c60aec7,1
I eat meat regularly,People I eat with must have meat at meals,positive,explicit,80,971e17af6c60aec7,1
I try to limit red meat,People I eat with must have meat at meals,negative,explicit,70,971e17af6c60aec7,1
Meat substitutes are accepted if taste is similar,People I eat with must have meat at meals,positive,explicit,70,971e17af6c60aec7,1
I am aware of cattle industry environmental impact,I stopped eating red meat,positive,explicit,90,f7e046c06d20f5f6,1
I am aware of cattle industry environmental impact,I eat plenty of fish and vegetables,positive,implicit,45,f7e046c06d20f5f6,1
I am aware of cattle industry environmental impact,I enjoy vegetarian dishes,positive,implicit,35,f7e046c06d20f5f6,1
I am aware of cattle industry environmental impact,Mushrooms satisfy desire for meat,positive,implicit,40,f7e046c06d20f5f6,1
I am aware of cattle industry environmental impact,Neighbors with heart issues eat less red meat,positive,implicit,25,f7e046c06d20f5f6,1
I am aware of cattle industry environmental impact,My wife eats less red meat,positive,implicit,30,f7e046c06d20f5f6,1
I eat plenty of fish and vegetables,I enjoy vegetarian dishes,positive,explicit,70,f7e046c06d20f5f6,1
I eat plenty of fish and vegetables,I prefer cooking chicken and fish at home,positive,explicit,85,f7e046c06d20f5f6,1
I eat plenty of fish and vegetables,I require protein for athletic recovery,positive,explicit,75,f7e046c06d20f5f6,1
I eat plenty of fish and vegetables,Mushrooms satisfy desire for meat,positive,explicit,65,f7e046c06d20f5f6,1
I enjoy vegetarian dishes,Mushrooms satisfy desire for meat,positive,explicit,75,f7e046c06d20f5f6,1
I enjoy vegetarian dishes,Neighbors with heart issues eat less red meat,positive,explicit,60,f7e046c06d20f5f6,1
I grew up eating a lot of red meat,I stopped eating red meat,negative,explicit,95,f7e046c06d20f5f6,1
I grew up eating a lot of red meat,I eat plenty of fish and vegetables,negative,implicit,30,f7e046c06d20f5f6,1
I grew up eating a lot of red meat,I prefer cooking chicken and fish at home,negative,implicit,25,f7e046c06d20f5f6,1
I prefer cooking chicken and fish at home,I stopped eating red meat,positive,explicit,90,f7e046c06d20f5f6,1
I prefer cooking chicken and fish at home,My wife eats less red meat,positive,explicit,100,f7e046c06d20f5f6,1
I require protein for athletic recovery,I eat plenty of fish and vegetables,positive,explicit,75,f7e046c06d20f5f6,1
I require protein for athletic recovery,I stopped eating red meat,positive,explicit,55,f7e046c06d20f5f6,1
I stopped eating red meat,Mushrooms satisfy desire for meat,positive,explicit,60,f7e046c06d20f5f6,1
I stopped eating red meat,My wife eats less red meat,positive,explicit,85,f7e046c06d20f5f6,1
I stopped eating red meat,Neighbors with heart issues eat less red meat,positive,implicit,40,f7e046c06d20f5f6,1
Mushrooms satisfy desire for meat,Neighbors with heart issues eat less red meat,positive,implicit,30,f7e046c06d20f5f6,1
Mushrooms satisfy desire for meat,My wife eats less red meat,positive,implicit,40,f7e046c06d20f5f6,1
My wife eats less red meat,Neighbors with heart issues eat less red meat,positive,implicit,40,f7e046c06d20f5f6,1
I avoid highly processed deli meats,I have health concerns about processed meat,positive,explicit,95,153e1235a7bc0b55,1
I eat meat three times a week,I want variety in my diet,positive,explicit,90,153e1235a7bc0b55,1
I eat more vegetarian dishes than before,Meat is getting more expensive,positive,explicit,95,153e1235a7bc0b55,1
I eat meat three times a week,I eat more vegetarian dishes than before,positive,explicit,80,153e1235a7bc0b55,1
I avoid highly processed deli meats,I eat meat three times a week,positive,explicit,40,153e1235a7bc0b55,1
I avoid highly processed deli meats,Meat is getting more expensive,positive,implicit,40,153e1235a7bc0b55,1
I eat meat three times a week,Meat is getting more expensive,positive,explicit,85,153e1235a7bc0b55,1
I eat more vegetarian dishes than before,I want variety in my diet,positive,explicit,60,153e1235a7bc0b55,1
I eat meat three times a week,I have health concerns about processed meat,positive,implicit,50,153e1235a7bc0b55,1
I eat more vegetarian dishes than before,I have health concerns about processed meat,positive,implicit,40,153e1235a7bc0b55,1
Animals are treated badly in factory farms,I eat more vegetarian dishes than before,positive,implicit,30,153e1235a7bc0b55,1
Animals are treated badly in factory farms,I eat meat three times a week,negative,implicit,30,153e1235a7bc0b55,1
I am motivated by animal welfare,I remove meat pieces from food,positive,implicit,70,b8a1d8c350a12933,1
I am motivated by animal welfare,I try to minimize meat consumption,positive,explicit,95,b8a1d8c350a12933,1
I enjoy the flavor of meat,I feel addicted to meat taste,positive,explicit,90,b8a1d8c350a12933,1
I enjoy the flavor of meat,I try to minimize meat consumption,negative,implicit,75,b8a1d8c350a12933,1
I feel addicted to meat taste,I try to minimize meat consumption,negative,explicit,90,b8a1d8c350a12933,1
I remove meat pieces from food,I try to minimize meat consumption,positive,explicit,80,b8a1d8c350a12933,1
Family eats healthier meat when possible,I am motivated by animal welfare,positive,implicit,50,b8a1d8c350a12933,1
Family eats healthier meat when possible,Other family members love the taste of meat,negative,implicit,40,b8a1d8c350a12933,1
My sister shares my low-meat motivation,I am motivated by animal welfare,positive,implicit,60,b8a1d8c350a12933,1
My sister shares my low-meat motivation,I try to minimize meat consumption,positive,implicit,50,b8a1d8c350a12933,1
Other family members love the taste of meat,I try to minimize meat consumption,negative,implicit,30,b8a1d8c350a12933,1
Other family members love the taste of meat,I enjoy the flavor of meat,positive,explicit,70,b8a1d8c350a12933,1
I believe meat is good for you,I eat meat 4-5 days a week,positive,implicit,40,78497a8102898b56,1
I believe meat is good for you,I eat meat for lunch or dinner,positive,implicit,30,78497a8102898b56,1
I consider my meat consumption average,I eat meat 4-5 days a week,positive,explicit,70,78497a8102898b56,1
I eat meat for lunch or dinner,I eat meat 4-5 days a week,positive,explicit,80,78497a8102898b56,1
I love the taste of meat,I eat meat 4-5 days a week,positive,implicit,35,78497a8102898b56,1
I love the taste of meat,I eat meat for lunch or dinner,positive,explicit,50,78497a8102898b56,1
I love the taste of meat,I crave meat sometimes,positive,explicit,90,78497a8102898b56,1
I love the taste of meat,My family eats similar amounts of meat,positive,implicit,40,78497a8102898b56,1
I crave meat sometimes,I eat meat for lunch or dinner,positive,implicit,35,78497a8102898b56,1
I crave meat sometimes,I eat meat 4-5 days a week,positive,implicit,30,78497a8102898b56,1
Meat affordability influences my choices,I eat meat 4-5 days a week,positive,explicit,45,78497a8102898b56,1
Meat affordability influences my choices,I eat meat for lunch or dinner,positive,explicit,30,78497a8102898b56,1
Meat affordability influences my choices,I consider my meat consumption average,positive,implicit,25,78497a8102898b56,1
My family eats similar amounts of meat,I eat meat 4-5 days a week,positive,explicit,60,78497a8102898b56,1
My family eats similar amounts of meat,I consider my meat consumption average,positive,explicit,40,78497a8102898b56,1
I love the taste of meat,I believe meat is good for you,positive,implicit,25,78497a8102898b56,1
I have cut back on red meat,I grew up eating pork dishes,negative,explicit,80,3a4931c85b6bb77d,1
I have cut back on red meat,I have lost weight after reducing meat,positive,explicit,85,3a4931c85b6bb77d,1
I have cut back on red meat,I have high cholesterol,positive,explicit,90,3a4931c85b6bb77d,1
I have cut back on red meat,I want to be healthier,positive,explicit,80,3a4931c85b6bb77d,1
I have cut back on red meat,My doctor recommended cutting red meat,positive,explicit,95,3a4931c85b6bb77d,1
I have lost weight after reducing meat,I want to be healthier,positive,explicit,80,3a4931c85b6bb77d,1
I have lost weight after reducing meat,My doctor recommended cutting red meat,positive,implicit,60,3a4931c85b6bb77d,1
I have lost weight after reducing meat,I have high cholesterol,positive,implicit,70,3a4931c85b6bb77d,1
I have high cholesterol,I want to be healthier,positive,explicit,85,3a4931c85b6bb77d,1
I have high cholesterol,My doctor recommended cutting red meat,positive,explicit,95,3a4931c85b6bb77d,1
I want to be healthier,My doctor recommended cutting red meat,positive,explicit,85,3a4931c85b6bb77d,1
I grew up eating pork dishes,My family eats pork and beef regularly,positive,explicit,90,3a4931c85b6bb77d,1
I have cut back on red meat,My family eats pork and beef regularly,negative,explicit,70,3a4931c85b6bb77d,1
I grew up eating pork dishes,I want to be healthier,negative,implicit,60,3a4931c85b6bb77d,1
I am concerned about animal lives,I love eating meat,negative,explicit,90,fad13b189dc3f535,1
I am concerned about animal lives,I think meat is delicious,negative,implicit,70,fad13b189dc3f535,1
I am concerned about animal lives,My partner limits meat consumption,positive,implicit,30,fad13b189dc3f535,1
I am concerned about animal lives,Social gatherings involve eating good meats,negative,implicit,40,fad13b189dc3f535,1
I am concerned about animal lives,I eat protein every day,negative,implicit,35,fad13b189dc3f535,1
I am concerned about animal lives,Eating with family increases my intake,negative,implicit,35,fad13b189dc3f535,1
I am concerned about health,I love eating meat,negative,explicit,80,fad13b189dc3f535,1
I am concerned about health,I think meat is delicious,negative,explicit,80,fad13b189dc3f535,1
I am concerned about health,I eat protein every day,negative,explicit,60,fad13b189dc3f535,1
I am concerned about health,My mother is health conscious,positive,explicit,90,fad13b189dc3f535,1
I am concerned about health,My partner limits meat consumption,positive,explicit,90,fad13b189dc3f535,1
I eat protein every day,I love eating meat,positive,explicit,70,fad13b189dc3f535,1
I love eating meat,I think meat is delicious,positive,explicit,100,fad13b189dc3f535,1
Eating with family increases my intake,Social gatherings involve eating good meats,positive,explicit,80,fad13b189dc3f535,1
I love eating meat,Social gatherings involve eating good meats,positive,explicit,70,fad13b189dc3f535,1
Eating with family increases my intake,I love eating meat,positive,explicit,65,fad13b189dc3f535,1
I think meat is delicious,I eat protein every day,positive,explicit,80,fad13b189dc3f535,1
My mother is health conscious,My partner limits meat consumption,positive,explicit,80,fad13b189dc3f535,1
I eat meat five days a week,I enjoy eating meat,positive,explicit,90,df0d758a5477b83c,1
I eat meat five days a week,I feel sluggish without meat protein,positive,explicit,80,df0d758a5477b83c,1
I eat meat five days a week,I need protein in my diet,positive,explicit,85,df0d758a5477b83c,1
I do not eat fish,I eat meat five days a week,positive,explicit,70,df0d758a5477b83c,1
I feel sluggish without meat protein,I need protein in my diet,positive,explicit,95,df0d758a5477b83c,1
I enjoy eating meat,I need protein in my diet,positive,explicit,75,df0d758a5477b83c,1
I enjoy eating meat,I feel sluggish without meat protein,positive,explicit,70,df0d758a5477b83c,1
I am Native American,My spirituality allows use of animal bodies,positive,explicit,70,df0d758a5477b83c,1
I enjoy eating meat,My spirituality allows use of animal bodies,positive,implicit,60,df0d758a5477b83c,1
I believe meat provides essential nutrients,I have always eaten meat,positive,implicit,65,1c2579f87fb55244,1
I believe meat provides essential nutrients,My family and friends all eat meat,positive,implicit,40,1c2579f87fb55244,1
I enjoy the taste of meat,I have always eaten meat,positive,explicit,80,1c2579f87fb55244,1
I have always eaten meat,My family and friends all eat meat,positive,explicit,90,1c2579f87fb55244,1
I considered reducing meat for weight loss,I enjoy the taste of meat,negative,implicit,45,1c2579f87fb55244,1
I considered reducing meat for weight loss,I have always eaten meat,negative,explicit,65,1c2579f87fb55244,1
I believe meat provides essential nutrients,I sometimes think about health risks of meat,negative,implicit,55,1c2579f87fb55244,1
I enjoy the taste of meat,I sometimes think about health risks of meat,negative,implicit,35,1c2579f87fb55244,1
I have always eaten meat,I sometimes think about health risks of meat,negative,explicit,55,1c2579f87fb55244,1
Good vegetarian options are limited in some countries,I have ethical concerns about meat,negative,explicit,85,9faec1665116d796,1
Good vegetarian options are limited in some countries,I include meat with meals once daily,positive,explicit,80,9faec1665116d796,1
Good vegetarian options are limited in some countries,Vegetarian meals are more expensive locally,positive,explicit,80,9faec1665116d796,1
I have ethical concerns about meat,I include meat with meals once daily,negative,explicit,90,9faec1665116d796,1
I have ethical concerns about meat,I want to hit protein goals,negative,explicit,85,9faec1665116d796,1
I have ethical concerns about meat,Vegetarian meals are more expensive locally,negative,explicit,80,9faec1665116d796,1
I feel better after eating lean meat,I include meat with meals once daily,positive,explicit,90,9faec1665116d796,1
I intermittent fast,I include meat with meals once daily,positive,explicit,80,9faec1665116d796,1
I intermittent fast,I want to hit protein goals,positive,explicit,80,9faec1665116d796,1
I include meat with meals once daily,I want to hit protein goals,positive,explicit,95,9faec1665116d796,1
I feel better after eating lean meat,I want to hit protein goals,positive,explicit,85,9faec1665116d796,1
My child is vegetarian for ethical reasons,I have ethical concerns about meat,positive,explicit,65,9faec1665116d796,1
Vegetarian meals are more expensive locally,I include meat with meals once daily,positive,explicit,75,9faec1665116d796,1
I am not big on meat flavor,I eat meat for iron,positive,explicit,75,fadf83bd9ea5f19b,1
I am not big on meat flavor,I eat meat often,negative,implicit,40,fadf83bd9ea5f19b,1
I eat meat for iron,I eat meat often,positive,explicit,80,fadf83bd9ea5f19b,1
I eat meat for iron,I think about animal life,negative,explicit,55,fadf83bd9ea5f19b,1
I eat meat for iron,I honor the animals sacrificed for food,positive,implicit,30,fadf83bd9ea5f19b,1
I eat meat for iron,I was raised in a hunting culture,positive,implicit,30,fadf83bd9ea5f19b,1
I eat meat often,I was raised in a hunting culture,positive,explicit,75,fadf83bd9ea5f19b,1
I eat meat often,People around me eat meat often,positive,explicit,55,fadf83bd9ea5f19b,1
I eat meat often,I think about animal life,negative,explicit,60,fadf83bd9ea5f19b,1
I eat wild meats,I was raised in a hunting culture,positive,explicit,85,fadf83bd9ea5f19b,1
I eat wild meats,I honor the animals sacrificed for food,positive,explicit,60,fadf83bd9ea5f19b,1
I eat wild meats,I think about animal life,positive,implicit,35,fadf83bd9ea5f19b,1
I honor the animals sacrificed for food,I think about animal life,positive,explicit,80,fadf83bd9ea5f19b,1
I think about animal life,I was raised in a hunting culture,positive,implicit,30,fadf83bd9ea5f19b,1
I eat wild meats,People around me eat meat often,positive,implicit,40,fadf83bd9ea5f19b,1
I was raised in a hunting culture,People around me eat meat often,positive,explicit,75,fadf83bd9ea5f19b,1
A meal feels incomplete without meat,Habit and tradition encourage meat-eating,positive,explicit,80,eaa866102ec57941,1
A meal feels incomplete without meat,I eat meat multiple times a week,positive,explicit,90,eaa866102ec57941,1
A meal feels incomplete without meat,I need protein,positive,implicit,50,eaa866102ec57941,1
A meal feels incomplete without meat,Plant-based alternatives did not taste good,positive,implicit,45,eaa866102ec57941,1
Friends and family eat meat regularly,Habit and tradition encourage meat-eating,positive,explicit,85,eaa866102ec57941,1
Friends and family eat meat regularly,I eat meat multiple times a week,positive,explicit,80,eaa866102ec57941,1
Habit and tradition encourage meat-eating,I eat meat multiple times a week,positive,explicit,80,eaa866102ec57941,1
Friends and family eat meat regularly,A meal feels incomplete without meat,positive,explicit,80,eaa866102ec57941,1
I considered environmental impact of meat,I eat meat multiple times a week,negative,explicit,65,eaa866102ec57941,1
I considered environmental impact of meat,A meal feels incomplete without meat,negative,implicit,50,eaa866102ec57941,1
I considered environmental impact of meat,Habit and tradition encourage meat-eating,negative,implicit,40,eaa866102ec57941,1
I considered environmental impact of meat,Plant-based alternatives did not taste good,negative,explicit,60,eaa866102ec57941,1
I eat meat multiple times a week,I need protein,positive,explicit,85,eaa866102ec57941,1
Plant-based alternatives did not taste good,I eat meat multiple times a week,positive,explicit,70,eaa866102ec57941,1
Habit and tradition encourage meat-eating,I need protein,positive,implicit,35,eaa866102ec57941,1
Easy availability of healthy meat alternatives matters,I switch to non-meat alternatives when available,positive,explicit,95,e2905065a183e73e,1
I avoid buying beef at grocery stores,I switch to non-meat alternatives when available,positive,explicit,90,e2905065a183e73e,1
I avoid buying beef at grocery stores,I try to eat more sustainably,positive,explicit,90,e2905065a183e73e,1
I switch to non-meat alternatives when available,I try to eat more sustainably,positive,explicit,95,e2905065a183e73e,1
I still buy chicken when on sale,I switch to non-meat alternatives when available,negative,explicit,40,e2905065a183e73e,1
I still buy chicken when on sale,I try to eat more sustainably,negative,implicit,30,e2905065a183e73e,1
I still eat meat at restaurants,I switch to non-meat alternatives when available,negative,explicit,43,e2905065a183e73e,1
I still eat meat at restaurants,I try to eat more sustainably,negative,explicit,35,e2905065a183e73e,1
Friends have restrictive diets or picky eating,I switch to non-meat alternatives when available,positive,implicit,35,e2905065a183e73e,1
Friends have restrictive diets or picky eating,I try to eat more sustainably,positive,implicit,23,e2905065a183e73e,1
I worry plant meat substitutes are highly processed,I switch to non-meat alternatives when available,negative,explicit,60,e2905065a183e73e,1
I am vegetarian,I enjoy being a vegetarian,positive,explicit,80,8a09978d91039693,1
I am vegetarian,I saw documentaries about animal ethics,positive,explicit,90,8a09978d91039693,1
I am vegetarian,I used to eat a lot of meat,positive,explicit,70,8a09978d91039693,1
I am vegetarian,I want to avoid killing animals,positive,explicit,95,8a09978d91039693,1
I am vegetarian,My parents are vegetarian,positive,implicit,65,8a09978d91039693,1
I enjoy being a vegetarian,I want to avoid killing animals,positive,implicit,60,8a09978d91039693,1
I saw documentaries about animal ethics,I want to avoid killing animals,positive,explicit,90,8a09978d91039693,1
I saw documentaries about animal ethics,I used to eat a lot of meat,positive,explicit,65,8a09978d91039693,1
I saw documentaries about animal ethics,I enjoy being a vegetarian,positive,implicit,40,8a09978d91039693,1
I want to avoid killing animals,I used to eat a lot of meat,negative,explicit,75,8a09978d91039693,1
I used to eat a lot of meat,I enjoy being a vegetarian,negative,implicit,30,8a09978d91039693,1
I enjoy being a vegetarian,My parents are vegetarian,positive,implicit,35,8a09978d91039693,1
I used to eat a lot of meat,My parents are vegetarian,negative,implicit,35,8a09978d91039693,1
I saw documentaries about animal ethics,My parents are vegetarian,positive,implicit,25,8a09978d91039693,1
I want to avoid killing animals,My parents are vegetarian,positive,implicit,30,8a09978d91039693,1
I eat every type of meat,I was raised eating meat with every meal,positive,explicit,80,7d752fefddfca23e,1
I eat every type of meat,My family and friends eat meat with every meal,positive,explicit,60,7d752fefddfca23e,1
I eat every type of meat,Tradition encourages me to eat meat,positive,explicit,70,7d752fefddfca23e,1
I have added more fish for health benefits,I eat every type of meat,positive,explicit,30,7d752fefddfca23e,1
I was raised eating meat with every meal,My family and friends eat meat with every meal,positive,explicit,90,7d752fefddfca23e,1
I was raised eating meat with every meal,Tradition encourages me to eat meat,positive,explicit,95,7d752fefddfca23e,1
My family and friends eat meat with every meal,Tradition encourages me to eat meat,positive,explicit,85,7d752fefddfca23e,1
I have added more fish for health benefits,Tradition encourages me to eat meat,negative,implicit,35,7d752fefddfca23e,1
I believe meat keeps muscles healthy,I eat meat regularly,positive,explicit,90,2bfe07abba85396f,1
I believe meat keeps muscles healthy,I eat meat to maintain healthy weight,positive,explicit,80,2bfe07abba85396f,1
I believe meat keeps muscles healthy,I feel tired eating less meat,positive,explicit,80,2bfe07abba85396f,1
I believe meat keeps muscles healthy,I was taught meat is part of life,positive,implicit,60,2bfe07abba85396f,1
I eat meat regularly,I was taught meat is part of life,positive,explicit,90,2bfe07abba85396f,1
I eat meat regularly,People around me eat meat,positive,explicit,75,2bfe07abba85396f,1
I eat meat regularly,Rising meat prices affect my purchases,negative,explicit,60,2bfe07abba85396f,1
I eat meat regularly,I feel tired eating less meat,positive,explicit,65,2bfe07abba85396f,1
People around me eat meat,I feel socially isolated eating less meat,positive,explicit,70,2bfe07abba85396f,1
I feel tired eating less meat,I feel socially isolated eating less meat,positive,explicit,70,2bfe07abba85396f,1
I feel tired eating less meat,Trying new vegetable recipes excites me,negative,explicit,45,2bfe07abba85396f,1
I feel socially isolated eating less meat,Trying new vegetable recipes excites me,negative,explicit,40,2bfe07abba85396f,1
I eat meat to maintain healthy weight,I believe meat keeps muscles healthy,positive,explicit,80,2bfe07abba85396f,1
I was taught meat is part of life,People around me eat meat,positive,implicit,65,2bfe07abba85396f,1
Family and friends have similar diets,My family hunts and fishes,positive,explicit,85,4c0618a1f49cf2e9,1
Family and friends have similar diets,I eat wild game meats,positive,explicit,70,4c0618a1f49cf2e9,1
I am concerned about animal welfare,I eat wild game meats,positive,explicit,90,4c0618a1f49cf2e9,1
I am concerned about animal welfare,I try to avoid beef,positive,explicit,75,4c0618a1f49cf2e9,1
I am environmentally conscious,I eat wild game meats,positive,implicit,60,4c0618a1f49cf2e9,1
I am environmentally conscious,My family hunts and fishes,positive,explicit,70,4c0618a1f49cf2e9,1
"I eat chicken, turkey, and fish",I try to avoid beef,positive,explicit,80,4c0618a1f49cf2e9,1
I eat smaller meat portions,I want to eat healthier,positive,explicit,85,4c0618a1f49cf2e9,1
I eat smaller meat portions,I have health concerns,positive,explicit,80,4c0618a1f49cf2e9,1
I eat smaller meat portions,I try to avoid beef,positive,explicit,60,4c0618a1f49cf2e9,1
I eat wild game meats,My family hunts and fishes,positive,explicit,95,4c0618a1f49cf2e9,1
I have health concerns,I try to avoid beef,positive,explicit,90,4c0618a1f49cf2e9,1
I have health concerns,I want to eat healthier,positive,explicit,95,4c0618a1f49cf2e9,1
I try to avoid beef,I want to eat healthier,positive,explicit,88,4c0618a1f49cf2e9,1
I am curious about environmental impact,Environmental concerns make me sad,positive,explicit,85,ed14bc3f70d6cec5,1
I am curious about environmental impact,I eat meat at every meal,negative,implicit,40,ed14bc3f70d6cec5,1
Environmental concerns make me sad,I eat meat at every meal,negative,explicit,70,ed14bc3f70d6cec5,1
I am used to eating meat,I eat meat at every meal,positive,explicit,90,ed14bc3f70d6cec5,1
I get protein from meat,I am used to eating meat,positive,explicit,85,ed14bc3f70d6cec5,1
I get protein from meat,I eat meat at every meal,positive,explicit,80,ed14bc3f70d6cec5,1
Eating meat gives me energy,I get protein from meat,positive,implicit,60,ed14bc3f70d6cec5,1
Eating meat gives me energy,I eat meat at every meal,positive,implicit,45,ed14bc3f70d6cec5,1
I am used to eating meat,I prepare meat-based meals for my family,positive,implicit,60,ed14bc3f70d6cec5,1
I am used to eating meat,My family eats meat at every meal,positive,explicit,70,ed14bc3f70d6cec5,1
I am used to eating meat,Most friends have similar meat-eating habits,positive,explicit,60,ed14bc3f70d6cec5,1
I prepare meat-based meals for my family,My family eats meat at every meal,positive,explicit,95,ed14bc3f70d6cec5,1
I prepare meat-based meals for my family,Most friends have similar meat-eating habits,positive,implicit,40,ed14bc3f70d6cec5,1
I eat meat at every meal,My family eats meat at every meal,positive,explicit,90,ed14bc3f70d6cec5,1
I eat meat at every meal,Most friends have similar meat-eating habits,positive,explicit,90,ed14bc3f70d6cec5,1
I enjoy the taste of meat,I eat meat at every meal,positive,implicit,60,ed14bc3f70d6cec5,1
I enjoy the taste of meat,I am used to eating meat,positive,implicit,50,ed14bc3f70d6cec5,1
I enjoy the taste of meat,Eating meat gives me energy,positive,implicit,30,ed14bc3f70d6cec5,1
I enjoy the taste of meat,Environmental concerns make me sad,negative,explicit,80,ed14bc3f70d6cec5,1
I am aware of ecological concerns from cattle production,I eat red meat 3-4 times weekly,negative,implicit,60,9dbce82bce25d24e,1
I am aware of ecological concerns from cattle production,I partake in vegan meals at family gatherings,positive,implicit,35,9dbce82bce25d24e,1
I eat meat for protein,I eat red meat 3-4 times weekly,positive,implicit,70,9dbce82bce25d24e,1
I eat meat for protein,I eat turkey or chicken at other meals,positive,implicit,70,9dbce82bce25d24e,1
I eat meat for protein,I partake in vegan meals at family gatherings,negative,implicit,30,9dbce82bce25d24e,1
I eat red meat 3-4 times weekly,I eat turkey or chicken at other meals,positive,explicit,75,9dbce82bce25d24e,1
I eat red meat 3-4 times weekly,I partake in vegan meals at family gatherings,negative,explicit,50,9dbce82bce25d24e,1
I eat turkey or chicken at other meals,I partake in vegan meals at family gatherings,negative,explicit,50,9dbce82bce25d24e,1
I enjoy pleasant meat aromas during cooking,I enjoy the taste of meat,positive,explicit,80,9dbce82bce25d24e,1
I enjoy pleasant meat aromas during cooking,I enjoy the texture of meat,positive,implicit,60,9dbce82bce25d24e,1
I enjoy pleasant meat aromas during cooking,I eat red meat 3-4 times weekly,positive,explicit,70,9dbce82bce25d24e,1
I enjoy pleasant meat aromas during cooking,I eat turkey or chicken at other meals,positive,implicit,60,9dbce82bce25d24e,1
I enjoy the taste of meat,I enjoy the texture of meat,positive,explicit,80,9dbce82bce25d24e,1
I enjoy the taste of meat,I eat red meat 3-4 times weekly,positive,explicit,75,9dbce82bce25d24e,1
I enjoy the taste of meat,I eat turkey or chicken at other meals,positive,implicit,65,9dbce82bce25d24e,1
I enjoy the texture of meat,I eat red meat 3-4 times weekly,positive,implicit,60,9dbce82bce25d24e,1
I enjoy the texture of meat,I eat turkey or chicken at other meals,positive,implicit,55,9dbce82bce25d24e,1
I partake in vegan meals at family gatherings,I am aware of ecological concerns from cattle production,positive,implicit,35,9dbce82bce25d24e,1
I am motivated to eat healthier,I have easy access to fresh vegetables,positive,explicit,85,c038519ac4670f62,1
I am motivated to eat healthier,I lack vegan recipes I like,negative,explicit,75,c038519ac4670f62,1
I am motivated to eat healthier,Meat-based meals are convenient for me,negative,implicit,60,c038519ac4670f62,1
I enjoy the taste of meat,I am motivated to eat healthier,negative,implicit,55,c038519ac4670f62,1
