participant_id,topic_id,degree_unweighted,degree_weighted,present_wave2
a7f9aa7ea5df8acf,0,2,3,0
a7f9aa7ea5df8acf,7,4,6,1
a7f9aa7ea5df8acf,8,3,5,1
a7f9aa7ea5df8acf,11,2,3,0
a7f9aa7ea5df8acf,12,1,1,1
a92d69730b8c4ae0,-1,3,4,1
a92d69730b8c4ae0,0,2,2,1
a92d69730b8c4ae0,1,1,1,1
a92d69730b8c4ae0,11,2,3,0
a92d69730b8c4ae0,13,0,0,0
aa0f860caa6662ef,1,1,1,1
aa0f860caa6662ef,3,3,7,1
aa0f860caa6662ef,5,3,4,1
aa0f860caa6662ef,9,2,2,0
aa0f860caa6662ef,11,2,5,1
ab0d4cea5548f80a,0,3,3,1
ab0d4cea5548f80a,1,1,1,1
ab0d4cea5548f80a,12,1,1,0
ab0d4cea5548f80a,13,1,1,1
abe8e3027db90040,1,2,3,1
abe8e3027db90040,4,2,2,0
abe8e3027db90040,6,1,4,1
abe8e3027db90040,7,4,9,1
abe8e3027db90040,14,1,2,0
ac2d736537b2aa39,-1,2,3,0
ac2d736537b2aa39,0,4,5,1
ac2d736537b2aa39,1,2,2,1
ac2d736537b2aa39,2,1,1,0
ac2d736537b2aa39,3,6,7,1
ac2d736537b2aa39,8,3,4,1
ac2d736537b2aa39,9,2,4,1
ad62d2edd2e18b97,-1,2,2,0
ad62d2edd2e18b97,0,4,7,1
ad62d2edd2e18b97,1,2,2,1
ad62d2edd2e18b97,2,1,1,0
ad62d2edd2e18b97,9,5,7,1
ad62d2edd2e18b97,11,1,2,0
ad62d2edd2e18b97,12,3,5,1
ad62d2edd2e18b97,13,1,1,1
addff8dc6e11e669,-1,3,4,1
addff8dc6e11e669,0,1,1,0
addff8dc6e11e669,1,1,1,0
addff8dc6e11e669,2,1,1,1
addff8dc6e11e669,4,2,5,1
addff8dc6e11e669,8,1,1,1
b06ebcb759ca3ce4,-1,1,2,1
b06ebcb759ca3ce4,0,2,3,1
b06ebcb759ca3ce4,1,0,0,0
b2db432aa5f7dbbc,1,1,1,0
b2db432aa5f7dbbc,2,1,1,1
b2db432aa5f7dbbc,4,1,2,1
b2db432aa5f7dbbc,8,2,2,1
b2db432aa5f7dbbc,10,1,1,1
b2db432aa5f7dbbc,12,1,1,1
b2db432aa5f7dbbc,14,3,4,1
b382256ca5a24f97,0,2,4,0
b382256ca5a24f97,1,0,0,0
b382256ca5a24f97,3,0,0,1
b382256ca5a24f97,5,2,3,0
b382256ca5a24f97,9,1,1,0
b3f7e055bf4647c4,-1,0,0,1
b3f7e055bf4647c4,0,4,8,1
b3f7e055bf4647c4,1,1,2,1
b3f7e055bf4647c4,3,1,2,0
b3f7e055bf4647c4,9,1,2,0
b88f86ad894a422f,-1,1,1,1
b88f86ad894a422f,0,3,3,0
b88f86ad894a422f,2,1,1,1
b88f86ad894a422f,3,2,2,1
b88f86ad894a422f,4,1,1,1
b88f86ad894a422f,6,1,1,1
b8a1d8c350a12933,-1,2,2,1
b8a1d8c350a12933,0,3,3,0
b8a1d8c350a12933,1,2,2,1
b8a1d8c350a12933,8,1,1,1
b8a1d8c350a12933,9,2,2,1
b8eba67020022d75,-1,3,3,0
b8eba67020022d75,0,4,4,1
b8eba67020022d75,3,2,2,0
b8eba67020022d75,4,3,3,0
b8eba67020022d75,7,0,0,1
b8eba67020022d75,9,3,4,0
b8eba67020022d75,10,4,6,1
b96bd44f593949b7,0,2,4,1
b96bd44f593949b7,5,0,0,1
b96bd44f593949b7,6,4,5,0
b96bd44f593949b7,7,1,1,0
b96bd44f593949b7,9,1,1,1
ba0ae2459e448093,-1,1,1,1
ba0ae2459e448093,0,3,4,1
ba0ae2459e448093,2,2,2,1
ba0ae2459e448093,6,3,3,1
ba0ae2459e448093,10,3,4,1
ba0ae2459e448093,11,3,5,1
bb10b3e293fa7488,-1,3,4,1
bb10b3e293fa7488,0,3,6,1
bb10b3e293fa7488,1,2,6,0
bb10b3e293fa7488,2,2,2,1
bb10b3e293fa7488,8,4,4,1
bb10b3e293fa7488,11,2,3,0
bb43950de402cf68,-1,3,4,0
bb43950de402cf68,0,5,7,1
bb43950de402cf68,2,5,6,1
bb43950de402cf68,3,3,4,0
bb43950de402cf68,7,3,4,0
bb43950de402cf68,9,5,7,1
bba08ffaa6b4972e,0,1,5,1
bba08ffaa6b4972e,2,1,2,1
bba08ffaa6b4972e,4,2,6,1
bba08ffaa6b4972e,10,2,3,1
bcaf50d01f330313,0,1,2,1
bcaf50d01f330313,1,1,2,1
bcaf50d01f330313,7,1,1,1
bd14752573c3fbed,-1,1,1,0
bd14752573c3fbed,0,3,4,1
bd14752573c3fbed,1,2,2,1
bd14752573c3fbed,6,0,0,1
bd14752573c3fbed,9,2,2,1
bdb2c3e399606ce4,0,1,2,1
bdb2c3e399606ce4,1,1,1,0
bdb2c3e399606ce4,2,1,1,0
bdb2c3e399606ce4,3,1,2,0
bdb2c3e399606ce4,4,7,10,1
bdb2c3e399606ce4,7,1,1,0
bdb2c3e399606ce4,13,1,2,0
c038519ac4670f62,-1,4,4,1
c038519ac4670f62,0,4,4,1
c038519ac4670f62,5,4,4,0
c038519ac4670f62,6,6,8,0
c038519ac4670f62,7,5,7,1
c038519ac4670f62,9,4,4,1
c038519ac4670f62,14,1,1,1
c0ac91fae56c6ec3,-1,1,2,0
c0ac91fae56c6ec3,0,1,2,0
c0ac91fae56c6ec3,1,1,4,0
c0ac91fae56c6ec3,2,2,4,1
c0ac91fae56c6ec3,5,1,2,1
c0ac91fae56c6ec3,9,1,4,0
c314920d84ff0215,0,3,6,1
c314920d84ff0215,1,4,11,1
c314920d84ff0215,5,3,6,1
c314920d84ff0215,9,3,5,1
c32a7e5368c4de97,-1,2,2,0
c32a7e5368c4de97,1,1,1,1
c32a7e5368c4de97,2,4,7,1
c32a7e5368c4de97,10,3,4,0
c32a7e5368c4de97,13,1,2,0
c425ac83f24beef2,2,1,1,1
c425ac83f24beef2,4,3,7,1
c425ac83f24beef2,14,1,1,1
c64e457f6d99d425,-1,2,3,1
c64e457f6d99d425,0,1,1,1
c64e457f6d99d425,4,1,2,0
c7383a60cb3d5477,-1,2,2,0
c7383a60cb3d5477,0,3,3,1
c7383a60cb3d5477,1,1,1,1
c7383a60cb3d5477,5,1,1,0
c7383a60cb3d5477,11,1,1,0
c7383a60cb3d5477,13,2,2,0
c842caeb15405a78,-1,1,1,1
c842caeb15405a78,0,3,7,1
c842caeb15405a78,1,0,0,0
c842caeb15405a78,8,1,4,0
ca1edc15c837e28e,-1,4,5,1
ca1edc15c837e28e,0,3,3,1
ca1edc15c837e28e,1,0,0,1
ca1edc15c837e28e,2,2,3,1
ca1edc15c837e28e,6,2,2,1
ca1edc15c837e28e,10,0,0,0
ca1edc15c837e28e,11,3,3,0
cac06cf49267cb04,-1,3,3,0
cac06cf49267cb04,0,5,8,1
cac06cf49267cb04,2,3,3,0
cac06cf49267cb04,4,5,9,1
cac06cf49267cb04,14,2,2,0
cb4fa8f65ecfa814,0,1,2,1
cb4fa8f65ecfa814,1,1,1,0
cb4fa8f65ecfa814,4,2,2,1
cb4fa8f65ecfa814,12,3,4,1
cb4fa8f65ecfa814,14,1,1,1
cb76d03be5d6b3ac,0,6,7,1
cb76d03be5d6b3ac,3,2,2,0
cb76d03be5d6b3ac,5,3,3,1
cb76d03be5d6b3ac,7,2,2,0
cb76d03be5d6b3ac,8,3,3,1
cb76d03be5d6b3ac,9,1,1,1
cb76d03be5d6b3ac,10,3,3,0
cb76d03be5d6b3ac,11,2,3,0
ccae674b4ff562be,0,1,2,1
ccae674b4ff562be,1,0,0,0
ccae674b4ff562be,3,1,1,1
ccae674b4ff562be,5,2,3,0
ccae674b4ff562be,14,0,0,0
cd254873c8c70b1f,-1,3,3,0
cd254873c8c70b1f,0,5,6,1
cd254873c8c70b1f,1,3,4,1
cd254873c8c70b1f,6,4,4,1
cd254873c8c70b1f,13,4,6,0
cdc1fd8a83edc5a9,-1,4,5,1
cdc1fd8a83edc5a9,0,2,4,1
cdc1fd8a83edc5a9,7,5,6,1
cdc1fd8a83edc5a9,9,2,2,0
cdc1fd8a83edc5a9,14,2,2,0
cde5af9c10e5d7af,-1,0,0,1
cde5af9c10e5d7af,2,3,3,1
cde5af9c10e5d7af,6,2,2,0
cde5af9c10e5d7af,7,1,1,0
cde5af9c10e5d7af,8,3,3,1
cde5af9c10e5d7af,13,3,3,0
d0948831f2fd6c9a,0,6,9,1
d0948831f2fd6c9a,1,1,2,1
d0948831f2fd6c9a,2,1,1,0
d0948831f2fd6c9a,3,1,1,1
d0948831f2fd6c9a,4,1,2,0
d0948831f2fd6c9a,6,1,1,0
d4cec8da03bc12ab,-1,2,2,1
d4cec8da03bc12ab,0,2,2,1
d4cec8da03bc12ab,1,1,1,1
d59a7be61b6d34c0,0,4,4,1
d59a7be61b6d34c0,1,3,3,1
d59a7be61b6d34c0,3,3,3,0
d59a7be61b6d34c0,5,3,3,1
d59a7be61b6d34c0,8,5,5,0
d59a7be61b6d34c0,9,4,4,1
d626dfd972cd0a7d,-1,2,4,1
d626dfd972cd0a7d,0,6,9,1
d626dfd972cd0a7d,1,2,2,1
d626dfd972cd0a7d,2,1,2,0
d626dfd972cd0a7d,9,1,1,0
d626dfd972cd0a7d,14,1,1,0
d8e85ef0973f5cae,-1,1,1,1
d8e85ef0973f5cae,0,1,1,1
d8e85ef0973f5cae,1,4,4,1
d8e85ef0973f5cae,5,1,1,1
d8e85ef0973f5cae,14,1,1,1
d91dfb759b5c056c,-1,2,2,1
d91dfb759b5c056c,0,0,0,1
d91dfb759b5c056c,1,1,1,1
d91dfb759b5c056c,2,1,1,0
d91dfb759b5c056c,5,0,0,0
d91dfb759b5c056c,9,1,1,1
d91dfb759b5c056c,14,2,2,0
dad40041f6cb7ef4,0,2,2,1
dad40041f6cb7ef4,1,2,2,0
dad40041f6cb7ef4,3,2,2,0
dad40041f6cb7ef4,9,2,2,0
dad40041f6cb7ef4,11,3,3,0
dad40041f6cb7ef4,12,1,1,0
dad40041f6cb7ef4,14,3,3,1
df0d758a5477b83c,2,2,2,1
df0d758a5477b83c,3,5,6,1
df0d758a5477b83c,5,2,2,0
df0d758a5477b83c,7,1,1,0
df0d758a5477b83c,8,2,2,0
df0d758a5477b83c,13,3,4,0
df3aa70f59b84ff1,3,3,3,0
df3aa70f59b84ff1,6,1,1,1
df3aa70f59b84ff1,7,2,2,1
df3aa70f59b84ff1,8,1,1,1
df3aa70f59b84ff1,11,2,2,1
df3aa70f59b84ff1,14,0,0,0
e04998f79adab146,0,1,1,1
e04998f79adab146,1,0,0,1
e04998f79adab146,2,2,2,0
e04998f79adab146,3,2,2,1
e04998f79adab146,11,0,0,0
e0b47f3f6a91ab2e,-1,3,3,1
e0b47f3f6a91ab2e,0,4,5,1
e0b47f3f6a91ab2e,1,2,3,1
e0b47f3f6a91ab2e,3,0,0,0
e0b47f3f6a91ab2e,4,4,5,1
e0b47f3f6a91ab2e,6,3,5,1
e0b47f3f6a91ab2e,12,2,3,1
e0b75643b94ce352,-1,1,1,1
e0b75643b94ce352,0,2,2,1
e0b75643b94ce352,1,0,0,1
e0b75643b94ce352,3,1,1,0
e0b75643b94ce352,6,2,2,0
e0b75643b94ce352,7,0,0,0
e0b75643b94ce352,14,1,1,0
e15dc1ccfc02dea4,-1,1,1,1
e15dc1ccfc02dea4,0,2,3,1
e15dc1ccfc02dea4,3,2,4,0
e15dc1ccfc02dea4,4,4,5,0
e15dc1ccfc02dea4,9,1,1,0
e16f233f154de5f7,0,3,4,1
e16f233f154de5f7,1,3,3,1
e16f233f154de5f7,2,2,2,0
e16f233f154de5f7,3,6,8,0
e16f233f154de5f7,5,2,2,1
e16f233f154de5f7,7,4,5,1
e16f233f154de5f7,8,3,3,1
e2905065a183e73e,0,1,4,1
e2905065a183e73e,1,1,1,1
e2905065a183e73e,2,1,1,0
e2905065a183e73e,6,4,7,0
e2905065a183e73e,11,1,1,0
e4829fb39326588e,-1,1,1,1
e4829fb39326588e,0,2,2,0
e4829fb39326588e,1,2,2,1
e4829fb39326588e,5,4,4,1
e4829fb39326588e,7,1,1,0
e4829fb39326588e,9,2,2,0
e510d4025a1f07f7,-1,1,1,0
e510d4025a1f07f7,0,3,4,1
e510d4025a1f07f7,1,0,0,1
e510d4025a1f07f7,3,2,4,1
e510d4025a1f07f7,6,2,2,1
e510d4025a1f07f7,7,2,2,1
e510d4025a1f07f7,9,4,5,0
ea0c4e9dce422f7c,-1,2,2,0
ea0c4e9dce422f7c,0,3,6,1
ea0c4e9dce422f7c,3,2,4,0
ea0c4e9dce422f7c,8,2,2,1
ea0c4e9dce422f7c,14,1,2,0
eaa866102ec57941,0,2,3,1
eaa866102ec57941,1,3,4,0
eaa866102ec57941,3,1,1,0
eaa866102ec57941,5,3,5,1
eaa866102ec57941,14,0,0,0
ebffac6e5df1cc08,-1,2,3,1
ebffac6e5df1cc08,0,1,2,1
ebffac6e5df1cc08,1,2,3,1
ebffac6e5df1cc08,2,2,3,1
ebffac6e5df1cc08,3,4,6,1
ebffac6e5df1cc08,4,1,1,0
ec02d5c2a65d3fd2,2,1,2,1
ec02d5c2a65d3fd2,3,1,2,1
ec02d5c2a65d3fd2,9,0,0,1
ec02d5c2a65d3fd2,11,1,2,1
ec02d5c2a65d3fd2,12,3,6,1
ed14bc3f70d6cec5,-1,2,2,1
ed14bc3f70d6cec5,0,4,7,1
ed14bc3f70d6cec5,1,2,3,1
ed14bc3f70d6cec5,3,1,1,1
ed14bc3f70d6cec5,9,1,1,0
ed14bc3f70d6cec5,12,6,8,0
edc04ff5e481112b,0,5,19,1
edc04ff5e481112b,1,3,4,0
edc04ff5e481112b,2,2,3,0
edc04ff5e481112b,6,3,7,0
edc04ff5e481112b,13,2,5,0
ef09b0942ba51b5e,-1,2,2,0
ef09b0942ba51b5e,0,5,10,1
ef09b0942ba51b5e,1,3,5,1
ef09b0942ba51b5e,7,2,3,0
ef09b0942ba51b5e,10,1,2,1
f003c96b131253d6,-1,2,2,1
f003c96b131253d6,1,1,1,1
f003c96b131253d6,4,3,3,1
f003c96b131253d6,5,2,2,1
f003c96b131253d6,6,1,1,0
f1109e14be29a5d7,-1,2,2,0
f1109e14be29a5d7,1,2,2,1
f1109e14be29a5d7,2,2,2,1
f1109e14be29a5d7,3,1,1,1
f1109e14be29a5d7,7,2,3,1
f1109e14be29a5d7,8,4,5,1
f1109e14be29a5d7,11,3,3,1
f323942068c63066,0,3,8,1
f323942068c63066,1,1,1,1
f323942068c63066,7,1,1,0
f323942068c63066,8,5,10,1
f323942068c63066,9,2,3,1
f3cca123640d3386,-1,0,0,0
f3cca123640d3386,0,2,5,1
f3cca123640d3386,1,2,5,1
f3cca123640d3386,4,1,2,1
f3cca123640d3386,5,0,0,0
f3cca123640d3386,6,3,6,1
f3cca123640d3386,10,0,0,1
f3ccb99647a78111,-1,3,4,0
f3ccb99647a78111,1,4,7,1
f3ccb99647a78111,9,4,7,0
f3ccb99647a78111,13,3,4,1
f59ad690cbd0e6c3,0,3,4,1
f59ad690cbd0e6c3,1,1,1,0
f59ad690cbd0e6c3,4,1,2,1
f59ad690cbd0e6c3,5,1,1,0
f7e046c06d20f5f6,-1,1,1,0
f7e046c06d20f5f6,0,1,2,1
f7e046c06d20f5f6,2,2,2,1
f7e046c06d20f5f6,3,3,3,1
f7e046c06d20f5f6,4,3,5,1
f7e046c06d20f5f6,7,1,1,1
f8610fec106ff80d,0,1,4,1
f8610fec106ff80d,2,1,1,1
f8610fec106ff80d,6,5,8,0
f8610fec106ff80d,9,1,1,0
f8610fec106ff80d,12,1,1,0
f8610fec106ff80d,14,1,1,0
f98f0b882797728b,0,3,5,1
f98f0b882797728b,1,1,1,0
f98f0b882797728b,2,1,1,1
f98f0b882797728b,4,2,2,1
f98f0b882797728b,10,2,2,1
f9ac4b8a3e8bbb4e,0,7,14,1
f9ac4b8a3e8bbb4e,1,4,5,1
f9ac4b8a3e8bbb4e,2,4,4,1
f9ac4b8a3e8bbb4e,3,5,7,0
f9ac4b8a3e8bbb4e,7,5,11,0
f9ac4b8a3e8bbb4e,10,6,8,1
f9ac4b8a3e8bbb4e,14,3,5,1
fabbe87caf2e1c00,0,4,9,0
fabbe87caf2e1c00,1,3,4,1
fabbe87caf2e1c00,8,3,3,1
fabbe87caf2e1c00,13,3,7,0
fad13b189dc3f535,0,5,5,1
fad13b189dc3f535,1,4,5,1
fad13b189dc3f535,3,3,3,0
fad13b189dc3f535,6,1,1,1
fad13b189dc3f535,8,5,6,1
fad13b189dc3f535,10,6,6,0
fad13b189dc3f535,13,3,3,0
fadf83bd9ea5f19b,-1,4,6,1
fadf83bd9ea5f19b,0,5,9,1
fadf83bd9ea5f19b,1,4,5,0
fadf83bd9ea5f19b,3,2,3,1
fadf83bd9ea5f19b,8,5,8,1
fadf83bd9ea5f19b,9,5,7,0
fd51071022fe231c,0,5,8,1
fd51071022fe231c,1,3,3,1
fd51071022fe231c,3,1,2,0
fd51071022fe231c,6,2,2,1
fd51071022fe231c,14,3,3,0
fe0757521e1d3e76,-1,2,2,0
fe0757521e1d3e76,0,6,9,1
fe0757521e1d3e76,1,2,2,1
fe0757521e1d3e76,8,2,6,0
fe0757521e1d3e76,10,2,2,0
fe0757521e1d3e76,12,3,4,1
