key,stance_1,stance_2,llm
61766c21a780a6d9,I am a lifetime meat eater,I choose meat that is inexpensive,support
61766c21a780a6d9,I am a lifetime meat eater,I prefer filling meat options,support
61766c21a780a6d9,I am a lifetime meat eater,I eat catfish for its texture,support
61766c21a780a6d9,I love to eat meat,I stick with my preferences,support
61766c21a780a6d9,I love to eat meat,I want meat that is nutritious,support
61766c21a780a6d9,I eat ground turkey and chicken,I love to eat meat,support
61766c21a780a6d9,I choose meat that is inexpensive,I love to eat meat,support
61766c21a780a6d9,I love to eat meat,I prefer filling meat options,support
61766c21a780a6d9,I eat catfish for its texture,I love to eat meat,support
61766c21a780a6d9,I eat ground turkey and chicken,I want meat that is nutritious,support
61766c21a780a6d9,I choose meat that is inexpensive,I want meat that is nutritious,support
61766c21a780a6d9,I prefer filling meat options,I want meat that is nutritious,support
61766c21a780a6d9,I eat ground turkey and chicken,I stick with my preferences,support
61766c21a780a6d9,I eat catfish for its texture,I stick with my preferences,support
61766c21a780a6d9,I choose meat that is inexpensive,I stick with my preferences,support
61766c21a780a6d9,I prefer filling meat options,I stick with my preferences,support
61766c21a780a6d9,I choose meat that is inexpensive,I eat ground turkey and chicken,support
61766c21a780a6d9,I choose meat that is inexpensive,I eat catfish for its texture,support
61766c21a780a6d9,I choose meat that is inexpensive,I prefer filling meat options,support
61766c21a780a6d9,I eat ground turkey and chicken,I prefer filling meat options,support
61766c21a780a6d9,I eat catfish for its texture,I eat ground turkey and chicken,support
333a4e955656276f,Coronary heart disease risk concerns me,I am concerned about health effects,support
333a4e955656276f,Coronary heart disease risk concerns me,Red meat in moderation is acceptable,support
333a4e955656276f,I am concerned about environmental impact,Red meat in moderation is acceptable,support
333a4e955656276f,Family influences my meat-eating habits,I eat meat regularly,support
333a4e955656276f,I am concerned about environmental impact,I vary between white and red meat,support
333a4e955656276f,I am concerned about health effects,I vary between white and red meat,support
333a4e955656276f,I am concerned about environmental impact,I eat meat regularly,conflict
333a4e955656276f,I am concerned about health effects,I eat meat regularly,conflict
333a4e955656276f,I vary between white and red meat,Red meat in moderation is acceptable,support
72148bfd1d0973af,I eat meat for protein,I eat meat mainly at dinner,support
72148bfd1d0973af,I eat meat for protein,I eat meat out of habit,support
72148bfd1d0973af,I eat different types of meat,I eat meat for protein,support
72148bfd1d0973af,I eat meat for protein,I focus on balancing my diet,support
72148bfd1d0973af,I eat meat for protein,I enjoy eating meat,support
72148bfd1d0973af,I eat meat for protein,My friends and family all eat meat,support
72148bfd1d0973af,I eat meat mainly at dinner,I eat meat out of habit,support
72148bfd1d0973af,I eat different types of meat,I eat meat mainly at dinner,support
72148bfd1d0973af,I eat meat mainly at dinner,I focus on balancing my diet,support
72148bfd1d0973af,I eat meat mainly at dinner,I enjoy eating meat,support
72148bfd1d0973af,I eat meat mainly at dinner,My friends and family all eat meat,support
72148bfd1d0973af,I eat different types of meat,I focus on balancing my diet,support
72148bfd1d0973af,I eat different types of meat,I enjoy eating meat,support
72148bfd1d0973af,I eat different types of meat,I eat meat out of habit,support
72148bfd1d0973af,I eat different types of meat,My friends and family all eat meat,support
72148bfd1d0973af,I eat meat out of habit,I enjoy eating meat,support
72148bfd1d0973af,I eat meat out of habit,I focus on balancing my diet,support
72148bfd1d0973af,I eat meat out of habit,My friends and family all eat meat,support
72148bfd1d0973af,I enjoy eating meat,I focus on balancing my diet,support
72148bfd1d0973af,I enjoy eating meat,My friends and family all eat meat,support
72148bfd1d0973af,I focus on balancing my diet,My friends and family all eat meat,support
bb43950de402cf68,Chicken is a staple in my family,I grew up eating chicken frequently,support
bb43950de402cf68,Chicken is a staple in my family,I cook meat regularly at home,support
bb43950de402cf68,Chicken is a staple in my family,I eat meat without much thought,support
bb43950de402cf68,Chicken is a staple in my family,I prefer to add protein to meals,support
bb43950de402cf68,Chicken is a staple in my family,Meat adds flavor to meals,support
bb43950de402cf68,Chicken is a staple in my family,Meat choice depends on price,conflict
bb43950de402cf68,I cook meat regularly at home,I eat meat without much thought,support
bb43950de402cf68,I cook meat regularly at home,I prefer to add protein to meals,support
bb43950de402cf68,I cook meat regularly at home,Meat adds flavor to meals,support
bb43950de402cf68,I cook meat regularly at home,Meat choice depends on price,support
bb43950de402cf68,I cook meat regularly at home,I enjoy the flavor of meat,support
bb43950de402cf68,I cook meat regularly at home,I prefer to add protein to meals,support
bb43950de402cf68,I eat meat without much thought,I grew up eating chicken frequently,support
bb43950de402cf68,I eat meat without much thought,I prefer to add protein to meals,support
bb43950de402cf68,I eat meat without much thought,Meat adds flavor to meals,support
bb43950de402cf68,I eat meat without much thought,I enjoy the flavor of meat,support
bb43950de402cf68,I enjoy the flavor of meat,Meat adds flavor to meals,support
bb43950de402cf68,I grew up eating chicken frequently,I prefer to add protein to meals,support
bb43950de402cf68,I grew up eating chicken frequently,Meat adds flavor to meals,support
bb43950de402cf68,I grew up eating chicken frequently,Meat choice depends on price,conflict
bb43950de402cf68,I prefer to add protein to meals,Meat adds flavor to meals,support
bb43950de402cf68,I enjoy the flavor of meat,I prefer to add protein to meals,support
bb43950de402cf68,I prefer to add protein to meals,Meat choice depends on price,support
bb43950de402cf68,I enjoy the flavor of meat,Meat choice depends on price,support
bb43950de402cf68,I enjoy the flavor of meat,Meat adds flavor to meals,support
bb43950de402cf68,I eat meat without much thought,Someone in my family is vegan,conflict
bb43950de402cf68,I enjoy the flavor of meat,Someone in my family is vegan,conflict
90a26c5862848d7f,I am concerned about animal welfare,I am concerned about environmental impact,support
90a26c5862848d7f,I aim to reduce meat consumption,I am concerned about animal welfare,support
90a26c5862848d7f,I am concerned about animal welfare,I eat meat two or three days weekly,support
90a26c5862848d7f,I am concerned about animal welfare,I have health concerns about eating meat,support
90a26c5862848d7f,I aim to reduce meat consumption,I am concerned about environmental impact,support
90a26c5862848d7f,I am concerned about environmental impact,I buy meat when it is on sale,conflict
90a26c5862848d7f,I am concerned about environmental impact,I eat meat two or three days weekly,support
90a26c5862848d7f,I am concerned about environmental impact,I have health concerns about eating meat,support
90a26c5862848d7f,I buy meat when it is on sale,I eat meat two or three days weekly,support
90a26c5862848d7f,I buy meat when it is on sale,My community values eating meat regularly,support
90a26c5862848d7f,I eat meat for protein and athletic performance,I eat meat two or three days weekly,support
90a26c5862848d7f,I buy meat when it is on sale,I eat meat for protein and athletic performance,support
90a26c5862848d7f,I aim to reduce meat consumption,I eat meat two or three days weekly,support
90a26c5862848d7f,I eat meat two or three days weekly,I have health concerns about eating meat,support
90a26c5862848d7f,I eat meat two or three days weekly,My community values eating meat regularly,conflict
90a26c5862848d7f,I aim to reduce meat consumption,I have health concerns about eating meat,support
90a26c5862848d7f,I aim to reduce meat consumption,My community values eating meat regularly,conflict
90a26c5862848d7f,I eat meat two or three days weekly,I grew up in a meat-eating family,conflict
90a26c5862848d7f,I aim to reduce meat consumption,I grew up in a meat-eating family,conflict
90a26c5862848d7f,I grew up in a meat-eating family,My community values eating meat regularly,support
90a26c5862848d7f,I have health concerns about eating meat,My community values eating meat regularly,conflict
f8610fec106ff80d,Convenience influences my meal choices,I buy fast food burgers and fried chicken,support
f8610fec106ff80d,Convenience influences my meal choices,I feel better eating less meat,conflict
f8610fec106ff80d,Convenience influences my meal choices,I want a healthier future for myself,conflict
f8610fec106ff80d,Convenience influences my meal choices,I regularly eat bacon at breakfast,support
f8610fec106ff80d,I buy fast food burgers and fried chicken,I feel better eating less meat,conflict
f8610fec106ff80d,I buy fast food burgers and fried chicken,I want a healthier future for myself,conflict
f8610fec106ff80d,I care about environmental impact,I want a healthier future for myself,support
f8610fec106ff80d,I care about environmental impact,I feel better eating less meat,support
f8610fec106ff80d,I care about environmental impact,I want a healthier future for myself,support
f8610fec106ff80d,I feel better eating less meat,I want a healthier future for myself,support
f8610fec106ff80d,I feel better eating less meat,I like the taste of meat,conflict
f8610fec106ff80d,I like the taste of meat,I want a healthier future for myself,conflict
f8610fec106ff80d,I buy fast food burgers and fried chicken,I like the taste of meat,support
f8610fec106ff80d,I like the taste of meat,I regularly eat bacon at breakfast,support
f8610fec106ff80d,I regularly eat bacon at breakfast,I want a healthier future for myself,conflict
f8610fec106ff80d,I feel better eating less meat,My boyfriend prefers more vegetables,support
f8610fec106ff80d,I want a healthier future for myself,My boyfriend prefers more vegetables,support
f8610fec106ff80d,I buy fast food burgers and fried chicken,My boyfriend prefers more vegetables,conflict
f8610fec106ff80d,I want a healthier future for myself,My mom eats less meat for health reasons,support
f8610fec106ff80d,I feel better eating less meat,My mom eats less meat for health reasons,support
ccae674b4ff562be,Eating meat gives me more energy,I eat meat at least once a day,support
ccae674b4ff562be,Eating meat gives me more energy,I feel fatigued without meat,support
ccae674b4ff562be,Eating meat gives me more energy,I want to get enough protein,support
ccae674b4ff562be,I eat meat at least once a day,I feel fatigued without meat,support
ccae674b4ff562be,I eat meat at least once a day,I want to get enough protein,support
ccae674b4ff562be,I feel fatigued without meat,I want to get enough protein,support
56bf7903d2e713c7,I am concerned about animal welfare,I respect animal lives,support
56bf7903d2e713c7,I am concerned about animal welfare,I do not eat meat at home,support
56bf7903d2e713c7,I am concerned about animal welfare,I rarely eat meat,support
56bf7903d2e713c7,I am concerned about animal welfare,I eat meat to be polite at gatherings,conflict
56bf7903d2e713c7,I do not eat meat at home,I rarely eat meat,support
56bf7903d2e713c7,I do not eat meat at home,I eat meat to be polite at gatherings,conflict
56bf7903d2e713c7,I eat meat to be polite at gatherings,I rarely eat meat,conflict
56bf7903d2e713c7,I rarely eat meat,I think red meat is unhealthy,support
56bf7903d2e713c7,I do not eat meat at home,I think red meat is unhealthy,support
56bf7903d2e713c7,I eat meat to be polite at gatherings,I think red meat is unhealthy,conflict
56bf7903d2e713c7,I am concerned about animal welfare,My partner is a vegan,support
56bf7903d2e713c7,My partner is a vegan,My partner supports and motivates me,support
56bf7903d2e713c7,I rarely eat meat,My partner supports and motivates me,support
56bf7903d2e713c7,I do not eat meat at home,My partner supports and motivates me,support
56bf7903d2e713c7,I rarely eat meat,My family argues for more meat for nutrition,conflict
56bf7903d2e713c7,I do not eat meat at home,My family argues for more meat for nutrition,conflict
13acdf8c5c78ff2c,Certain meats do not digest well for me,I avoid deli meats,support
13acdf8c5c78ff2c,Certain meats do not digest well for me,I consider some meats unhealthy,support
13acdf8c5c78ff2c,I avoid deli meats,I consider some meats unhealthy,support
13acdf8c5c78ff2c,I believe meat provides essential vitamins,I want to get proper nutrition,support
13acdf8c5c78ff2c,I ensure meat is fully cooked,I want to get proper nutrition,support
13acdf8c5c78ff2c,I believe meat provides essential vitamins,I regularly eat meat,support
13acdf8c5c78ff2c,I regularly eat meat,I want to get proper nutrition,support
a92d69730b8c4ae0,Family keeps a freezer full of venison,Friends are also hunters,support
a92d69730b8c4ae0,Family keeps a freezer full of venison,I grew up eating meat,support
a92d69730b8c4ae0,Family keeps a freezer full of venison,I hunt as a sport,support
a92d69730b8c4ae0,Family keeps a freezer full of venison,I often snack on venison jerky,support
a92d69730b8c4ae0,Family keeps a freezer full of venison,I want to avoid buying beef,support
a92d69730b8c4ae0,Family keeps a freezer full of venison,My family are hunters,support
a92d69730b8c4ae0,Friends are also hunters,I hunt as a sport,support
a92d69730b8c4ae0,Friends are also hunters,I want to avoid buying beef,support
a92d69730b8c4ae0,Friends are also hunters,I would never consider not eating meat,support
a92d69730b8c4ae0,Friends are also hunters,My family are hunters,support
a92d69730b8c4ae0,I always eat meat at dinner,I grew up eating meat,support
a92d69730b8c4ae0,I always eat meat at dinner,I would never consider not eating meat,support
a92d69730b8c4ae0,I grew up eating meat,I hunt as a sport,support
a92d69730b8c4ae0,I grew up eating meat,I would never consider not eating meat,support
a92d69730b8c4ae0,I grew up eating meat,My family are hunters,support
a92d69730b8c4ae0,I hunt as a sport,I often snack on venison jerky,support
a92d69730b8c4ae0,I hunt as a sport,I want to avoid buying beef,support
a92d69730b8c4ae0,I hunt as a sport,My family are hunters,support
a92d69730b8c4ae0,I often snack on venison jerky,I want to avoid buying beef,support
a92d69730b8c4ae0,I often snack on venison jerky,My family are hunters,support
a92d69730b8c4ae0,I want to avoid buying beef,My family are hunters,support
a92d69730b8c4ae0,I would never consider not eating meat,My family are hunters,support
761f1ce0efbbce9e,Fish is good for heart and brain,I eat fish one to two times weekly,support
761f1ce0efbbce9e,I avoid more than two servings of red meat weekly,I eat red meat up to twice weekly,support
761f1ce0efbbce9e,I avoid more than two servings of red meat weekly,I eat things in moderation,support
761f1ce0efbbce9e,I eat poultry two or three times weekly,I try to eat more protein,support
761f1ce0efbbce9e,I eat fish one to two times weekly,I try to eat more protein,support
761f1ce0efbbce9e,I eat poultry two or three times weekly,I eat things in moderation,support
761f1ce0efbbce9e,I eat red meat up to twice weekly,I eat things in moderation,support
761f1ce0efbbce9e,I eat things in moderation,I try to eat more protein,support
761f1ce0efbbce9e,I try to eat more protein,I was vegetarian for 19 years,support
82db7bf9aab23ea9,I am concerned about animal welfare,I am reducing animal product consumption,support
82db7bf9aab23ea9,I am concerned about animal welfare,I have stopped buying meat,support
82db7bf9aab23ea9,I am concerned about animal welfare,I am concerned about environmental impact,support
82db7bf9aab23ea9,I am concerned about environmental impact,I am reducing animal product consumption,support
82db7bf9aab23ea9,I am concerned about environmental impact,I have stopped buying meat,support
82db7bf9aab23ea9,I am reducing animal product consumption,I have stopped buying meat,support
82db7bf9aab23ea9,I am reducing animal product consumption,I think meat prices are too high,support
82db7bf9aab23ea9,I have stopped buying meat,I think meat prices are too high,support
82db7bf9aab23ea9,I am reducing animal product consumption,Negative comments from service workers about not eating meat,conflict
82db7bf9aab23ea9,I am reducing animal product consumption,Social contacts see meat as strength,conflict
82db7bf9aab23ea9,I am reducing animal product consumption,Most people I know eat meat every meal,conflict
82db7bf9aab23ea9,I have stopped buying meat,Most people I know eat meat every meal,conflict
82db7bf9aab23ea9,I have stopped buying meat,Social contacts see meat as strength,conflict
82db7bf9aab23ea9,I am concerned about animal welfare,I am concerned about environmental impact,support
82db7bf9aab23ea9,I am concerned about animal welfare,Negative comments from service workers about not eating meat,conflict
cac06cf49267cb04,I am happy with a plant based diet,I buy chicken and pork,conflict
cac06cf49267cb04,I am happy with a plant based diet,I eat minimal red meat,support
cac06cf49267cb04,I am aware of beef’s carbon footprint,I eat minimal red meat,support
cac06cf49267cb04,I am aware of beef’s carbon footprint,I prefer chicken and pork to red meat,support
cac06cf49267cb04,I buy chicken and pork,I have budget considerations,support
cac06cf49267cb04,I buy chicken and pork,I prefer chicken and pork to red meat,support
cac06cf49267cb04,I buy chicken and pork,I buy meat on sale,support
cac06cf49267cb04,I buy chicken and pork,I eat minimal red meat,support
cac06cf49267cb04,I buy meat on sale,I have budget considerations,support
cac06cf49267cb04,I eat minimal red meat,I prefer chicken and pork to red meat,support
cac06cf49267cb04,I eat minimal red meat,My social circle eats red meat regularly,conflict
cac06cf49267cb04,I eat minimal red meat,My social circle prefers red meat,conflict
cac06cf49267cb04,I have budget considerations,I prefer chicken and pork to red meat,support
cac06cf49267cb04,I prefer chicken and pork to red meat,My social circle prefers red meat,conflict
cac06cf49267cb04,I am happy with a plant based diet,I eat minimal red meat,support
f9ac4b8a3e8bbb4e,I am trying to eat healthier proteins,I am trying to reduce meat eating,support
f9ac4b8a3e8bbb4e,I am trying to reduce meat eating,I think eating less meat is healthier,support
f9ac4b8a3e8bbb4e,I am trying to reduce meat eating,I want to reduce saturated fat intake,support
f9ac4b8a3e8bbb4e,I am trying to reduce meat eating,I try vegetarian and vegan meals for variety,support
f9ac4b8a3e8bbb4e,I am trying to reduce meat eating,More vegetarian options are available when dining out,support
f9ac4b8a3e8bbb4e,I am trying to reduce meat eating,My family members eat more meat than I do,conflict
f9ac4b8a3e8bbb4e,I am trying to reduce meat eating,I eat more vegetables as snacks,support
f9ac4b8a3e8bbb4e,I am trying to reduce meat eating,I primarily eat chicken and fish,support
f9ac4b8a3e8bbb4e,I am trying to eat healthier proteins,I think eating less meat is healthier,support
f9ac4b8a3e8bbb4e,I am trying to eat healthier proteins,I want to reduce saturated fat intake,support
f9ac4b8a3e8bbb4e,I am trying to eat healthier proteins,I try vegetarian and vegan meals for variety,support
f9ac4b8a3e8bbb4e,I am trying to eat healthier proteins,More vegetarian options are available when dining out,support
f9ac4b8a3e8bbb4e,I am trying to eat healthier proteins,I eat more vegetables as snacks,support
f9ac4b8a3e8bbb4e,I am trying to eat healthier proteins,I primarily eat chicken and fish,support
f9ac4b8a3e8bbb4e,I think eating less meat is healthier,I want to reduce saturated fat intake,support
f9ac4b8a3e8bbb4e,I think eating less meat is healthier,I try vegetarian and vegan meals for variety,support
f9ac4b8a3e8bbb4e,I eat more vegetables as snacks,I think eating less meat is healthier,support
f9ac4b8a3e8bbb4e,I primarily eat chicken and fish,I think eating less meat is healthier,support
f9ac4b8a3e8bbb4e,I try vegetarian and vegan meals for variety,More vegetarian options are available when dining out,support
f9ac4b8a3e8bbb4e,I eat more vegetables as snacks,I try vegetarian and vegan meals for variety,support
f9ac4b8a3e8bbb4e,I primarily eat chicken and fish,I want to reduce saturated fat intake,support
f9ac4b8a3e8bbb4e,I eat more vegetables as snacks,More vegetarian options are available when dining out,support
f9ac4b8a3e8bbb4e,I primarily eat chicken and fish,My family members eat more meat than I do,support
b96bd44f593949b7,I am motivated by feeling satisfied,I enjoy the taste of meat,support
b96bd44f593949b7,I am motivated by health,I balance meat with grains and beans,support
b96bd44f593949b7,I am motivated by health,I have vegetarian dinners some days,support
b96bd44f593949b7,I am motivated by health,I seek high quality meat,support
b96bd44f593949b7,I am motivated by health,I want to support local sustainable farms,support
b96bd44f593949b7,I am motivated by health,Meat prices are expensive,conflict
b96bd44f593949b7,I am motivated by health,I eat meat most days,support
b96bd44f593949b7,I am motivated by health,I enjoy the taste of meat,support
b96bd44f593949b7,I am motivated by feeling satisfied,I am motivated by health,support
b96bd44f593949b7,I balance meat with grains and beans,I have vegetarian dinners some days,support
b96bd44f593949b7,I balance meat with grains and beans,I eat meat most days,support
b96bd44f593949b7,I am motivated by feeling satisfied,I balance meat with grains and beans,support
b96bd44f593949b7,I eat meat most days,I have vegetarian dinners some days,conflict
b96bd44f593949b7,I eat meat most days,I enjoy the taste of meat,support
b96bd44f593949b7,I enjoy the taste of meat,I seek high quality meat,support
b96bd44f593949b7,I seek high quality meat,I want to support local sustainable farms,support
b96bd44f593949b7,I seek high quality meat,Meat prices are expensive,conflict
b96bd44f593949b7,I want to support local sustainable farms,Meat prices are expensive,conflict
d0948831f2fd6c9a,High protein is important to me,I eat a lot of chicken,support
d0948831f2fd6c9a,High protein is important to me,I eat meat regularly,support
d0948831f2fd6c9a,High protein is important to me,I think meat is good for health,support
d0948831f2fd6c9a,High protein is important to me,I value low calorie foods,support
d0948831f2fd6c9a,I do not support cutting out meat,I eat meat regularly,support
d0948831f2fd6c9a,I do not support cutting out meat,I have not considered reducing meat,support
d0948831f2fd6c9a,I do not support cutting out meat,I think meat is good for health,support
d0948831f2fd6c9a,I eat a lot of chicken,I eat meat regularly,support
d0948831f2fd6c9a,I eat a lot of chicken,I value low calorie foods,support
d0948831f2fd6c9a,I eat meat regularly,I have not considered reducing meat,support
d0948831f2fd6c9a,I eat meat regularly,I think meat is good for health,support
d0948831f2fd6c9a,I eat meat regularly,My social contacts eat meat regularly,support
d0948831f2fd6c9a,I have not considered reducing meat,I think meat is good for health,support
d0948831f2fd6c9a,I think meat is good for health,I value low calorie foods,support
d0948831f2fd6c9a,I eat meat regularly,I value low calorie foods,support
d0948831f2fd6c9a,High protein is important to me,Meat is culturally accepted by my social contacts,support
d0948831f2fd6c9a,I eat meat regularly,Meat is culturally accepted by my social contacts,support
d0948831f2fd6c9a,Meat is culturally accepted by my social contacts,My social contacts eat meat regularly,support
d0948831f2fd6c9a,High protein is important to me,My social contacts eat meat regularly,support
bcaf50d01f330313,Friends were vegetarian as teenagers,I experimented with vegetarianism as a teenager,support
bcaf50d01f330313,Friends were vegetarian as teenagers,I was curious about being vegetarian,support
bcaf50d01f330313,Healthy eating is valued by social contacts,People close to me eat meat occasionally,support
bcaf50d01f330313,Healthy eating is valued by social contacts,I choose healthy meals,support
bcaf50d01f330313,I choose healthy meals,I like vegetarian meals,support
bcaf50d01f330313,I choose healthy meals,I prefer small portions of meat,support
bcaf50d01f330313,I choose healthy meals,I eat meat on occasion,support
bcaf50d01f330313,I experimented with vegetarianism as a teenager,I was curious about being vegetarian,support
bcaf50d01f330313,I eat meat on occasion,I like vegetarian meals,support
bcaf50d01f330313,I like vegetarian meals,I prefer small portions of meat,support
bcaf50d01f330313,I eat meat on occasion,I prefer small portions of meat,support
5cac8fe98f0a075d,I am concerned about climate change,I care about animal welfare,support
5cac8fe98f0a075d,I am concerned about climate change,I feel healthier eating less meat,support
5cac8fe98f0a075d,I am concerned about climate change,I eat mostly vegetarian dinners,support
5cac8fe98f0a075d,I am concerned about climate change,I plan weekly menus with limited meat,support
5cac8fe98f0a075d,I care about animal welfare,I feel healthier eating less meat,support
5cac8fe98f0a075d,I care about animal welfare,I eat mostly vegetarian dinners,support
5cac8fe98f0a075d,I care about animal welfare,I plan weekly menus with limited meat,support
5cac8fe98f0a075d,I eat mostly vegetarian dinners,I feel healthier eating less meat,support
5cac8fe98f0a075d,I feel healthier eating less meat,I plan weekly menus with limited meat,support
5cac8fe98f0a075d,I eat mostly vegetarian dinners,I plan weekly menus with limited meat,support
5cac8fe98f0a075d,I eat mostly vegetarian dinners,My daughter now favors vegetarian dishes,support
5cac8fe98f0a075d,I eat mostly vegetarian dinners,Other family values traditional meat-based meals,conflict
5cac8fe98f0a075d,I plan weekly menus with limited meat,My husband shares my meal planning,support
5cac8fe98f0a075d,I plan weekly menus with limited meat,My daughter now favors vegetarian dishes,support
5cac8fe98f0a075d,I plan weekly menus with limited meat,Other family values traditional meat-based meals,conflict
5cac8fe98f0a075d,Meat is part of my family's culture,Other family values traditional meat-based meals,support
5cac8fe98f0a075d,I eat mostly vegetarian dinners,Meat is part of my family's culture,conflict
5cac8fe98f0a075d,I plan weekly menus with limited meat,Meat is part of my family's culture,conflict
5cac8fe98f0a075d,Meat is part of my family's culture,My daughter now favors vegetarian dishes,conflict
5cac8fe98f0a075d,My daughter now favors vegetarian dishes,Other family values traditional meat-based meals,conflict
5cac8fe98f0a075d,I eat mostly vegetarian dinners,Protein focus among young adults,conflict
5cac8fe98f0a075d,Meat is part of my family's culture,Protein focus among young adults,support
f59ad690cbd0e6c3,I am concerned about cancer risk from red meat,I avoid eating red meat,support
f59ad690cbd0e6c3,I am concerned about cancer risk from red meat,I try to reduce meat consumption,support
f59ad690cbd0e6c3,I believe less meat is better for animals,I try to reduce meat consumption,support
f59ad690cbd0e6c3,I believe less meat is better for environment,I try to reduce meat consumption,support
f59ad690cbd0e6c3,I believe less meat is better for health,I try to reduce meat consumption,support
f59ad690cbd0e6c3,I avoid eating red meat,I try to reduce meat consumption,support
f59ad690cbd0e6c3,Friends and family eat meat regularly,I feel alienated for reducing meat,support
f59ad690cbd0e6c3,I feel alienated for reducing meat,I try to reduce meat consumption,support
f59ad690cbd0e6c3,Friends and family eat meat regularly,I try to reduce meat consumption,conflict
f59ad690cbd0e6c3,I eat meat once or twice a week,I try to reduce meat consumption,support
f59ad690cbd0e6c3,I avoid eating red meat,I believe less meat is better for health,support
f59ad690cbd0e6c3,I avoid eating red meat,I eat meat once or twice a week,support
f59ad690cbd0e6c3,I avoid eating red meat,I believe less meat is better for animals,support
f59ad690cbd0e6c3,I avoid eating red meat,I believe less meat is better for environment,support
a7f9aa7ea5df8acf,I am a vegetarian,I am concerned about animal rights,support
a7f9aa7ea5df8acf,I am a vegetarian,I am concerned about animal welfare,support
a7f9aa7ea5df8acf,I am a vegetarian,I am concerned about climate change,support
a7f9aa7ea5df8acf,I am a vegetarian,I am concerned about factory farming ethics,support
a7f9aa7ea5df8acf,I am a vegetarian,I have food aversion to meat,support
a7f9aa7ea5df8acf,I am a vegetarian,I have texture issues with meat,support
a7f9aa7ea5df8acf,I am concerned about animal rights,I am concerned about animal welfare,support
a7f9aa7ea5df8acf,I am concerned about animal rights,I am concerned about factory farming ethics,support
a7f9aa7ea5df8acf,I am concerned about animal welfare,I am concerned about factory farming ethics,support
a7f9aa7ea5df8acf,I have food aversion to meat,I have texture issues with meat,support
05dc9cc1ea5a74bc,Eating meat is part of my upbringing,I am a steak and potatoes person,support
05dc9cc1ea5a74bc,Eating meat is part of my upbringing,I enjoy eating a variety of meats,support
05dc9cc1ea5a74bc,Eating meat is part of my upbringing,Most people I know eat meat,support
05dc9cc1ea5a74bc,Eating meat is part of my upbringing,My faith supports eating meat,support
05dc9cc1ea5a74bc,Eating meat is part of my upbringing,Social contacts avoid meat for health reasons,conflict
05dc9cc1ea5a74bc,I am a steak and potatoes person,I enjoy eating a variety of meats,support
05dc9cc1ea5a74bc,I am a steak and potatoes person,I find meat delicious,support
05dc9cc1ea5a74bc,I am a steak and potatoes person,I like how meat is prepared,support
05dc9cc1ea5a74bc,I am a steak and potatoes person,Most people I know eat meat,support
05dc9cc1ea5a74bc,I am a steak and potatoes person,My faith supports eating meat,support
05dc9cc1ea5a74bc,I am a steak and potatoes person,Social contacts avoid meat for health reasons,conflict
05dc9cc1ea5a74bc,I enjoy eating a variety of meats,I find meat delicious,support
05dc9cc1ea5a74bc,I enjoy eating a variety of meats,I like how meat is prepared,support
05dc9cc1ea5a74bc,I enjoy eating a variety of meats,Most people I know eat meat,support
05dc9cc1ea5a74bc,I enjoy eating a variety of meats,My faith supports eating meat,support
05dc9cc1ea5a74bc,I enjoy eating a variety of meats,Social contacts avoid meat for health reasons,conflict
05dc9cc1ea5a74bc,I find meat delicious,I like how meat is prepared,support
05dc9cc1ea5a74bc,I find meat delicious,Most people I know eat meat,support
05dc9cc1ea5a74bc,I find meat delicious,My faith supports eating meat,support
05dc9cc1ea5a74bc,I find meat delicious,Social contacts avoid meat for health reasons,conflict
05dc9cc1ea5a74bc,I like how meat is prepared,Most people I know eat meat,support
05dc9cc1ea5a74bc,I like how meat is prepared,My faith supports eating meat,support
05dc9cc1ea5a74bc,I like how meat is prepared,Social contacts avoid meat for health reasons,conflict
05dc9cc1ea5a74bc,Meat meals bring people together,Most people I know eat meat,support
05dc9cc1ea5a74bc,Meat meals bring people together,Social contacts avoid meat for health reasons,conflict
05dc9cc1ea5a74bc,Most people I know eat meat,Social contacts avoid meat for health reasons,conflict
05dc9cc1ea5a74bc,Most people I know eat meat,My faith supports eating meat,support
05dc9cc1ea5a74bc,My faith supports eating meat,Social contacts avoid meat for health reasons,conflict
a22e24bd1aef3c96,I eat a lot of chicken,I want to get a lot of protein,support
a22e24bd1aef3c96,I eat beef and turkey regularly,I want to get a lot of protein,support
a22e24bd1aef3c96,I enjoy eating meat,I like the taste of meat,support
a22e24bd1aef3c96,I enjoy eating meat,I want to get a lot of protein,support
a22e24bd1aef3c96,I enjoy eating meat,I enjoy few vegetables,support
a22e24bd1aef3c96,I enjoy few vegetables,I think meat-free diets are difficult,support
a22e24bd1aef3c96,I like the taste of meat,I want to get a lot of protein,support
a22e24bd1aef3c96,I think meat-free diets are difficult,I want to get a lot of protein,support
a22e24bd1aef3c96,I like the taste of meat,I think meat-free diets are difficult,support
a22e24bd1aef3c96,I enjoy eating meat,I think meat-free diets are difficult,support
a22e24bd1aef3c96,My boyfriend wants a lot of protein,People I spend time with eat meat,support
a22e24bd1aef3c96,My boyfriend wants a lot of protein,People I spend time with eat meat,support
a22e24bd1aef3c96,My daughter eats meat regularly,People I spend time with eat meat,support
a22e24bd1aef3c96,I enjoy eating meat,People I spend time with eat meat,support
a22e24bd1aef3c96,I want to get a lot of protein,People I spend time with eat meat,support
7aa3b079e2dda8a1,Friends and family have varied meat-eating habits,I am mindful of meat consumption,support
