key,stance_1,stance_2,pairwise
b2db432aa5f7dbbc,I consume more plant-based foods,I want to reduce cholesterol,no connection
b2db432aa5f7dbbc,I avoid animal antibiotics and hormones,I cut out red meat,support
b2db432aa5f7dbbc,I want to be healthier,My partner eats less meat now,no connection
b2db432aa5f7dbbc,I am concerned about climate change,I want to reduce carbohydrates,conflict
9cb164abacf3625b,I am concerned about animal welfare,I eat meat a few times weekly,conflict
9cb164abacf3625b,Cheaper meals motivate vegetarian choices,I often choose vegetarian options,support
9cb164abacf3625b,Friends avoid meat for animal welfare reasons,I am concerned about animal welfare,support
9cb164abacf3625b,I crave filling meat-based dishes sometimes,I often choose vegetarian options,conflict
9cb164abacf3625b,Ethically-sourced meat is often too expensive,I often choose vegetarian options,support
9cb164abacf3625b,Convenience motivates my food choices,My family eats meat traditionally,support
9cb164abacf3625b,Friends avoid meat for animal welfare reasons,I often choose vegetarian options,support
9cb164abacf3625b,Convenience motivates my food choices,I often choose vegetarian options,conflict
9cb164abacf3625b,I am concerned about animal welfare,I often choose vegetarian options,support
97f6aaf7d17e1706,I prefer pork and chicken over beef,My family prefers beef more than I do,conflict
97f6aaf7d17e1706,I buy meat at the store,I prefer pork and chicken over beef,support
97f6aaf7d17e1706,I have not considered reducing meat,My family prefers beef more than I do,no connection
97f6aaf7d17e1706,I eat pork and chicken regularly,Meat price influences my choices,support
97f6aaf7d17e1706,I eat pork and chicken regularly,I prefer pork and chicken over beef,support
97f6aaf7d17e1706,I prefer pork and chicken over beef,Meat price influences my choices,support
97f6aaf7d17e1706,I love eating meat,I rarely discuss meat-eating habits socially,no connection
97f6aaf7d17e1706,I eat pork and chicken regularly,My family prefers beef more than I do,conflict
153e1235a7bc0b55,I eat more yams during holiday season,My breakfasts and lunches are plant based,support
153e1235a7bc0b55,My breakfasts and lunches are plant based,My housemate and I have similar tastes,no connection
153e1235a7bc0b55,I like variety in my diet,Traditional meals include ham or turkey,
153e1235a7bc0b55,I eat more yams during holiday season,I like variety in my diet,support
153e1235a7bc0b55,I care about the environment,My breakfasts and lunches are plant based,support
153e1235a7bc0b55,Cravings lead to eating more meat,I eat more yams during holiday season,no connection
153e1235a7bc0b55,I care about the environment,Traditional meals include ham or turkey,conflict
153e1235a7bc0b55,I like variety in my diet,My breakfasts and lunches are plant based,support
24e9f4a8dba444ba,I dislike how animals are treated,I was raised eating meat,no connection
24e9f4a8dba444ba,I was raised eating meat,Meat tastes good to me,support
24e9f4a8dba444ba,I was raised eating meat,People around me eat meat similarly,support
24e9f4a8dba444ba,Meat tastes good to me,People around me eat meat similarly,support
24e9f4a8dba444ba,I eat meat with most meals,People around me eat meat similarly,support
24e9f4a8dba444ba,I dislike how animals are treated,People around me eat meat similarly,no connection
24e9f4a8dba444ba,Eating meat feels normal to me,Meat tastes good to me,support
24e9f4a8dba444ba,I dislike how animals are treated,I eat meat with most meals,no connection
24e9f4a8dba444ba,Eating meat feels normal to me,I dislike how animals are treated,conflict
c32a7e5368c4de97,I eat meat every day,My family eats meat frequently,support
c32a7e5368c4de97,I eat meat every day,I ignore advice from vegetarians and vegans,conflict
c32a7e5368c4de97,I love the taste of meat,I sometimes substitute turkey for beef,support
c32a7e5368c4de97,I love the taste of meat,Meat has appealing texture and seasoning,support
c32a7e5368c4de97,I ignore advice from vegetarians and vegans,I love the taste of meat,no connection
c32a7e5368c4de97,Cheap meat products are widely available,I ignore advice from vegetarians and vegans,conflict
c32a7e5368c4de97,I ignore advice from vegetarians and vegans,I want to eat more fish,support
c32a7e5368c4de97,I sometimes substitute turkey for beef,I want to eat more fish,support
c32a7e5368c4de97,I eat meat every day,I love the taste of meat,support
4dc0b760b47b9e68,I am influenced by vegan friends,I want enough iron,conflict
4dc0b760b47b9e68,I want enough iron,I want enough protein,support
4dc0b760b47b9e68,I am concerned about animal welfare,I want enough iron,conflict
4dc0b760b47b9e68,I am concerned about animal welfare,I eat small meat portions,support
4dc0b760b47b9e68,I am concerned about environmental impact,I eat meat 2-4 times a week,support
4dc0b760b47b9e68,I eat small meat portions,I want enough iron,conflict
4dc0b760b47b9e68,I am concerned about animal welfare,I am influenced by vegan friends,support
4dc0b760b47b9e68,I am concerned about animal welfare,I want enough protein,conflict
4dc0b760b47b9e68,I am influenced by vegan friends,I eat meat 2-4 times a week,support
2c779c0028c91422,I prefer protein from whole foods,Meat is a big part of my culture,support
2c779c0028c91422,I prefer protein from whole foods,I want to consume a lot of protein,support
2c779c0028c91422,I love to prepare and cook meat,I prefer protein from whole foods,support
2c779c0028c91422,Eating meat feels more natural to me,Limited meat availability affects my choices,no connection
2c779c0028c91422,I prefer protein from whole foods,We share meat-centered meals at gatherings,no connection
2c779c0028c91422,Meat is a big part of my culture,We share meat-centered meals at gatherings,support
2c779c0028c91422,I prefer protein from whole foods,Limited meat availability affects my choices,support
2c779c0028c91422,High meat prices reduce what I buy,I prefer protein from whole foods,conflict
2c779c0028c91422,High meat prices reduce what I buy,"I enjoy eating beef, pork, chicken, seafood",conflict
7cf1b08e24b10350,I prefer traditional pork bacon,I was exposed to many meat types growing up,support
7cf1b08e24b10350,I love the taste of meat,I prefer traditional pork bacon,no connection
7cf1b08e24b10350,I enjoy the fat and gristle in meat,I was exposed to many meat types growing up,no connection
7cf1b08e24b10350,I grew up in a hunting family,I was exposed to many meat types growing up,support
7cf1b08e24b10350,I eat one large meal daily,I prefer traditional pork bacon,no connection
7cf1b08e24b10350,I eat one large meal daily,I enjoy the fat and gristle in meat,no connection
7cf1b08e24b10350,I am concerned about meat supply sustainability,I love the taste of meat,conflict
7cf1b08e24b10350,I am concerned about meat supply sustainability,I enjoy the fat and gristle in meat,conflict
7cf1b08e24b10350,I am concerned about meat supply sustainability,I include meat in most meals,conflict
54b98e8a7620dd67,I eat less red meat,My health focus has increased with age,support
54b98e8a7620dd67,I eat less red meat,I want to live longer,support
54b98e8a7620dd67,I am health conscious,I want to live longer,support
54b98e8a7620dd67,I eat more chicken and fish,My health focus has increased with age,support
54b98e8a7620dd67,I am health conscious,I eat less red meat,support
54b98e8a7620dd67,I want to live longer,My health focus has increased with age,support
54b98e8a7620dd67,I eat more chicken and fish,I want to live longer,support
54b98e8a7620dd67,Family and friends eat less red meat,I am health conscious,support
62db37d23852862b,I have reduced meat per meal,My wife is environmentally conscious,support
62db37d23852862b,I dislike vegetables,I need a source of protein,conflict
62db37d23852862b,I dislike vegetables,I have reduced meat per meal,no connection
62db37d23852862b,I dislike vegetables,I enjoy the taste of meat,no connection
62db37d23852862b,I eat tofu as alternate protein,I need a source of protein,support
62db37d23852862b,I enjoy the taste of meat,My wife is environmentally conscious,no connection
62db37d23852862b,I am environmentally conscious,I have cut back on beef,support
62db37d23852862b,I eat meat almost every day,My wife is environmentally conscious,conflict
62db37d23852862b,I am environmentally conscious,I eat meat almost every day,conflict
44bb0706ca255d7e,I eat beef substitutes regularly,I have cut down on meat,support
44bb0706ca255d7e,I dislike the taste of some meats,I have cut down on meat,support
44bb0706ca255d7e,I have cut down on meat,I prefer pea-based substitutes,support
44bb0706ca255d7e,I prefer pea-based substitutes,Red meat makes my ankles swell,support
44bb0706ca255d7e,I have cut down on meat,I still eat fish and chicken,no connection
44bb0706ca255d7e,I eat pork a couple times a month,I still eat fish and chicken,support
44bb0706ca255d7e,I have cut down on meat,Red meat makes my ankles swell,support
44bb0706ca255d7e,I eat pork a couple times a month,I have cut down on meat,support
44bb0706ca255d7e,I eat beef substitutes regularly,Red meat makes my ankles swell,support
abe8e3027db90040,I eat meat almost every day,I save vegan recipes,conflict
abe8e3027db90040,I am motivated to maintain a healthy weight,Most family and friends eat meat,no connection
abe8e3027db90040,I am motivated to maintain a healthy weight,I have financial limitations,conflict
abe8e3027db90040,I am motivated by health reasons,I am motivated to maintain a healthy weight,support
abe8e3027db90040,I am motivated to maintain a healthy weight,I save vegan recipes,no connection
abe8e3027db90040,I save vegan recipes,Most family and friends eat meat,no connection
abe8e3027db90040,I have financial limitations,Most family and friends eat meat,conflict
abe8e3027db90040,I am motivated to have more energy,I save vegan recipes,conflict
abe8e3027db90040,I am motivated by health reasons,I have financial limitations,conflict
6e8cf4836e13dd9d,Family finds meat heavy or hard to digest,My family is reducing meat for health,support
6e8cf4836e13dd9d,I have not found suitable non-meat protein,Meat alternatives are too high in carbs or fat,support
6e8cf4836e13dd9d,I eat a lot of meat daily,Meat alternatives are too high in carbs or fat,support
6e8cf4836e13dd9d,I am searching for meat alternatives,I eat a lot of meat daily,conflict
6e8cf4836e13dd9d,I do not eat pork,I want to get enough protein,conflict
6e8cf4836e13dd9d,I want to get enough protein,I work out frequently,support
6e8cf4836e13dd9d,Family finds meat heavy or hard to digest,I have not found suitable non-meat protein,conflict
6e8cf4836e13dd9d,I am searching for meat alternatives,I want to get enough protein,conflict
41f4d247212a91b7,I produce my own beef,Most family members eat beef regularly,support
41f4d247212a91b7,Long family history of eating meat,Meat is convenient,no connection
41f4d247212a91b7,Environmental concerns about eating beef are minimal,Long family history of eating meat,no connection
41f4d247212a91b7,I eat beef regularly,Meat provides vitamins and protein,support
41f4d247212a91b7,I eat beef regularly,Meat is filling,support
41f4d247212a91b7,Long family history of eating meat,Most family members eat beef regularly,no connection
41f4d247212a91b7,I eat beef regularly,Most family members eat beef regularly,no connection
41f4d247212a91b7,I produce my own beef,Meat provides vitamins and protein,support
41f4d247212a91b7,Long family history of eating meat,Meat is filling,no connection
f7e046c06d20f5f6,I eat mushrooms as a meat substitute,I seek natural and organic foods,support
f7e046c06d20f5f6,I eat a lot of fish,I need protein for endurance sports,support
f7e046c06d20f5f6,I have cut back on meat,I need protein for endurance sports,support
f7e046c06d20f5f6,I eat a lot of fish,My wife prefers fish and chicken,support
f7e046c06d20f5f6,I eat mushrooms as a meat substitute,I have cut back on meat,support
f7e046c06d20f5f6,My community eats little red meat,My community has good vegetarian options,support
f7e046c06d20f5f6,I eat a lot of chicken,I need protein for endurance sports,support
f7e046c06d20f5f6,I need protein for endurance sports,My community eats little red meat,no connection
ad62d2edd2e18b97,I have reduced my beef consumption,I like variety in my food,conflict
ad62d2edd2e18b97,A friend is concerned about animal suffering,I eat meat in almost every meal,no connection
ad62d2edd2e18b97,I am concerned about climate change,I enjoy eating sushi,no connection
ad62d2edd2e18b97,A friend discourages eating beef,I have reduced my beef consumption,support
ad62d2edd2e18b97,I am concerned about climate change,I have reduced my beef consumption,support
ad62d2edd2e18b97,I eat meat in almost every meal,I have reduced my beef consumption,conflict
ad62d2edd2e18b97,A friend discourages eating beef,I eat at home more often,no connection
ad62d2edd2e18b97,I am concerned about climate change,I eat meat in almost every meal,conflict
ad62d2edd2e18b97,I like the taste of meat,I like variety in my food,support
7c0d0af95f8b1f08,I eat meat daily,I enjoy the taste of meat,support
7c0d0af95f8b1f08,Family members like the taste of meat,I occasionally make meat-free meals,conflict
7c0d0af95f8b1f08,Family habits encourage meat eating,I eat meat daily,support
7c0d0af95f8b1f08,Family habits encourage meat eating,Household members want meat for protein,support
7c0d0af95f8b1f08,I eat meat daily,Speed and ingredient availability affect meat-free meals,conflict
7c0d0af95f8b1f08,I enjoy the taste of meat,We raise chickens for eggs and meat,support
7c0d0af95f8b1f08,I occasionally make meat-free meals,Speed and ingredient availability affect meat-free meals,support
7c0d0af95f8b1f08,I enjoy the taste of meat,Meat is filling,no connection
7c0d0af95f8b1f08,I am the main cook at home,Meat is filling,support
436f8fdfd9f19736,Eating meat feels normal to me,I believe meat is necessary for health,no connection
436f8fdfd9f19736,My family eats meat,My friends eat meat,support
436f8fdfd9f19736,I believe meat is necessary for health,My family eats meat,no connection
436f8fdfd9f19736,I believe meat is necessary for health,I rarely eat pork,no connection
436f8fdfd9f19736,I eat meat regularly,I rarely eat pork,no connection
436f8fdfd9f19736,I avoid lab-grown and 3D-printed meat,I believe meat is necessary for health,no connection
436f8fdfd9f19736,I eat meat regularly,My family eats meat,support
436f8fdfd9f19736,I rarely eat pork,I seek USDA Organic and grass-fed meat,no connection
79908652a256d33e,I care about the environment,My family ate healthy growing up,support
79908652a256d33e,I care about my health,I eat very little processed meat,support
79908652a256d33e,I avoid red meat during the week,My family ate healthy growing up,support
79908652a256d33e,I care about animal welfare,I eat very little processed meat,no connection
79908652a256d33e,I care about the environment,My parents rarely ate red meat,no connection
79908652a256d33e,My family ate healthy growing up,My family avoided processed foods,support
79908652a256d33e,I eat very little processed meat,My family avoided processed foods,support
79908652a256d33e,I care about animal welfare,My family ate healthy growing up,no connection
79908652a256d33e,I care about animal welfare,I care about my health,support
ba0ae2459e448093,I am motivated by health concerns,My wife has digestion issues,support
ba0ae2459e448093,I am concerned about the environmental impact of beef,I have had colon cancer,support
ba0ae2459e448093,I am motivated by health concerns,I eliminated red meat from my diet,support
ba0ae2459e448093,"I enjoy eating chicken, turkey, pork, and fish",I have had colon cancer,support
ba0ae2459e448093,I avoid big portions of meat,I believe red meat is hard to digest,support
ba0ae2459e448093,"I enjoy eating chicken, turkey, pork, and fish",My wife eats the same as I do,support
ba0ae2459e448093,I am motivated by health concerns,I believe red meat is hard to digest,support
ba0ae2459e448093,My wife eats the same as I do,My wife has digestion issues,support
ba0ae2459e448093,I am concerned about the environmental impact of beef,I believe red meat is hard to digest,support
5d841d10765ae730,I eat meat at almost every meal,Meat helps me stay full,support
5d841d10765ae730,I am interested in trying new meats,I eat meat at almost every meal,support
5d841d10765ae730,I am more cautious about health as I age,Meat helps me gain weight,no connection
5d841d10765ae730,I enjoy the taste of meat,Meat helps me stay full,no connection
5d841d10765ae730,I eat meat at almost every meal,I enjoy the taste of meat,support
5d841d10765ae730,I am concerned about environmental impact,Meat helps me gain weight,no connection
5d841d10765ae730,I am concerned about environmental impact,I enjoy the taste of meat,conflict
5d841d10765ae730,I am interested in trying new meats,Meat helps me stay full,no connection
5d841d10765ae730,I am more cautious about health as I age,I eat meat at almost every meal,conflict
97773a8839d3f6fe,I have a principle about animal killing,I rarely eat beef or pork,support
97773a8839d3f6fe,I primarily eat chicken or turkey,My household mainly eats chicken and turkey,support
97773a8839d3f6fe,I am concerned about sustainability,I used to eat a lot of seafood,support
97773a8839d3f6fe,I am concerned about sustainability,My household mainly eats chicken and turkey,support
97773a8839d3f6fe,I believe chicken and turkey are healthier,I rarely eat beef or pork,support
97773a8839d3f6fe,I believe chicken and turkey are healthier,I primarily eat chicken or turkey,support
97773a8839d3f6fe,I have a principle about animal killing,I primarily eat chicken or turkey,support
97773a8839d3f6fe,I believe seafood is risky due to toxins,I have a principle about animal killing,conflict
97773a8839d3f6fe,I am concerned about sustainability,I believe chicken and turkey are healthier,no connection
74ee6a013b1d50b3,I am motivated by cravings,I have never considered not eating meat,no connection
74ee6a013b1d50b3,I eat whatever I feel like,People around me also eat meat,no connection
74ee6a013b1d50b3,Meat eating is typical in my region,People around me also eat meat,no connection
74ee6a013b1d50b3,I am motivated by cravings,People around me also eat meat,no connection
74ee6a013b1d50b3,I eat meat with most meals,I have never considered not eating meat,support
74ee6a013b1d50b3,I eat meat with most meals,I eat whatever I feel like,support
74ee6a013b1d50b3,"I eat chicken, fish, and red meat",I eat whatever I feel like,support
74ee6a013b1d50b3,I am motivated by cravings,I eat meat with most meals,no connection
74ee6a013b1d50b3,"I eat chicken, fish, and red meat",I eat meat with most meals,support
d4cec8da03bc12ab,I eat meat with most meals,I plan to eat more vegetables,conflict
d4cec8da03bc12ab,I eat meat with most meals,I notice animals and question eating them,conflict
d4cec8da03bc12ab,I am considering portion control,I eat meat with most meals,support
d4cec8da03bc12ab,I am considering portion control,I notice animals and question eating them,no connection
d4cec8da03bc12ab,I am considering portion control,I am motivated by recent health concerns,no connection
d4cec8da03bc12ab,Eating meat feels like a habit,I am motivated by recent health concerns,no connection
d4cec8da03bc12ab,I notice animals and question eating them,I plan to eat more vegetables,support
d4cec8da03bc12ab,I believe not eating meat is deprivation,I was brought up eating meat,support
f9ac4b8a3e8bbb4e,I order salads when eating out,I try to reduce meat consumption,support
f9ac4b8a3e8bbb4e,I want a healthier lifestyle,My family has mixed meat preferences,conflict
f9ac4b8a3e8bbb4e,I try to reduce meat consumption,My family has mixed meat preferences,conflict
f9ac4b8a3e8bbb4e,My family has mixed meat preferences,My wife prefers red meat,conflict
f9ac4b8a3e8bbb4e,I care about environmental impact,I try to reduce meat consumption,support
f9ac4b8a3e8bbb4e,I enjoy physical activity,My wife prefers red meat,no connection
f9ac4b8a3e8bbb4e,I try to reduce meat consumption,My wife prefers red meat,conflict
f9ac4b8a3e8bbb4e,I eat more chicken than beef,I try to reduce meat consumption,support
f9ac4b8a3e8bbb4e,I enjoy physical activity,I want a healthier lifestyle,support
a134d663306eaf79,I feel tired without eating meat,I want to get enough protein,support
a134d663306eaf79,I eat meat with some meals,My family eats meat,support
a134d663306eaf79,I lost weight as a vegetarian,I want to get enough protein,conflict
a134d663306eaf79,I feel tired without eating meat,It is hard to have a different diet,conflict
a134d663306eaf79,I don't like eating animals,I feel tired without eating meat,conflict
a134d663306eaf79,I eat meat with some meals,I want to get enough protein,conflict
a134d663306eaf79,I wish for enjoyable non-meat protein options,My boyfriend enjoys eating meat,support
a134d663306eaf79,I don't like eating animals,My boyfriend enjoys eating meat,conflict
a134d663306eaf79,I don't like eating animals,It is hard to have a different diet,conflict
520db7eff8e356ca,Friends sometimes limit meat for health reasons,I am aware of environmental impact,no connection
520db7eff8e356ca,I am aware of environmental impact,I am concerned about animal welfare,support
520db7eff8e356ca,I eat meat every day,I want to meet protein needs,support
520db7eff8e356ca,I am aware of environmental impact,I eat meat every day,conflict
520db7eff8e356ca,I am motivated by nutrition,I want to meet protein needs,support
520db7eff8e356ca,I am concerned about animal welfare,Meat is convenient for meal prep,conflict
520db7eff8e356ca,I eat meat every day,Meat is convenient for meal prep,support
520db7eff8e356ca,I am concerned about animal welfare,I eat meat every day,conflict
520db7eff8e356ca,Friends sometimes limit meat for health reasons,I am motivated by nutrition,no connection
6c13354781f251c4,Eating meat is part of my diet,I eat meat almost every night,support
6c13354781f251c4,I am a philosophical Buddhist,I eat meat almost every night,conflict
6c13354781f251c4,I eat meat almost every night,Most people I know eat meat,no connection
6c13354781f251c4,Eating meat is part of my diet,Most people I know eat meat,no connection
6c13354781f251c4,Eating meat is part of my diet,I am a philosophical Buddhist,conflict
6c13354781f251c4,I am a philosophical Buddhist,Most people I know eat meat,no connection
e510d4025a1f07f7,I have been vegetarian for 13 years,I want healthy hair,conflict
e510d4025a1f07f7,I am trying to reintroduce meat,I have been vegetarian for 13 years,support
e510d4025a1f07f7,I am eating small bites of chicken,I want healthy hair,support
e510d4025a1f07f7,I am eating small bites of chicken,I am trying to reintroduce meat,support
e510d4025a1f07f7,I am trying to reintroduce meat,I do not like meat,conflict
e510d4025a1f07f7,I do not like meat,I want healthy hair,conflict
e510d4025a1f07f7,I am trying to reintroduce meat,I want healthy hair,support
e510d4025a1f07f7,I want healthy hair,I want protein,support
e510d4025a1f07f7,I do not like meat,I want protein,conflict
7d752fefddfca23e,Eating meat feels like a habit,Tradition motivates my social circle,support
7d752fefddfca23e,I eat meat with every meal,I was raised eating meat regularly,support
7d752fefddfca23e,Eating meat feels like a habit,I thought briefly about animal welfare,conflict
7d752fefddfca23e,I thought briefly about animal welfare,Tradition motivates my social circle,conflict
7d752fefddfca23e,I thought briefly about animal welfare,I was raised eating meat regularly,conflict
7d752fefddfca23e,Eating meat feels like a habit,Protein is what I'm used to,support
7d752fefddfca23e,Family eats meat in a similar way,I eat meat with every meal,support
7d752fefddfca23e,I eat meat with every meal,I thought briefly about animal welfare,conflict
7d752fefddfca23e,Eating meat feels like a habit,Family eats meat in a similar way,support
ed14bc3f70d6cec5,I enjoy eating meat,Morning sickness made me eat less meat,conflict
ed14bc3f70d6cec5,I crave meat,Meat gives me a boost of energy,support
ed14bc3f70d6cec5,Morning sickness made me eat less meat,My family eats meat like I do,conflict
ed14bc3f70d6cec5,I crave meat,I enjoy eating meat,support
ed14bc3f70d6cec5,Meat is a source of protein,My family eats meat like I do,no connection
ed14bc3f70d6cec5,I eat meat with every meal,Morning sickness made me eat less meat,conflict
ed14bc3f70d6cec5,I crave meat,My parents taught me meat is important,support
ed14bc3f70d6cec5,I was raised eating meat,Meat is a source of protein,no connection
ed14bc3f70d6cec5,I crave meat,Meat is a source of protein,support
e0b75643b94ce352,Meals feel incomplete without meat,Meat helps me feel full,support
e0b75643b94ce352,I eat meat every day,Meals feel incomplete without meat,support
e0b75643b94ce352,I eat meat every day,Most people I know eat meat,support
e0b75643b94ce352,I value humane treatment of animals,Some social contacts avoid meat for animal welfare,support
e0b75643b94ce352,I value humane treatment of animals,Uncertainty about what meat is good for you,conflict
e0b75643b94ce352,I grew up being told to eat meat,Uncertainty about what meat is good for you,conflict
e0b75643b94ce352,I eat meat every day,Uncertainty about what meat is good for you,conflict
e0b75643b94ce352,Meat helps me feel full,Some social contacts avoid meat for animal welfare,conflict
0abdb72dd1d9ebaf,I grew up eating meat regularly,Meat is my favorite thing to eat,support
0abdb72dd1d9ebaf,A health concern would make me reconsider meat,I grew up eating meat regularly,no connection
0abdb72dd1d9ebaf,A health concern would make me reconsider meat,I eat meat with every meal,conflict
0abdb72dd1d9ebaf,I grew up eating meat regularly,Meat is a good source of protein,support
0abdb72dd1d9ebaf,All my friends and family eat meat regularly,Meat eating is just a habit for my contacts,support
0abdb72dd1d9ebaf,I feel a meal is incomplete without meat,Meat is my favorite thing to eat,support
0abdb72dd1d9ebaf,Meat eating is just a habit for my contacts,Meat is a good source of protein,support
0abdb72dd1d9ebaf,A health concern would make me reconsider meat,Meat is a good source of protein,conflict
0abdb72dd1d9ebaf,I feel a meal is incomplete without meat,Meat eating is just a habit for my contacts,no connection
fd51071022fe231c,Some social contacts value tradition,Talking with others makes me rethink choices,support
fd51071022fe231c,I am concerned about the environment,Some social contacts value tradition,conflict
fd51071022fe231c,I am concerned about health,I am concerned about the environment,support
fd51071022fe231c,I have ethical considerations,Some social contacts focus on taste,conflict
fd51071022fe231c,I am concerned about the environment,I balance meat with plant-based meals,support
fd51071022fe231c,I stay flexible and mindful,Talking with others makes me rethink choices,support
fd51071022fe231c,I am concerned about health,I balance meat with plant-based meals,support
fd51071022fe231c,I balance meat with plant-based meals,Some social contacts focus on taste,conflict
06a4dd916c731ccf,I motivate my wife to limit red meat,We eat fish more days of the week,support
06a4dd916c731ccf,I motivate my wife to limit red meat,My wife limits her red meat intake,support
06a4dd916c731ccf,I regularly reflect on my meat-eating habits,We chose to buy more fish,support
06a4dd916c731ccf,I have heart disease in my family,I limit red meat to small portions,conflict
06a4dd916c731ccf,I have heart disease in my family,We chose to buy more fish,support
06a4dd916c731ccf,I regularly reflect on my meat-eating habits,We eat fish more days of the week,support
06a4dd916c731ccf,I limit red meat to small portions,My wife limits her red meat intake,support
06a4dd916c731ccf,I limit red meat to small portions,I regularly reflect on my meat-eating habits,support
06a4dd916c731ccf,We chose to buy more fish,We eat fish more days of the week,support
a46c865723cc0c1e,I eat poultry most of the time,I occasionally eat meals without meat,conflict
a46c865723cc0c1e,I aim to increase protein intake,Social contacts also enjoy poultry,support
a46c865723cc0c1e,I enjoy the taste of poultry,I occasionally eat meals without meat,conflict
a46c865723cc0c1e,I appreciate poultry's versatility,I eat poultry most of the time,support
a46c865723cc0c1e,I aim to increase protein intake,I occasionally eat meals without meat,conflict
a46c865723cc0c1e,I occasionally eat meals without meat,Meatless meals occur when busy or saving time,support
a46c865723cc0c1e,I aim to increase protein intake,Meatless meals occur when busy or saving time,conflict
a46c865723cc0c1e,Meatless meals occur when busy or saving time,Social contacts also enjoy poultry,no connection
a46c865723cc0c1e,I appreciate poultry's versatility,Social contacts also enjoy poultry,support
248480856d4a9c8c,Everyone in my family eats meat,I grew up eating fresh farm meat,support
248480856d4a9c8c,Everyone in my family eats meat,I enjoy the taste of meat,support
248480856d4a9c8c,I have no health concerns about meat,I prioritize getting more protein,support
248480856d4a9c8c,Everyone in my family eats meat,I am motivated by animal welfare concerns,support
248480856d4a9c8c,Everyone in my family eats meat,"I try to buy grass-fed, local meat",no connection
248480856d4a9c8c,I buy more chicken because it is cheaper,I enjoy the taste of meat,no connection
248480856d4a9c8c,I am motivated by animal welfare concerns,"I try to buy grass-fed, local meat",support
f3cca123640d3386,I choose lean meats like chicken or turkey,I want to lose weight,support
f3cca123640d3386,I am concerned about fat and calories,I want to lose weight,support
f3cca123640d3386,I eat red meat about once a week,Social contacts eat red meat frequently,conflict
f3cca123640d3386,I make recipes to satisfy family preferences,I use meat substitutes and plant-based meat,conflict
f3cca123640d3386,I eat red meat about once a week,I want to lose weight,support
f3cca123640d3386,I use meat substitutes and plant-based meat,Social contacts eat red meat frequently,conflict
f3cca123640d3386,I want to lose weight,Social contacts eat red meat frequently,conflict
f3cca123640d3386,I am concerned about meat prices,I choose lean meats like chicken or turkey,no connection
f3cca123640d3386,I am concerned about animal welfare,I make recipes to satisfy family preferences,no connection
5abe20da31c1510b,I lack B12 and get it from meat,I love the taste of meat,no connection
5abe20da31c1510b,I eat beef for high protein,I lack B12 and get it from meat,support
5abe20da31c1510b,Family prefers foods with beef,Meat is easy to cook,support
5abe20da31c1510b,Food allergies make beef simpler,I try not to eat meat every day,support
5abe20da31c1510b,I eat beef for high protein,I try not to eat meat every day,conflict
5abe20da31c1510b,I lack B12 and get it from meat,I was told not to eat meat daily,conflict
5abe20da31c1510b,Childhood habits shape my eating choices,I eat meat three to four days weekly,support
e2905065a183e73e,I am eating less meat,I have concerns about processed fake meats,conflict
e2905065a183e73e,I have concerns about processed fake meats,Meat substitutes are getting better,conflict
e2905065a183e73e,I have concerns about processed fake meats,Social contacts do not influence my choices,no connection
e2905065a183e73e,I am concerned about environmental impact,I am eating less meat,support
e2905065a183e73e,Beef has a large environmental impact,Meat substitutes are getting better,support
e2905065a183e73e,Meat substitutes are getting better,Social contacts do not influence my choices,no connection
e2905065a183e73e,I am eating less meat,Meat substitutes are getting better,support
e2905065a183e73e,I am concerned about environmental impact,I have concerns about processed fake meats,no connection
e2905065a183e73e,Beef has a large environmental impact,I am eating less meat,support
cd254873c8c70b1f,Most people around me eat a lot of meat,My brother wants to eat healthier,conflict
cd254873c8c70b1f,I eat meat three to four times weekly,Meat makes me feel full,support
cd254873c8c70b1f,I eat meat three to four times weekly,My brother has reduced his meat eating,conflict
cd254873c8c70b1f,I eat meat three to four times weekly,Most people around me eat a lot of meat,support
cd254873c8c70b1f,I enjoy the taste of meat,My brother has reduced his meat eating,conflict
cd254873c8c70b1f,I eat meat three to four times weekly,My brother wants to eat healthier,conflict
cd254873c8c70b1f,I eat meat three to four times weekly,Meat is high in protein,support
cd254873c8c70b1f,Meat is high in protein,My brother wants to eat healthier,support
cd254873c8c70b1f,I enjoy the taste of meat,Most people around me eat a lot of meat,support
5a6edee02aac678f,Everyone I know eats meat,I eat meat once or twice daily,support
5a6edee02aac678f,I crave meat,Meat is a staple in my meals,support
5a6edee02aac678f,I eat meat once or twice daily,I hear meat is bad for the planet,conflict
5a6edee02aac678f,I crave meat,I hear meat is bad for the planet,conflict
5a6edee02aac678f,I eat meat once or twice daily,I get vitamins and minerals from meat,support
5a6edee02aac678f,I eat meat once or twice daily,I need protein in my diet,support
5a6edee02aac678f,Everyone I know eats meat,I hear meat is bad for the planet,no connection
5a6edee02aac678f,I need protein in my diet,Meat is usually the main course,support
5a6edee02aac678f,Everyone I know eats meat,Meat is usually the main course,support
e04998f79adab146,Concern for animal welfare,I eat meat regularly,conflict
e04998f79adab146,I eat meat regularly,I know vegetarians or vegans,conflict
e04998f79adab146,I eat meat regularly,I value iron content in food,support
e04998f79adab146,I know vegetarians or vegans,I value iron content in food,no connection
e04998f79adab146,I know vegetarians or vegans,I want enough protein,no connection
e04998f79adab146,Concern for animal welfare,I know vegetarians or vegans,support
