key,stance,wave,canvas
df0d758a5477b83c,My spirituality allows use of animal bodies,1,True
1c2579f87fb55244,I have always eaten meat,1,True
1c2579f87fb55244,I enjoy the taste of meat,1,True
1c2579f87fb55244,My family and friends all eat meat,1,True
1c2579f87fb55244,I believe meat provides essential nutrients,1,True
1c2579f87fb55244,I sometimes think about health risks of meat,1,True
1c2579f87fb55244,I considered reducing meat for weight loss,1,True
9faec1665116d796,I include meat with meals once daily,1,True
9faec1665116d796,I intermittent fast,1,True
9faec1665116d796,I want to hit protein goals,1,True
9faec1665116d796,I feel better after eating lean meat,1,True
9faec1665116d796,I have ethical concerns about meat,1,True
9faec1665116d796,I prefer foods that are fast and convenient,1,False
9faec1665116d796,Vegetarian meals are more expensive locally,1,True
9faec1665116d796,Good vegetarian options are limited in some countries,1,True
9faec1665116d796,My child is vegetarian for ethical reasons,1,True
fadf83bd9ea5f19b,I eat meat often,1,True
fadf83bd9ea5f19b,I think about animal life,1,True
fadf83bd9ea5f19b,I eat wild meats,1,True
fadf83bd9ea5f19b,I eat meat for iron,1,True
fadf83bd9ea5f19b,I am not big on meat flavor,1,True
fadf83bd9ea5f19b,People around me eat meat often,1,True
fadf83bd9ea5f19b,I was raised in a hunting culture,1,True
fadf83bd9ea5f19b,I honor the animals sacrificed for food,1,True
eaa866102ec57941,I eat meat multiple times a week,1,True
eaa866102ec57941,I need protein,1,True
eaa866102ec57941,A meal feels incomplete without meat,1,True
eaa866102ec57941,Friends and family eat meat regularly,1,True
eaa866102ec57941,Habit and tradition encourage meat-eating,1,True
eaa866102ec57941,I considered environmental impact of meat,1,True
eaa866102ec57941,Plant-based alternatives did not taste good,1,True
e2905065a183e73e,I try to eat more sustainably,1,True
e2905065a183e73e,I avoid buying beef at grocery stores,1,True
e2905065a183e73e,I still eat meat at restaurants,1,True
e2905065a183e73e,I switch to non-meat alternatives when available,1,True
e2905065a183e73e,I still buy chicken when on sale,1,True
e2905065a183e73e,Easy availability of healthy meat alternatives matters,1,True
e2905065a183e73e,I worry plant meat substitutes are highly processed,1,True
e2905065a183e73e,Friends require ethically sourced meat,1,False
e2905065a183e73e,Friends have restrictive diets or picky eating,1,True
8a09978d91039693,I am vegetarian,1,True
8a09978d91039693,I used to eat a lot of meat,1,True
8a09978d91039693,I enjoy being a vegetarian,1,True
8a09978d91039693,I want to avoid killing animals,1,True
8a09978d91039693,I saw documentaries about animal ethics,1,True
8a09978d91039693,My parents are vegetarian,1,True
7d752fefddfca23e,I eat every type of meat,1,True
7d752fefddfca23e,I was raised eating meat with every meal,1,True
7d752fefddfca23e,My family and friends eat meat with every meal,1,True
7d752fefddfca23e,Tradition encourages me to eat meat,1,True
7d752fefddfca23e,I have added more fish for health benefits,1,True
2bfe07abba85396f,I eat meat regularly,1,True
2bfe07abba85396f,I was taught meat is part of life,1,True
2bfe07abba85396f,I believe meat keeps muscles healthy,1,True
2bfe07abba85396f,I eat meat to maintain healthy weight,1,True
2bfe07abba85396f,People around me eat meat,1,True
2bfe07abba85396f,Rising meat prices affect my purchases,1,True
2bfe07abba85396f,I feel tired eating less meat,1,True
2bfe07abba85396f,I feel socially isolated eating less meat,1,True
2bfe07abba85396f,Trying new vegetable recipes excites me,1,True
4c0618a1f49cf2e9,I eat wild game meats,1,True
4c0618a1f49cf2e9,I try to avoid beef,1,True
4c0618a1f49cf2e9,I eat smaller meat portions,1,True
4c0618a1f49cf2e9,"I eat chicken, turkey, and fish",1,True
4c0618a1f49cf2e9,I want to eat healthier,1,True
4c0618a1f49cf2e9,I have health concerns,1,True
4c0618a1f49cf2e9,I am concerned about animal welfare,1,True
4c0618a1f49cf2e9,Family and friends have similar diets,1,True
4c0618a1f49cf2e9,My family hunts and fishes,1,True
4c0618a1f49cf2e9,I am environmentally conscious,1,True
ed14bc3f70d6cec5,I eat meat at every meal,1,True
ed14bc3f70d6cec5,I am used to eating meat,1,True
ed14bc3f70d6cec5,I get protein from meat,1,True
ed14bc3f70d6cec5,I enjoy the taste of meat,1,True
ed14bc3f70d6cec5,Eating meat gives me energy,1,True
ed14bc3f70d6cec5,My family eats meat at every meal,1,True
ed14bc3f70d6cec5,I prepare meat-based meals for my family,1,True
ed14bc3f70d6cec5,Most friends have similar meat-eating habits,1,True
ed14bc3f70d6cec5,I am curious about environmental impact,1,True
ed14bc3f70d6cec5,Environmental concerns make me sad,1,True
9dbce82bce25d24e,I eat red meat 3-4 times weekly,1,True
9dbce82bce25d24e,I eat turkey or chicken at other meals,1,True
9dbce82bce25d24e,I eat meat for protein,1,True
9dbce82bce25d24e,I enjoy the taste of meat,1,True
9dbce82bce25d24e,I enjoy the texture of meat,1,True
9dbce82bce25d24e,I enjoy pleasant meat aromas during cooking,1,True
9dbce82bce25d24e,I partake in vegan meals at family gatherings,1,True
9dbce82bce25d24e,I am aware of ecological concerns from cattle production,1,True
c038519ac4670f62,I eat meat at least once daily,1,True
c038519ac4670f62,I enjoy the taste of meat,1,True
c038519ac4670f62,Meat-based meals are convenient for me,1,True
c038519ac4670f62,I was raised eating meat regularly,1,True
c038519ac4670f62,I lack vegan recipes I like,1,True
c038519ac4670f62,My nephew is vegan,1,True
c038519ac4670f62,I prepare vegan meals for social occasions,1,True
c038519ac4670f62,I am motivated to eat healthier,1,True
c038519ac4670f62,I have easy access to fresh vegetables,1,True
6db699e0a33315d4,I eat meat most nights,1,True
6db699e0a33315d4,My family eats meat most nights,1,True
6db699e0a33315d4,I am used to eating meat,1,True
6db699e0a33315d4,I eat what I crave,1,True
6db699e0a33315d4,Meat is tasty to eat,1,True
6db699e0a33315d4,Eating too much meat is unhealthy,1,True
6db699e0a33315d4,Processed meats are unhealthy,1,True
6db699e0a33315d4,I watched documentaries about meat processing,1,True
bb10b3e293fa7488,I eat chicken a few times a week,1,True
bb10b3e293fa7488,I eat beef occasionally,1,True
bb10b3e293fa7488,I never eat pork,1,True
bb10b3e293fa7488,I want to eliminate meat from my diet,1,True
bb10b3e293fa7488,I am in favor of animal rights,1,True
bb10b3e293fa7488,I avoid eating intelligent animals,1,True
bb10b3e293fa7488,Health reasons prevent total meat elimination,1,True
bb10b3e293fa7488,Family reasons prevent total meat elimination,1,True
bb10b3e293fa7488,I share meat-eating habits with my partner,1,True
bb10b3e293fa7488,I feel moral unease about eating animals,1,True
7c0d0af95f8b1f08,I eat meat daily,1,True
7c0d0af95f8b1f08,I eat mainly chicken and poultry,1,True
7c0d0af95f8b1f08,I want to get enough protein,1,False
7c0d0af95f8b1f08,I eat meat because it is filling,1,True
7c0d0af95f8b1f08,I am the main household cook,1,True
7c0d0af95f8b1f08,My household eats what I cook,1,True
7c0d0af95f8b1f08,My family prefers red meat for flavor,1,False
7c0d0af95f8b1f08,Cost influences my meat choices,1,True
7c0d0af95f8b1f08,Availability influences my meat choices,1,True
7c0d0af95f8b1f08,We raise our own chickens,1,True
ec02d5c2a65d3fd2,I eat only chicken and turkey,1,True
ec02d5c2a65d3fd2,I avoid eating beef,1,True
ec02d5c2a65d3fd2,I avoid eating pork,1,True
ec02d5c2a65d3fd2,I did not like pork or beef taste,1,True
ec02d5c2a65d3fd2,I focus on meat for protein,1,True
ec02d5c2a65d3fd2,I want to reduce environmental impact,1,True
ec02d5c2a65d3fd2,Chicken is easier for social situations,1,True
ec02d5c2a65d3fd2,I struggle getting enough protein vegetarian,1,True
54cc4241bdbfff9e,I am trying to reduce meat consumption,1,True
54cc4241bdbfff9e,I eat about five servings of meat a week,1,True
54cc4241bdbfff9e,I avoid eating red meat,1,True
54cc4241bdbfff9e,I am motivated by health reasons,1,True
54cc4241bdbfff9e,I am concerned about environmental impact,1,True
54cc4241bdbfff9e,I am motivated by personal values,1,True
54cc4241bdbfff9e,My partner is also reducing meat consumption,1,True
97773a8839d3f6fe,I primarily eat chicken,1,True
97773a8839d3f6fe,I avoid eating beef and pork,1,True
97773a8839d3f6fe,I consider health when choosing meat,1,True
97773a8839d3f6fe,I consider price when choosing meat,1,True
97773a8839d3f6fe,I consider ethics when eating meat,1,True
97773a8839d3f6fe,I consider environmental impact of meat,1,True
97773a8839d3f6fe,Documentaries influence my views on meat,1,True
97773a8839d3f6fe,I consider animal intelligence,1,True
97773a8839d3f6fe,I am unwilling to butcher cows or pigs,1,True
97773a8839d3f6fe,My household primarily eats chicken,1,True
ac2d736537b2aa39,I like the taste of meat,1,True
ac2d736537b2aa39,I like the texture of meat,1,True
ac2d736537b2aa39,I want to get protein from meat,1,True
ac2d736537b2aa39,I eat meat regularly,1,True
ac2d736537b2aa39,I eat chicken most often,1,True
ac2d736537b2aa39,My family has always eaten meat,1,True
ac2d736537b2aa39,I sometimes choose meat with fewer antibiotics,1,True
ac2d736537b2aa39,I dislike tofu,1,True
ac2d736537b2aa39,I approve eating animals if not cruel,1,True
87e1dbf2ddd33fb1,I limit meat to two or three days weekly,1,True
87e1dbf2ddd33fb1,I enjoy eating different kinds of meat,1,True
87e1dbf2ddd33fb1,I am not a fan of pork,1,True
87e1dbf2ddd33fb1,I question eating meat after seeing animal videos,1,True
87e1dbf2ddd33fb1,I feel unwell after eating lots of red meat,1,False
87e1dbf2ddd33fb1,My mom encourages eating less meat for health,1,True
87e1dbf2ddd33fb1,My mom cares about animal welfare,1,True
d4cec8da03bc12ab,I eat meat out of habit,1,True
d4cec8da03bc12ab,Most family and friends eat meat,1,True
d4cec8da03bc12ab,I aspire to eat less meat,1,True
d4cec8da03bc12ab,Rising meat prices may reduce consumption,1,True
d4cec8da03bc12ab,Fasting made me feel healthier,1,True
d4cec8da03bc12ab,Sometimes I eat meals without meat,1,False
c842caeb15405a78,I eat meat with every meal,1,True
c842caeb15405a78,My religion restricts some meats,1,True
c842caeb15405a78,I select meat for health benefits,1,True
c842caeb15405a78,I prefer grass-fed meat,1,True
c842caeb15405a78,I avoid processed meats,1,True
c842caeb15405a78,I cook most meals at home,1,True
c842caeb15405a78,I am concerned about animal welfare,1,True
c842caeb15405a78,My family eats what they can afford,1,False
c842caeb15405a78,I eat less meat than before,1,True
740b157201268df1,I love the taste of meat,1,True
740b157201268df1,I have health concerns,1,True
740b157201268df1,I am an animal welfare advocate,1,True
740b157201268df1,I reduce red meat consumption,1,True
740b157201268df1,I seek ethically sourced meat,1,True
740b157201268df1,My family enjoys eating diverse foods,1,True
740b157201268df1,My family values animal welfare,1,True
740b157201268df1,I watch animal welfare documentaries,1,True
740b157201268df1,I avoid eating octopus,1,True
b3f7e055bf4647c4,I eat meat regularly,1,True
b3f7e055bf4647c4,I look for the best meat prices,1,True
b3f7e055bf4647c4,I enjoy the versatility of meat,1,True
b3f7e055bf4647c4,I like meat's protein content,1,True
b3f7e055bf4647c4,I grew up eating meat,1,True
b3f7e055bf4647c4,My family eats meat regularly,1,True
b3f7e055bf4647c4,My friends enjoy the flavor of meat,1,True
b3f7e055bf4647c4,I have meatless meals to save money,1,True
a7ac88105b8c14d3,I am a heavy meat eater,1,True
a7ac88105b8c14d3,I prefer beef over poultry,1,True
a7ac88105b8c14d3,I eat meat at most meals,1,True
a7ac88105b8c14d3,I seek complete protein from meat,1,True
a7ac88105b8c14d3,I value the health benefits of meat,1,True
a7ac88105b8c14d3,I want to get enough protein,1,True
a7ac88105b8c14d3,High meat prices affect my habits,1,True
a7ac88105b8c14d3,I plan meals around meat sales,1,True
f323942068c63066,I eat meat at most meals,1,True
f323942068c63066,I love the taste of meat,1,True
f323942068c63066,Meals without meat feel incomplete,1,True
f323942068c63066,I feel guilty about animal suffering,1,True
f323942068c63066,I think meat is good for health,1,True
f323942068c63066,I discuss meat-eating with vegans,1,True
f323942068c63066,Social contacts are motivated by animal welfare,1,True
f323942068c63066,I want animals to have decent lives,1,True
a3557ae863ad9e1d,I eat a lot of chicken,1,True
a3557ae863ad9e1d,I eat beef occasionally,1,True
a3557ae863ad9e1d,I eat foods I like,1,True
a3557ae863ad9e1d,I eat what is available,1,True
a3557ae863ad9e1d,I am a picky eater,1,True
a3557ae863ad9e1d,I do not worry about ethics,1,False
a3557ae863ad9e1d,Limited money sometimes reduces meat consumption,1,True
a3557ae863ad9e1d,Limited time sometimes reduces meat consumption,1,True
ad62d2edd2e18b97,I eat meat in most meals,1,True
ad62d2edd2e18b97,I enjoy the taste of meat,1,True
ad62d2edd2e18b97,I get satisfaction from eating meat,1,True
ad62d2edd2e18b97,I grew up eating meat,1,True
ad62d2edd2e18b97,Most people around me eat meat,1,True
ad62d2edd2e18b97,I am concerned about climate change,1,True
ad62d2edd2e18b97,I hear about environmental impact in the news,1,True
ad62d2edd2e18b97,I eat less beef than I used to,1,True
ad62d2edd2e18b97,I do not desire beef as much,1,True
ad62d2edd2e18b97,Chicken is easy to cook and incorporate,1,True
3828779ad7644dd3,I try to buy ethically sourced meat,1,True
3828779ad7644dd3,I avoid eating swine,1,True
3828779ad7644dd3,I consider animal cruelty in my choices,1,True
3828779ad7644dd3,I believe animals should have ethical lives,1,True
3828779ad7644dd3,I plan to buy a whole cow,1,True
3828779ad7644dd3,Financial limitations affect my meat choices,1,True
3828779ad7644dd3,Social contacts value convenience of meat consumption,1,True
41c5996495e366da,I eat meat two to three times weekly,1,True
41c5996495e366da,I have trouble getting protein elsewhere,1,True
41c5996495e366da,I have trouble getting enough iron,1,True
41c5996495e366da,Eating meat is a habit for me,1,True
41c5996495e366da,I care about the environment,1,True
41c5996495e366da,I care about animal welfare,1,True
41c5996495e366da,I want to be healthier,1,True
41c5996495e366da,My dad and stepmom are vegetarians,1,True
41c5996495e366da,Social contacts believe vegetarianism is healthier,1,True
54b98e8a7620dd67,I try to eat healthy fish,1,True
54b98e8a7620dd67,I try to eat more chicken,1,True
54b98e8a7620dd67,I try to cut down on red meat,1,True
54b98e8a7620dd67,I am motivated by health advice,1,True
54b98e8a7620dd67,My social contacts follow similar eating habits,1,True
54b98e8a7620dd67,We believe fish and chicken are healthier,1,True
54b98e8a7620dd67,I occasionally enjoy steak at restaurants,1,True
54b98e8a7620dd67,I eat steak as a reward,1,True
4dc0b760b47b9e68,I enjoy the taste of meat,1,True
4dc0b760b47b9e68,I believe meat is nutritious,1,True
4dc0b760b47b9e68,I eat meat for protein,1,True
4dc0b760b47b9e68,I eat meat for healthy fats,1,True
4dc0b760b47b9e68,I eat meat for iron,1,True
4dc0b760b47b9e68,I sometimes eat meat during holidays,1,True
4dc0b760b47b9e68,I sometimes skip meat to eat lighter,1,True
4dc0b760b47b9e68,I avoid meat when I don't crave it,1,True
4dc0b760b47b9e68,Meat can be expensive for me,1,True
4dc0b760b47b9e68,Convenience influences my meat consumption,1,True
5d841d10765ae730,I eat meat for most meals,1,True
5d841d10765ae730,I sometimes skip meat for meals,1,True
5d841d10765ae730,I am concerned about my health,1,True
5d841d10765ae730,I am concerned about the environment,1,True
5d841d10765ae730,I am interested in trying new meats,1,True
5d841d10765ae730,I sometimes avoid pork,1,True
5d841d10765ae730,My father reduced meat for health reasons,1,True
fabbe87caf2e1c00,I try to limit meat to once daily,1,True
fabbe87caf2e1c00,I enjoy eating meat,1,True
fabbe87caf2e1c00,I believe meat is nutritious,1,True
fabbe87caf2e1c00,I think excess meat is unhealthy,1,False
fabbe87caf2e1c00,I believe meat impacts the environment,1,True
fabbe87caf2e1c00,I am concerned about animal welfare,1,True
fabbe87caf2e1c00,I reduced pork consumption significantly,1,True
fabbe87caf2e1c00,People around me increasingly avoid meat,1,True
fabbe87caf2e1c00,Social contacts care about animal welfare,1,True
c425ac83f24beef2,I mainly eat chicken or fish,1,True
c425ac83f24beef2,I avoid red meat,1,True
c425ac83f24beef2,I do not like red meat taste,1,True
c425ac83f24beef2,I do not like red meat texture,1,True
c425ac83f24beef2,Red meat is unhealthy,1,True
c425ac83f24beef2,Chicken and fish are more versatile,1,True
c425ac83f24beef2,My husband prefers red meat,1,True
c425ac83f24beef2,I substitute red meat with alternatives,1,False
c425ac83f24beef2,I enjoy vegetables and salads,1,True
c425ac83f24beef2,I wish more people would stop eating red meat,1,True
248480856d4a9c8c,I enjoy eating meat,1,True
248480856d4a9c8c,I eat beef and chicken regularly,1,True
248480856d4a9c8c,My wife dislikes pork,1,True
248480856d4a9c8c,My family prefers steak,1,True
248480856d4a9c8c,Meat tastes good to me,1,True
248480856d4a9c8c,Meat is a good protein source,1,True
248480856d4a9c8c,No vegetarians in my social circle,1,True
248480856d4a9c8c,My wife's family raises cattle,1,True
248480856d4a9c8c,Meat is a cultural staple in my family,1,True
248480856d4a9c8c,"I prefer grass-fed, ethically treated beef",1,True
36d1ca03b3d61873,I limit the meat that I eat,1,True
36d1ca03b3d61873,I eat more plant-based foods,1,True
36d1ca03b3d61873,I test different meats for digestion,1,True
36d1ca03b3d61873,I feel better with less meat,1,True
36d1ca03b3d61873,I want to improve my digestion,1,True
36d1ca03b3d61873,I am concerned about hormones in meat,1,True
36d1ca03b3d61873,I want to avoid disease from meat,1,True
36d1ca03b3d61873,I sometimes eat lean meats like chicken,1,True
36d1ca03b3d61873,I want to get enough protein,1,True
36d1ca03b3d61873,I think balance with meat is important,1,True
5ae9064e5cbccf07,I try to get enough protein from meat,1,True
5ae9064e5cbccf07,I want to get enough protein,1,True
5ae9064e5cbccf07,I avoid pork,1,True
5ae9064e5cbccf07,I believe meat is nutrient-rich,1,True
5ae9064e5cbccf07,My family included meat in daily meals,1,True
5ae9064e5cbccf07,My family values nutrition knowledge,1,True
5ae9064e5cbccf07,Meat is a cultural habit in my country,1,True
5ae9064e5cbccf07,I eat more fish when more is available,1,True
5ae9064e5cbccf07,I can afford to buy fish,1,True
5ae9064e5cbccf07,I learned meat-eating from childhood,1,True
0266776e84599980,I include meat to complete meals,1,True
0266776e84599980,I eat meat two or three times weekly,1,True
0266776e84599980,People around me prefer meat with every meal,1,True
0266776e84599980,I am happy with vegetarian meals,1,True
0266776e84599980,My preference for protein is fish or eggs,1,True
0266776e84599980,Meat is part of almost every meal locally,1,True
25d9c5f16c668c52,I eat meat with most meals,1,True
25d9c5f16c668c52,I enjoy the flavor of some meats,1,True
25d9c5f16c668c52,Eating meat is a habit for me,1,True
25d9c5f16c668c52,Everyone I know is a meat eater,1,True
25d9c5f16c668c52,I live in Texas where meat-eating is common,1,True
25d9c5f16c668c52,I consider environmental impacts of eating meat,1,True
25d9c5f16c668c52,Christianity supports eating meat for me,1,True
25d9c5f16c668c52,I believe eating meat is healthy,1,True
5e00cb1279c86d31,I enjoy eating meat,1,True
5e00cb1279c86d31,I wish I ate less meat,1,True
5e00cb1279c86d31,I am concerned about animal deaths,1,True
5e00cb1279c86d31,I think it's healthier to eat less meat,1,True
5e00cb1279c86d31,I believe eating less meat helps the environment,1,True
5e00cb1279c86d31,Eating meat is easy and convenient for me,1,True
5e00cb1279c86d31,I usually cook meat at home,1,True
5e00cb1279c86d31,Most people around me eat meat,1,True
5e00cb1279c86d31,My sister is a vegetarian,1,True
37899912f4a5a971,I love the taste of red meat,1,True
37899912f4a5a971,I reward myself with steak occasionally,1,False
37899912f4a5a971,I have financial limitations,1,True
37899912f4a5a971,Meat is too expensive for my budget,1,True
37899912f4a5a971,I avoid eating red meat,1,True
37899912f4a5a971,I am concerned about health impacts,1,True
37899912f4a5a971,I have gained weight during menopause,1,True
37899912f4a5a971,"I rarely eat steak, only every few months",1,True
37899912f4a5a971,I discuss health risks with my friend,1,True
649f1789cf99857f,I eat meat regularly,1,True
649f1789cf99857f,I crave meat during pregnancy,1,True
649f1789cf99857f,I include meat while breastfeeding,1,True
649f1789cf99857f,Meat gives us protein,1,True
649f1789cf99857f,Meat fuels my body,1,True
649f1789cf99857f,My family are meat eaters,1,True
649f1789cf99857f,My community discourages vegetarianism,1,True
649f1789cf99857f,I am thinking of cutting back on pork,1,True
649f1789cf99857f,I watched informational videos against pork,1,True
649f1789cf99857f,Some family do not eat pork,1,True
3715bc392d7a07ee,I enjoy eating meat,1,True
3715bc392d7a07ee,"I eat steak, chicken, pork, and lunch meat",1,True
3715bc392d7a07ee,I was raised eating meat,1,True
3715bc392d7a07ee,Eating meat is normal for me,1,True
3715bc392d7a07ee,My family all eat meat,1,True
3715bc392d7a07ee,I do not want plant-based or lab-grown meat,1,True
3715bc392d7a07ee,My fiance considered eating less meat for health,1,True
68eaac889f651fe0,I am obsessed with being a carnivore,1,True
68eaac889f651fe0,I eat meat daily,1,True
68eaac889f651fe0,I look for meat deals when shopping,1,True
68eaac889f651fe0,My daughter loves meat,1,True
68eaac889f651fe0,I feel a meal is incomplete without meat,1,True
68eaac889f651fe0,I avoid stories about animal welfare in meat,1,True
68eaac889f651fe0,I have financial limitations,1,True
68eaac889f651fe0,I eat less beef and steak now,1,True
5c9113c3b7df8e3e,I prefer eating fresh meat,1,True
5c9113c3b7df8e3e,I avoid processed meat,1,False
5c9113c3b7df8e3e,I am concerned about chemical additives,1,True
5c9113c3b7df8e3e,I value knowing what's in my food,1,True
5c9113c3b7df8e3e,I seek affordable and easy-to-prepare meats,1,False
5c9113c3b7df8e3e,I aim for dietary balance,1,True
5c9113c3b7df8e3e,I avoid high animal fat options,1,False
5c9113c3b7df8e3e,Friends buy fresh meat from local farmers,1,True
5c9113c3b7df8e3e,Friends avoid chemical additives in food,1,True
f3cca123640d3386,I am trying to lose weight,1,True
f3cca123640d3386,I have health concerns,1,True
f3cca123640d3386,I substitute red meat with chicken or turkey,1,True
f3cca123640d3386,I eat one serving of meat per day,1,True
f3cca123640d3386,I use meat alternatives like tofu and Gardein,1,True
f3cca123640d3386,My family prefers traditional meat-heavy meals,1,True
f3cca123640d3386,My family is not adventurous with new foods,1,True
f3cca123640d3386,I occasionally eat red meat,1,True
f3cca123640d3386,I believe nutrients can come from non-meat sources,1,True
f3cca123640d3386,I prepare healthier versions of meat dishes,1,False
2e7d088561cde19d,I mostly eat chicken,1,True
2e7d088561cde19d,I rarely eat red meat,1,True
2e7d088561cde19d,Red meat upsets my stomach,1,True
2e7d088561cde19d,My significant other mostly eats chicken,1,True
2e7d088561cde19d,My significant other has Crohn's,1,True
2e7d088561cde19d,My significant other has IBS,1,True
2e7d088561cde19d,My eating habits influenced by my partner,1,True
2e7d088561cde19d,My mother prepares chicken for me at gatherings,1,True
847c51b8edf36462,I eat meat every day,1,True
847c51b8edf36462,I like eating meat,1,True
847c51b8edf36462,Meat is a good source of protein,1,True
847c51b8edf36462,Meat is relatively cheap,1,True
847c51b8edf36462,Meat is easy to cook,1,True
847c51b8edf36462,Everyone I know eats meat,1,True
847c51b8edf36462,People close to me like meat,1,True
30f98abadffddf8e,I eat meat every day,1,True
30f98abadffddf8e,I enjoy the taste of meat,1,True
30f98abadffddf8e,Meat leaves me feeling satiated,1,True
30f98abadffddf8e,Meat supports my strength training,1,True
30f98abadffddf8e,Meat provides essential amino acids,1,True
30f98abadffddf8e,Eating meat is cultural in my family,1,True
30f98abadffddf8e,Family enjoys eating meat,1,True
30f98abadffddf8e,My aunts eat more fish for health,1,True
9cb164abacf3625b,I eat meat most days,1,True
9cb164abacf3625b,I prefer convenient food options,1,True
9cb164abacf3625b,Meat is affordable for me,1,False
9cb164abacf3625b,I like the taste of meat,1,True
9cb164abacf3625b,I want protein for energy and focus,1,True
9cb164abacf3625b,I am concerned about environmental impact,1,True
9cb164abacf3625b,My friends eat meat for convenience,1,True
9cb164abacf3625b,Meat is believed essential for fitness in my group,1,True
9cb164abacf3625b,My family sees meat as a meal staple,1,True
9cb164abacf3625b,I lack confidence cooking vegetarian meals,1,True
0abdb72dd1d9ebaf,I eat meat every day,1,True
0abdb72dd1d9ebaf,Beef and chicken are my most eaten meats,1,True
0abdb72dd1d9ebaf,I love eating meat,1,True
0abdb72dd1d9ebaf,Eating meat is my favorite thing,1,True
0abdb72dd1d9ebaf,Meat was in every meal growing up,1,True
0abdb72dd1d9ebaf,Eating meat is a habit for me,1,True
0abdb72dd1d9ebaf,People around me eat meat regularly,1,True
0abdb72dd1d9ebaf,I feel a meal is incomplete without meat,1,True
95ad60153e77940d,I love the taste of meat,1,True
95ad60153e77940d,I eat meat four to five nights weekly,1,True
95ad60153e77940d,My wife cannot tolerate beef,1,True
95ad60153e77940d,My wife makes veggie dishes sometimes,1,True
95ad60153e77940d,I struggle with contradictions of eating meat,1,True
95ad60153e77940d,The cost of living affects my choices,1,True
95ad60153e77940d,I am aware of cruelty in the meat industry,1,True
57e921dbf3976ff9,My meals usually include meat,1,False
57e921dbf3976ff9,I want to get enough protein,1,True
57e921dbf3976ff9,I plan meals around meat,1,True
57e921dbf3976ff9,Family plans meals around meat,1,True
57e921dbf3976ff9,Meat is the meal standard for me,1,True
57e921dbf3976ff9,Social contacts follow the same meat habits,1,False
57e921dbf3976ff9,I am health conscious about meat choice,1,True
57e921dbf3976ff9,I choose meat for quality and health,1,True
6c13354781f251c4,I eat meat almost every day,1,True
6c13354781f251c4,I am an omnivore,1,True
6c13354781f251c4,I grew up eating meat,1,True
6c13354781f251c4,I am unlikely to change my habits,1,True
6c13354781f251c4,My wife has similar eating habits,1,True
6c13354781f251c4,My son is vegan,1,True
6c13354781f251c4,I want a smaller environmental footprint,1,True
6c13354781f251c4,I would prefer less interaction with killing animals,1,True
5dac8afcada7c2a4,I do not eat meat,1,True
5dac8afcada7c2a4,I occasionally eat shrimp,1,True
5dac8afcada7c2a4,Meat looks gross to me,1,True
5dac8afcada7c2a4,I am a big animal lover,1,True
5dac8afcada7c2a4,I want more humane animal treatment,1,True
5dac8afcada7c2a4,Eating out limits my food choices,1,False
5dac8afcada7c2a4,Most family members eat meat,1,True
5dac8afcada7c2a4,Significant other rarely eats meat,1,True
5dac8afcada7c2a4,I was raised eating meat,1,True
d59a7be61b6d34c0,I eat meat almost daily,1,True
d59a7be61b6d34c0,I enjoy the taste of meat,1,True
d59a7be61b6d34c0,I enjoy the protein in meat,1,True
d59a7be61b6d34c0,Most people around me eat meat,1,True
d59a7be61b6d34c0,I am concerned about animal pain,1,True
d59a7be61b6d34c0,I ate only free range for a year,1,True
a46c865723cc0c1e,I eat meat two to three times daily,1,True
a46c865723cc0c1e,Eating meat is part of my routine,1,True
a46c865723cc0c1e,I try to include more protein,1,True
a46c865723cc0c1e,I want fewer carbs for health reasons,1,True
a46c865723cc0c1e,My family and friends eat meat regularly,1,True
a46c865723cc0c1e,I try to choose healthier meats,1,True
a46c865723cc0c1e,I limit red meat consumption,1,True
5a6edee02aac678f,I eat meat daily,1,True
5a6edee02aac678f,"I prefer beef, pork, and chicken",1,True
5a6edee02aac678f,I like the taste of meat,1,True
5a6edee02aac678f,I eat meat for protein,1,True
5a6edee02aac678f,I believe meat is healthy,1,True
5a6edee02aac678f,I switch meat types due to cost,1,True
5a6edee02aac678f,People around me eat a lot of meat,1,True
5a6edee02aac678f,People I know enjoy the taste of meat,1,True
036858a3a8430897,I love to eat meat,1,True
036858a3a8430897,I eat meat at least once a day,1,True
036858a3a8430897,I get most of my protein from meat,1,True
036858a3a8430897,I miss meat when I do not eat it,1,True
036858a3a8430897,I enjoy eating meat with my husband,1,False
036858a3a8430897,I think meat is important for health,1,True
036858a3a8430897,My daughter is vegan,1,True
036858a3a8430897,I make vegetable dishes when daughter visits,1,True
086ecf273585a9a4,"I eat chicken, beef, and pork",1,True
086ecf273585a9a4,I am trying to cut down on red meat,1,True
086ecf273585a9a4,I want to eat more plant-based foods,1,True
086ecf273585a9a4,I want to choose leaner meats,1,True
086ecf273585a9a4,I have health concerns about red meat,1,True
086ecf273585a9a4,I am concerned about environmental impacts,1,True
086ecf273585a9a4,I feel better eating less red meat,1,True
086ecf273585a9a4,I save money buying chicken and pork,1,True
4911e6bef9ac963c,I have reduced eating meat to every other day,1,True
4911e6bef9ac963c,I want to lose weight,1,True
4911e6bef9ac963c,I am concerned about health problems from meat,1,True
4911e6bef9ac963c,My family eats meat daily,1,True
