key,stance_1,stance_2,llm
b2db432aa5f7dbbc,I am concerned about animal cruelty,I consume more plant-based foods,support
b2db432aa5f7dbbc,I am concerned about animal cruelty,I want to be healthier,support
b2db432aa5f7dbbc,I consume more plant-based foods,I cut out red meat,support
b2db432aa5f7dbbc,I cut out red meat,I eat chicken and fish,conflict
b2db432aa5f7dbbc,I consume more plant-based foods,I eat chicken and fish,conflict
b2db432aa5f7dbbc,I consume more plant-based foods,I want to be healthier,support
b2db432aa5f7dbbc,I cut out red meat,I want to reduce cholesterol,support
b2db432aa5f7dbbc,I cut out red meat,I want to reduce carbohydrates,support
b2db432aa5f7dbbc,I consume more plant-based foods,I want to reduce cholesterol,support
b2db432aa5f7dbbc,I consume more plant-based foods,I want to reduce carbohydrates,support
b2db432aa5f7dbbc,I am concerned about animal cruelty,I want to reduce cholesterol,support
b2db432aa5f7dbbc,I am concerned about animal cruelty,I want to reduce carbohydrates,support
b2db432aa5f7dbbc,I want to be healthier,I want to reduce cholesterol,support
b2db432aa5f7dbbc,I want to be healthier,I want to reduce carbohydrates,support
b2db432aa5f7dbbc,I eat chicken and fish,My partner eats less meat now,support
b2db432aa5f7dbbc,I consume more plant-based foods,My partner eats less meat now,support
b2db432aa5f7dbbc,I avoid animal antibiotics and hormones,I cut out red meat,support
b2db432aa5f7dbbc,I avoid animal antibiotics and hormones,I want to be healthier,support
b2db432aa5f7dbbc,I avoid animal antibiotics and hormones,I consume more plant-based foods,support
b2db432aa5f7dbbc,I avoid animal antibiotics and hormones,I eat chicken and fish,conflict
b2db432aa5f7dbbc,I am concerned about climate change,I consume more plant-based foods,support
b2db432aa5f7dbbc,I am concerned about animal cruelty,I am concerned about climate change,support
9cb164abacf3625b,Cheaper meals motivate vegetarian choices,Convenience motivates my food choices,support
9cb164abacf3625b,Cheaper meals motivate vegetarian choices,Ethically-sourced meat is often too expensive,support
9cb164abacf3625b,Cheaper meals motivate vegetarian choices,I often choose vegetarian options,support
9cb164abacf3625b,Convenience motivates my food choices,I often choose vegetarian options,support
9cb164abacf3625b,Convenience motivates my food choices,I eat meat a few times weekly,support
9cb164abacf3625b,Convenience motivates my food choices,I crave filling meat-based dishes sometimes,support
9cb164abacf3625b,Ethically-sourced meat is often too expensive,I am concerned about animal welfare,conflict
9cb164abacf3625b,Ethically-sourced meat is often too expensive,I worry about meat’s environmental impact,conflict
9cb164abacf3625b,Friends avoid meat for animal welfare reasons,I am concerned about animal welfare,support
9cb164abacf3625b,Friends avoid meat for animal welfare reasons,I often choose vegetarian options,support
9cb164abacf3625b,Friends avoid meat for animal welfare reasons,I worry about meat’s environmental impact,support
9cb164abacf3625b,I am concerned about animal welfare,I worry about meat’s environmental impact,support
9cb164abacf3625b,I am concerned about animal welfare,I often choose vegetarian options,support
9cb164abacf3625b,I am concerned about animal welfare,I eat meat a few times weekly,conflict
9cb164abacf3625b,I eat meat a few times weekly,I often choose vegetarian options,conflict
9cb164abacf3625b,I crave filling meat-based dishes sometimes,I eat meat a few times weekly,support
9cb164abacf3625b,I crave filling meat-based dishes sometimes,I often choose vegetarian options,conflict
9cb164abacf3625b,I often choose vegetarian options,I worry about meat’s environmental impact,support
9cb164abacf3625b,I eat meat a few times weekly,My family eats meat traditionally,support
97f6aaf7d17e1706,I have not considered reducing meat,I love eating meat,support
97f6aaf7d17e1706,I have not considered reducing meat,Meat price influences my choices,support
97f6aaf7d17e1706,I have not considered reducing meat,I prefer pork and chicken over beef,support
97f6aaf7d17e1706,I eat pork and chicken regularly,I have not considered reducing meat,support
97f6aaf7d17e1706,I eat pork and chicken regularly,I love eating meat,support
97f6aaf7d17e1706,I love eating meat,I prefer pork and chicken over beef,support
97f6aaf7d17e1706,I love eating meat,Meat price influences my choices,support
97f6aaf7d17e1706,I buy meat at the store,I love eating meat,support
97f6aaf7d17e1706,I buy meat at the store,Meat price influences my choices,support
97f6aaf7d17e1706,I eat pork and chicken regularly,I prefer pork and chicken over beef,support
97f6aaf7d17e1706,I prefer pork and chicken over beef,Meat price influences my choices,support
97f6aaf7d17e1706,I eat pork and chicken regularly,Meat price influences my choices,support
97f6aaf7d17e1706,I prefer pork and chicken over beef,My family prefers beef more than I do,conflict
97f6aaf7d17e1706,I eat pork and chicken regularly,My family prefers beef more than I do,support
97f6aaf7d17e1706,I rarely discuss meat-eating habits socially,My family prefers beef more than I do,support
97f6aaf7d17e1706,I have not considered reducing meat,I rarely discuss meat-eating habits socially,support
153e1235a7bc0b55,Cravings lead to eating more meat,Traditional meals include ham or turkey,support
153e1235a7bc0b55,Cravings lead to eating more meat,My breakfasts and lunches are plant based,conflict
153e1235a7bc0b55,Cravings lead to eating more meat,I like variety in my diet,support
153e1235a7bc0b55,I care about the environment,My breakfasts and lunches are plant based,support
153e1235a7bc0b55,I care about the environment,I like variety in my diet,conflict
153e1235a7bc0b55,Cravings lead to eating more meat,I care about the environment,conflict
153e1235a7bc0b55,I care about the environment,Traditional meals include ham or turkey,conflict
153e1235a7bc0b55,I like variety in my diet,My breakfasts and lunches are plant based,support
153e1235a7bc0b55,I eat more yams during holiday season,Traditional meals include ham or turkey,conflict
153e1235a7bc0b55,I like variety in my diet,My housemate and I have similar tastes,support
24e9f4a8dba444ba,Eating meat feels normal to me,I eat meat with most meals,support
24e9f4a8dba444ba,I eat meat with most meals,I was raised eating meat,support
24e9f4a8dba444ba,I eat meat with most meals,Meat tastes good to me,support
24e9f4a8dba444ba,I eat meat with most meals,People around me eat meat similarly,support
24e9f4a8dba444ba,I dislike how animals are treated,I eat meat with most meals,conflict
24e9f4a8dba444ba,I eat meat with most meals,I was raised eating meat,support
24e9f4a8dba444ba,Eating meat feels normal to me,I eat meat with most meals,support
24e9f4a8dba444ba,I eat meat with most meals,Meat tastes good to me,support
24e9f4a8dba444ba,I eat meat with most meals,People around me eat meat similarly,support
24e9f4a8dba444ba,I dislike how animals are treated,I eat meat with most meals,conflict
24e9f4a8dba444ba,Eating meat feels normal to me,I was raised eating meat,support
24e9f4a8dba444ba,Eating meat feels normal to me,Meat tastes good to me,support
24e9f4a8dba444ba,Eating meat feels normal to me,People around me eat meat similarly,support
24e9f4a8dba444ba,Eating meat feels normal to me,I dislike how animals are treated,conflict
24e9f4a8dba444ba,I was raised eating meat,Meat tastes good to me,support
24e9f4a8dba444ba,I was raised eating meat,People around me eat meat similarly,support
24e9f4a8dba444ba,I dislike how animals are treated,I was raised eating meat,conflict
24e9f4a8dba444ba,Meat tastes good to me,People around me eat meat similarly,support
24e9f4a8dba444ba,I dislike how animals are treated,Meat tastes good to me,conflict
24e9f4a8dba444ba,I dislike how animals are treated,People around me eat meat similarly,conflict
c32a7e5368c4de97,I eat meat every day,I love the taste of meat,support
c32a7e5368c4de97,I eat meat every day,My family eats meat frequently,support
c32a7e5368c4de97,I eat meat every day,Meat has appealing texture and seasoning,support
c32a7e5368c4de97,I eat meat every day,I sometimes substitute turkey for beef,conflict
c32a7e5368c4de97,I eat meat every day,I want to eat more fish,support
c32a7e5368c4de97,I eat meat every day,I ignore advice from vegetarians and vegans,support
c32a7e5368c4de97,I ignore advice from vegetarians and vegans,I love the taste of meat,support
c32a7e5368c4de97,I ignore advice from vegetarians and vegans,Meat has appealing texture and seasoning,support
c32a7e5368c4de97,Cheap meat products are widely available,I eat meat every day,support
c32a7e5368c4de97,Cheap meat products are widely available,My family eats meat frequently,support
c32a7e5368c4de97,I love the taste of meat,Meat has appealing texture and seasoning,support
c32a7e5368c4de97,I love the taste of meat,My family eats meat frequently,support
c32a7e5368c4de97,I sometimes substitute turkey for beef,I want to eat more fish,support
c32a7e5368c4de97,I ignore advice from vegetarians and vegans,I sometimes substitute turkey for beef,conflict
4dc0b760b47b9e68,I am concerned about animal welfare,I am influenced by vegan friends,support
4dc0b760b47b9e68,I am concerned about animal welfare,I eat meat 2-4 times a week,conflict
4dc0b760b47b9e68,I am concerned about environmental impact,I am influenced by vegan friends,support
4dc0b760b47b9e68,I am concerned about environmental impact,I eat meat 2-4 times a week,conflict
4dc0b760b47b9e68,I am concerned about environmental impact,I eat small meat portions,support
4dc0b760b47b9e68,I am influenced by vegan friends,I eat meat 2-4 times a week,conflict
4dc0b760b47b9e68,I am influenced by vegan friends,I eat small meat portions,support
4dc0b760b47b9e68,I eat meat 2-4 times a week,I eat small meat portions,support
4dc0b760b47b9e68,I eat meat 2-4 times a week,I want enough iron,support
4dc0b760b47b9e68,I eat meat 2-4 times a week,I want enough protein,support
4dc0b760b47b9e68,I eat small meat portions,I want enough iron,conflict
4dc0b760b47b9e68,I eat small meat portions,I want enough protein,conflict
4dc0b760b47b9e68,I am concerned about animal welfare,I eat small meat portions,support
2c779c0028c91422,High meat prices reduce what I buy,"I enjoy eating beef, pork, chicken, seafood",conflict
2c779c0028c91422,High meat prices reduce what I buy,I love to prepare and cook meat,conflict
2c779c0028c91422,High meat prices reduce what I buy,My family consumes lots of meat,conflict
2c779c0028c91422,High meat prices reduce what I buy,We share meat-centered meals at gatherings,conflict
2c779c0028c91422,"I enjoy eating beef, pork, chicken, seafood",I love to prepare and cook meat,support
2c779c0028c91422,"I enjoy eating beef, pork, chicken, seafood",My family consumes lots of meat,support
2c779c0028c91422,"I enjoy eating beef, pork, chicken, seafood",We share meat-centered meals at gatherings,support
2c779c0028c91422,I love to prepare and cook meat,My family consumes lots of meat,support
2c779c0028c91422,I love to prepare and cook meat,We share meat-centered meals at gatherings,support
2c779c0028c91422,I prefer protein from whole foods,I want to consume a lot of protein,support
2c779c0028c91422,I prefer protein from whole foods,Meat is a big part of my culture,support
2c779c0028c91422,Eating meat feels more natural to me,I prefer protein from whole foods,support
2c779c0028c91422,"I enjoy eating beef, pork, chicken, seafood",I prefer protein from whole foods,support
2c779c0028c91422,"I enjoy eating beef, pork, chicken, seafood",I want to consume a lot of protein,support
2c779c0028c91422,Eating meat feels more natural to me,I want to consume a lot of protein,support
2c779c0028c91422,I want to consume a lot of protein,Meat is a big part of my culture,support
2c779c0028c91422,High meat prices reduce what I buy,Limited meat availability affects my choices,support
2c779c0028c91422,"I enjoy eating beef, pork, chicken, seafood",Limited meat availability affects my choices,conflict
2c779c0028c91422,Limited meat availability affects my choices,My family consumes lots of meat,conflict
2c779c0028c91422,Limited meat availability affects my choices,We share meat-centered meals at gatherings,conflict
2c779c0028c91422,Meat is a big part of my culture,My family consumes lots of meat,support
2c779c0028c91422,Meat is a big part of my culture,We share meat-centered meals at gatherings,support
2c779c0028c91422,My family consumes lots of meat,We share meat-centered meals at gatherings,support
7cf1b08e24b10350,I eat one large meal daily,I include meat in most meals,support
7cf1b08e24b10350,I enjoy the fat and gristle in meat,I love the taste of meat,support
7cf1b08e24b10350,I grew up in a hunting family,I was exposed to many meat types growing up,support
7cf1b08e24b10350,I grew up in a hunting family,I love the taste of meat,support
7cf1b08e24b10350,I grew up in a hunting family,I include meat in most meals,support
7cf1b08e24b10350,I grew up in a hunting family,I prefer traditional pork bacon,support
7cf1b08e24b10350,I eat one large meal daily,I grew up in a hunting family,support
7cf1b08e24b10350,I include meat in most meals,I love the taste of meat,support
7cf1b08e24b10350,I include meat in most meals,I prefer traditional pork bacon,support
7cf1b08e24b10350,I include meat in most meals,I was exposed to many meat types growing up,support
7cf1b08e24b10350,I love the taste of meat,I prefer traditional pork bacon,support
7cf1b08e24b10350,I love the taste of meat,I was exposed to many meat types growing up,support
7cf1b08e24b10350,I am concerned about meat supply sustainability,I love the taste of meat,support
7cf1b08e24b10350,I am concerned about meat supply sustainability,I include meat in most meals,support
7cf1b08e24b10350,I am concerned about meat supply sustainability,I grew up in a hunting family,support
7cf1b08e24b10350,I am concerned about meat supply sustainability,I was exposed to many meat types growing up,support
54b98e8a7620dd67,Family and friends eat less red meat,I am health conscious,support
54b98e8a7620dd67,Family and friends eat less red meat,I eat less red meat,support
54b98e8a7620dd67,I am health conscious,I eat less red meat,support
54b98e8a7620dd67,I am health conscious,I eat more chicken and fish,support
54b98e8a7620dd67,I am health conscious,My health focus has increased with age,support
54b98e8a7620dd67,I am health conscious,I want to live longer,support
54b98e8a7620dd67,I eat less red meat,I eat more chicken and fish,support
54b98e8a7620dd67,I eat less red meat,My health focus has increased with age,support
54b98e8a7620dd67,I eat less red meat,I want to live longer,support
54b98e8a7620dd67,I eat more chicken and fish,My health focus has increased with age,support
54b98e8a7620dd67,I eat more chicken and fish,I want to live longer,support
54b98e8a7620dd67,I want to live longer,My health focus has increased with age,support
62db37d23852862b,I am environmentally conscious,I have cut back on beef,support
62db37d23852862b,I am environmentally conscious,I have reduced meat per meal,support
62db37d23852862b,I am environmentally conscious,I eat tofu as alternate protein,support
62db37d23852862b,I am environmentally conscious,My wife is environmentally conscious,support
62db37d23852862b,I dislike vegetables,I eat meat almost every day,support
62db37d23852862b,I eat meat almost every day,I enjoy the taste of meat,support
62db37d23852862b,I enjoy the taste of meat,I have cut back on beef,conflict
62db37d23852862b,I enjoy the taste of meat,I have reduced meat per meal,conflict
62db37d23852862b,I enjoy the taste of meat,I value the texture of meat,support
62db37d23852862b,I dislike vegetables,I enjoy the taste of meat,support
62db37d23852862b,I eat tofu as alternate protein,I have reduced meat per meal,support
62db37d23852862b,I eat tofu as alternate protein,I need a source of protein,support
62db37d23852862b,I eat meat almost every day,I have reduced meat per meal,support
62db37d23852862b,I have cut back on beef,I have reduced meat per meal,support
62db37d23852862b,I have cut back on beef,My wife is environmentally conscious,support
62db37d23852862b,I have reduced meat per meal,My wife is environmentally conscious,support
62db37d23852862b,I eat meat almost every day,I need a source of protein,support
62db37d23852862b,I enjoy the taste of meat,I need a source of protein,support
44bb0706ca255d7e,I dislike the taste of some meats,I have cut down on meat,support
44bb0706ca255d7e,I have cut down on meat,Red meat makes my ankles swell,support
44bb0706ca255d7e,I eat beef substitutes regularly,I have cut down on meat,support
44bb0706ca255d7e,I dislike the taste of some meats,I eat beef substitutes regularly,support
44bb0706ca255d7e,I eat beef substitutes regularly,Red meat makes my ankles swell,support
44bb0706ca255d7e,I eat pork a couple times a month,I have cut down on meat,support
44bb0706ca255d7e,I eat beef substitutes regularly,I prefer pea-based substitutes,support
44bb0706ca255d7e,I have cut down on meat,I still eat fish and chicken,support
44bb0706ca255d7e,I dislike the taste of some meats,I still eat fish and chicken,support
44bb0706ca255d7e,I eat pork a couple times a month,I still eat fish and chicken,support
abe8e3027db90040,I am motivated by health reasons,I am motivated to have more energy,support
abe8e3027db90040,I am motivated by health reasons,I am motivated to maintain a healthy weight,support
abe8e3027db90040,I am motivated by health reasons,Some friends and family avoid meat for health,support
abe8e3027db90040,I am motivated to have more energy,I am motivated to maintain a healthy weight,support
abe8e3027db90040,I eat meat almost every day,I have financial limitations,support
abe8e3027db90040,I eat meat almost every day,I save vegan recipes,conflict
abe8e3027db90040,I have financial limitations,I save vegan recipes,conflict
abe8e3027db90040,I am motivated by health reasons,I save vegan recipes,support
abe8e3027db90040,I am motivated to maintain a healthy weight,I eat meat almost every day,support
abe8e3027db90040,I am motivated to maintain a healthy weight,I save vegan recipes,support
abe8e3027db90040,I am motivated by health reasons,I have financial limitations,conflict
abe8e3027db90040,I am motivated to maintain a healthy weight,I have financial limitations,conflict
abe8e3027db90040,I am motivated to have more energy,I have financial limitations,conflict
abe8e3027db90040,Most family and friends eat meat,Some friends and family avoid meat for health,conflict
6e8cf4836e13dd9d,I am searching for meat alternatives,I have not found suitable non-meat protein,support
6e8cf4836e13dd9d,I am searching for meat alternatives,Meat alternatives are too high in carbs or fat,support
6e8cf4836e13dd9d,I am searching for meat alternatives,I want to get enough protein,support
6e8cf4836e13dd9d,I am searching for meat alternatives,I work out frequently,support
6e8cf4836e13dd9d,I eat a lot of meat daily,I want to get enough protein,support
6e8cf4836e13dd9d,I eat a lot of meat daily,I work out frequently,support
6e8cf4836e13dd9d,I have not found suitable non-meat protein,I want to get enough protein,support
6e8cf4836e13dd9d,I have not found suitable non-meat protein,Meat alternatives are too high in carbs or fat,support
6e8cf4836e13dd9d,I have not found suitable non-meat protein,I work out frequently,support
6e8cf4836e13dd9d,I want to get enough protein,I work out frequently,support
6e8cf4836e13dd9d,I do not eat pork,Religious reasons influence my meat choices,support
6e8cf4836e13dd9d,Family finds meat heavy or hard to digest,My family is reducing meat for health,support
6e8cf4836e13dd9d,I eat a lot of meat daily,My family is reducing meat for health,conflict
6e8cf4836e13dd9d,Family finds meat heavy or hard to digest,I eat a lot of meat daily,conflict
6e8cf4836e13dd9d,I eat a lot of meat daily,I have not found suitable non-meat protein,support
6e8cf4836e13dd9d,I eat a lot of meat daily,Meat alternatives are too high in carbs or fat,support
6e8cf4836e13dd9d,I am searching for meat alternatives,I eat a lot of meat daily,conflict
6e8cf4836e13dd9d,I want to get enough protein,Meat alternatives are too high in carbs or fat,conflict
41f4d247212a91b7,I eat beef regularly,I produce my own beef,support
41f4d247212a91b7,I eat beef regularly,Long family history of eating meat,support
41f4d247212a91b7,I eat beef regularly,Meat is convenient,support
41f4d247212a91b7,I eat beef regularly,Meat is filling,support
41f4d247212a91b7,I eat beef regularly,Meat provides vitamins and protein,support
41f4d247212a91b7,I eat beef regularly,Most family members eat beef regularly,support
41f4d247212a91b7,I produce my own beef,Long family history of eating meat,support
41f4d247212a91b7,I produce my own beef,Most family members eat beef regularly,support
41f4d247212a91b7,Long family history of eating meat,Most family members eat beef regularly,support
41f4d247212a91b7,Meat is convenient,Most family members eat beef regularly,support
41f4d247212a91b7,Environmental concerns about eating beef are minimal,I eat beef regularly,support
41f4d247212a91b7,Environmental concerns about eating beef are minimal,Most family members eat beef regularly,support
f7e046c06d20f5f6,I am concerned about environmental impact,I have cut back on meat,support
f7e046c06d20f5f6,I am concerned about environmental impact,My community eats little red meat,support
f7e046c06d20f5f6,I am concerned about environmental impact,My community has good vegetarian options,support
f7e046c06d20f5f6,I eat a lot of chicken,I have cut back on meat,support
f7e046c06d20f5f6,I eat a lot of fish,I have cut back on meat,support
f7e046c06d20f5f6,I eat a lot of fish,My wife prefers fish and chicken,support
f7e046c06d20f5f6,I eat a lot of chicken,My wife prefers fish and chicken,support
f7e046c06d20f5f6,I eat mushrooms as a meat substitute,I have cut back on meat,support
f7e046c06d20f5f6,I have cut back on meat,My community eats little red meat,support
f7e046c06d20f5f6,I have cut back on meat,My community has good vegetarian options,support
f7e046c06d20f5f6,I eat mushrooms as a meat substitute,My community has good vegetarian options,support
f7e046c06d20f5f6,I have cut back on meat,I seek natural and organic foods,support
f7e046c06d20f5f6,I eat a lot of chicken,I need protein for endurance sports,support
f7e046c06d20f5f6,I eat a lot of fish,I need protein for endurance sports,support
f7e046c06d20f5f6,I eat mushrooms as a meat substitute,I need protein for endurance sports,support
f7e046c06d20f5f6,I eat a lot of fish,I seek natural and organic foods,support
f7e046c06d20f5f6,I eat a lot of chicken,I seek natural and organic foods,support
f7e046c06d20f5f6,My community eats little red meat,My community has good vegetarian options,support
ad62d2edd2e18b97,A friend discourages eating beef,I have reduced my beef consumption,support
ad62d2edd2e18b97,A friend discourages eating beef,A friend is concerned about animal suffering,support
ad62d2edd2e18b97,A friend discourages eating beef,I am concerned about climate change,support
ad62d2edd2e18b97,A friend discourages eating beef,I eat meat in almost every meal,conflict
ad62d2edd2e18b97,A friend is concerned about animal suffering,I have reduced my beef consumption,support
ad62d2edd2e18b97,I am concerned about climate change,I have reduced my beef consumption,support
ad62d2edd2e18b97,I am concerned about climate change,I eat meat in almost every meal,conflict
ad62d2edd2e18b97,I eat at home more often,I have reduced my beef consumption,support
ad62d2edd2e18b97,I eat meat in almost every meal,I have reduced my beef consumption,conflict
ad62d2edd2e18b97,I enjoy eating sushi,I like variety in my food,support
ad62d2edd2e18b97,I eat meat in almost every meal,I like the taste of meat,support
ad62d2edd2e18b97,I have reduced my beef consumption,I like the taste of meat,conflict
ad62d2edd2e18b97,I like the taste of meat,I like variety in my food,support
ad62d2edd2e18b97,I eat meat in almost every meal,I like variety in my food,support
ad62d2edd2e18b97,I eat at home more often,I like variety in my food,support
7c0d0af95f8b1f08,Family habits encourage meat eating,I eat meat daily,support
7c0d0af95f8b1f08,Family habits encourage meat eating,I enjoy the taste of meat,support
7c0d0af95f8b1f08,Family habits encourage meat eating,I occasionally make meat-free meals,conflict
7c0d0af95f8b1f08,Family habits encourage meat eating,Meat is filling,support
7c0d0af95f8b1f08,Family members like the taste of meat,I am the main cook at home,support
7c0d0af95f8b1f08,Family habits encourage meat eating,Family members like the taste of meat,support
7c0d0af95f8b1f08,Family members like the taste of meat,Household members want meat for protein,support
7c0d0af95f8b1f08,Family members like the taste of meat,I eat meat daily,support
7c0d0af95f8b1f08,Family members like the taste of meat,I enjoy the taste of meat,support
7c0d0af95f8b1f08,Family members like the taste of meat,I occasionally make meat-free meals,conflict
7c0d0af95f8b1f08,Family members like the taste of meat,We raise chickens for eggs and meat,support
7c0d0af95f8b1f08,Household members want meat for protein,I am the main cook at home,support
7c0d0af95f8b1f08,Household members want meat for protein,I eat meat daily,support
7c0d0af95f8b1f08,Household members want meat for protein,I occasionally make meat-free meals,conflict
7c0d0af95f8b1f08,Household members want meat for protein,We raise chickens for eggs and meat,support
7c0d0af95f8b1f08,I am the main cook at home,I eat meat daily,support
7c0d0af95f8b1f08,I am the main cook at home,I occasionally make meat-free meals,support
7c0d0af95f8b1f08,I am the main cook at home,We raise chickens for eggs and meat,support
7c0d0af95f8b1f08,I eat meat daily,I enjoy the taste of meat,support
7c0d0af95f8b1f08,I eat meat daily,I occasionally make meat-free meals,conflict
7c0d0af95f8b1f08,I eat meat daily,Meat is filling,support
7c0d0af95f8b1f08,I eat meat daily,We raise chickens for eggs and meat,support
7c0d0af95f8b1f08,I enjoy the taste of meat,I occasionally make meat-free meals,conflict
7c0d0af95f8b1f08,I enjoy the taste of meat,Meat is filling,support
7c0d0af95f8b1f08,I enjoy the taste of meat,We raise chickens for eggs and meat,support
7c0d0af95f8b1f08,I occasionally make meat-free meals,Speed and ingredient availability affect meat-free meals,support
7c0d0af95f8b1f08,I occasionally make meat-free meals,We raise chickens for eggs and meat,conflict
7c0d0af95f8b1f08,Meat is filling,We raise chickens for eggs and meat,support
436f8fdfd9f19736,Eating meat feels normal to me,I eat meat regularly,support
436f8fdfd9f19736,Eating meat feels normal to me,I believe meat is necessary for health,support
436f8fdfd9f19736,Eating meat feels normal to me,My family eats meat,support
436f8fdfd9f19736,Eating meat feels normal to me,My friends eat meat,support
436f8fdfd9f19736,I am concerned about altered meat products,I avoid lab-grown and 3D-printed meat,support
436f8fdfd9f19736,I avoid lab-grown and 3D-printed meat,I seek USDA Organic and grass-fed meat,support
436f8fdfd9f19736,I am concerned about altered meat products,I seek USDA Organic and grass-fed meat,support
436f8fdfd9f19736,I believe meat is necessary for health,I eat meat regularly,support
436f8fdfd9f19736,I eat meat regularly,My family eats meat,support
436f8fdfd9f19736,I eat meat regularly,My friends eat meat,support
436f8fdfd9f19736,I believe meat is necessary for health,My family eats meat,support
436f8fdfd9f19736,I believe meat is necessary for health,My friends eat meat,support
436f8fdfd9f19736,I eat meat regularly,I rarely eat pork,support
436f8fdfd9f19736,I am concerned about altered meat products,I believe meat is necessary for health,support
436f8fdfd9f19736,Eating meat feels normal to me,I avoid lab-grown and 3D-printed meat,support
436f8fdfd9f19736,Eating meat feels normal to me,I am concerned about altered meat products,support
436f8fdfd9f19736,I rarely eat pork,I seek USDA Organic and grass-fed meat,support
79908652a256d33e,I avoid red meat during the week,I care about my health,support
79908652a256d33e,I avoid red meat during the week,I care about the environment,support
79908652a256d33e,I care about animal welfare,I care about the environment,support
79908652a256d33e,I care about animal welfare,I care about my health,support
79908652a256d33e,I care about my health,I eat very little processed meat,support
79908652a256d33e,I care about the environment,I eat very little processed meat,support
79908652a256d33e,I eat very little processed meat,My family avoided processed foods,support
79908652a256d33e,I eat very little processed meat,My family ate healthy growing up,support
79908652a256d33e,I avoid red meat during the week,My family ate healthy growing up,support
79908652a256d33e,My family ate healthy growing up,My family avoided processed foods,support
79908652a256d33e,My family ate healthy growing up,My parents rarely ate red meat,support
79908652a256d33e,My family avoided processed foods,My parents rarely ate red meat,support
79908652a256d33e,I avoid red meat during the week,My parents rarely ate red meat,support
ba0ae2459e448093,I am concerned about the environmental impact of beef,I eliminated red meat from my diet,support
ba0ae2459e448093,I am motivated by health concerns,I eliminated red meat from my diet,support
ba0ae2459e448093,I am motivated by health concerns,I avoid big portions of meat,support
ba0ae2459e448093,I am motivated by health concerns,I believe red meat is hard to digest,support
ba0ae2459e448093,I believe red meat is hard to digest,I eliminated red meat from my diet,support
ba0ae2459e448093,I am motivated by health concerns,I have had colon cancer,support
ba0ae2459e448093,I believe red meat is hard to digest,I have had colon cancer,support
ba0ae2459e448093,I eliminated red meat from my diet,I have had colon cancer,support
ba0ae2459e448093,I eliminated red meat from my diet,"I enjoy eating chicken, turkey, pork, and fish",support
ba0ae2459e448093,I avoid big portions of meat,"I enjoy eating chicken, turkey, pork, and fish",conflict
ba0ae2459e448093,I am motivated by health concerns,"I enjoy eating chicken, turkey, pork, and fish",conflict
ba0ae2459e448093,I avoid big portions of meat,I eliminated red meat from my diet,support
ba0ae2459e448093,I am motivated by health concerns,My wife eats the same as I do,support
ba0ae2459e448093,I am motivated by health concerns,My wife has digestion issues,support
ba0ae2459e448093,My wife eats the same as I do,My wife has digestion issues,support
5d841d10765ae730,I am concerned about environmental impact,I eat meat at almost every meal,conflict
5d841d10765ae730,I am more cautious about health as I age,I eat meat at almost every meal,conflict
5d841d10765ae730,I am more cautious about health as I age,Meat helps me gain weight,conflict
5d841d10765ae730,I am more cautious about health as I age,Meat helps me stay full,support
5d841d10765ae730,I am concerned about environmental impact,I am more cautious about health as I age,support
5d841d10765ae730,I am more cautious about health as I age,I enjoy the taste of meat,conflict
5d841d10765ae730,I eat meat at almost every meal,I enjoy the taste of meat,support
5d841d10765ae730,I eat meat at almost every meal,Meat helps me gain weight,support
5d841d10765ae730,I eat meat at almost every meal,Meat helps me stay full,support
5d841d10765ae730,I am interested in trying new meats,I enjoy the taste of meat,support
5d841d10765ae730,I am concerned about environmental impact,I am interested in trying new meats,conflict
97773a8839d3f6fe,I am concerned about sustainability,I rarely eat beef or pork,support
97773a8839d3f6fe,I am concerned about sustainability,I primarily eat chicken or turkey,support
97773a8839d3f6fe,I am concerned about sustainability,I have a principle about animal killing,support
97773a8839d3f6fe,I am concerned about sustainability,I believe chicken and turkey are healthier,support
97773a8839d3f6fe,I believe chicken and turkey are healthier,I primarily eat chicken or turkey,support
97773a8839d3f6fe,I have a principle about animal killing,I rarely eat beef or pork,support
97773a8839d3f6fe,I primarily eat chicken or turkey,I rarely eat beef or pork,support
97773a8839d3f6fe,I believe chicken and turkey are healthier,I rarely eat beef or pork,support
97773a8839d3f6fe,I believe seafood is risky due to toxins,I used to eat a lot of seafood,conflict
97773a8839d3f6fe,I primarily eat chicken or turkey,My household mainly eats chicken and turkey,support
74ee6a013b1d50b3,"I eat chicken, fish, and red meat",I eat meat with most meals,support
74ee6a013b1d50b3,"I eat chicken, fish, and red meat",I eat whatever I feel like,support
74ee6a013b1d50b3,"I eat chicken, fish, and red meat",I have never considered not eating meat,support
74ee6a013b1d50b3,"I eat chicken, fish, and red meat",I have never considered not eating meat,support
74ee6a013b1d50b3,"I eat chicken, fish, and red meat",I have never considered not eating meat,support
74ee6a013b1d50b3,I eat meat with most meals,I have never considered not eating meat,support
74ee6a013b1d50b3,I eat meat with most meals,I eat whatever I feel like,support
74ee6a013b1d50b3,I eat whatever I feel like,I have never considered not eating meat,support
74ee6a013b1d50b3,I am motivated by cravings,I eat whatever I feel like,support
74ee6a013b1d50b3,Meat eating is typical in my region,People around me also eat meat,support
74ee6a013b1d50b3,I eat meat with most meals,Meat eating is typical in my region,support
