key,wave,n_nodes,n_edges,n_pairs,pairs_support,pairs_conflict,pairs_both,density,mean_degree,centralization,transitivity
5c9113c3b7df8e3e,2,9,5,5,2,3,0,0.14,1.11,0.62,0.0
dad40041f6cb7ef4,2,6,6,6,4,2,0,0.4,2.0,0.6,0.0
086ecf273585a9a4,2,10,12,11,5,5,1,0.24,2.2,0.25,0.3
e4829fb39326588e,2,7,6,6,5,1,0,0.29,1.71,0.53,0.3
f003c96b131253d6,2,6,7,7,5,2,0,0.47,2.33,0.2,0.0
3715bc392d7a07ee,2,5,10,10,6,4,0,1.0,4.0,0.0,1.0
649f1789cf99857f,2,9,21,21,11,10,0,0.58,4.67,0.38,0.77
3a4931c85b6bb77d,2,10,7,7,3,4,0,0.16,1.4,0.78,0.0
2b66cc6ef7bd17ea,2,6,7,7,3,4,0,0.47,2.33,0.8,0.4
01d6c865ad629e1f,2,5,5,5,3,2,0,0.5,2.0,0.83,0.38
1c2579f87fb55244,2,7,12,8,2,2,4,0.38,2.29,0.17,0.46
d59a7be61b6d34c0,2,9,18,15,6,6,3,0.42,3.33,0.27,0.3
fad13b189dc3f535,2,8,15,15,7,8,0,0.54,3.75,0.62,0.57
036858a3a8430897,2,4,3,3,3,0,0,0.5,1.5,1.0,0.0
298335236c158975,2,7,4,4,2,2,0,0.19,1.14,0.2,0.0
90a26c5862848d7f,2,10,12,12,8,4,0,0.27,2.4,0.64,0.26
56bf7903d2e713c7,2,9,5,5,5,0,0,0.14,1.11,0.62,0.0
bb10b3e293fa7488,2,9,13,13,7,6,0,0.36,2.89,0.18,0.41
82db7bf9aab23ea9,2,7,10,8,3,3,2,0.38,2.29,0.4,0.21
41c5996495e366da,2,9,10,10,5,5,0,0.28,2.22,0.61,0.13
eaa866102ec57941,2,10,11,11,8,3,0,0.24,2.2,0.39,0.45
a92d69730b8c4ae0,2,9,6,5,4,0,1,0.14,1.11,0.3,0.0
8de500ff0f84f538,2,10,18,16,10,4,2,0.36,3.2,0.81,0.43
242bdf6bc5bb0b94,2,7,7,7,5,2,0,0.33,2.0,0.23,0.55
5fee709bfe55faf2,2,4,5,4,3,0,1,0.67,2.0,0.67,0.6
e0b47f3f6a91ab2e,2,8,10,10,7,3,0,0.36,2.5,0.48,0.25
bcaf50d01f330313,2,9,4,4,4,0,0,0.11,0.89,0.18,0.0
721f6be7c6c2c5e8,2,6,4,4,4,0,0,0.27,1.33,0.5,0.0
9306e20a3c8202a6,2,8,10,10,7,3,0,0.36,2.5,0.86,0.3
f3ccb99647a78111,2,5,5,5,5,0,0,0.5,2.0,0.83,0.38
d0948831f2fd6c9a,2,6,8,8,8,0,0,0.53,2.67,0.4,0.0
9dbce82bce25d24e,2,7,7,7,6,1,0,0.33,2.0,0.47,0.46
fadf83bd9ea5f19b,2,8,25,21,9,8,4,0.75,5.25,0.33,0.74
8a09978d91039693,2,8,4,4,3,1,0,0.14,1.0,0.19,0.0
c314920d84ff0215,2,10,12,11,7,3,1,0.24,2.2,0.94,0.15
b88f86ad894a422f,2,9,15,15,12,3,0,0.42,3.33,0.59,0.49
c425ac83f24beef2,2,8,12,11,10,0,1,0.39,2.75,0.62,0.32
a22e24bd1aef3c96,2,8,11,11,5,6,0,0.39,2.75,0.24,0.48
a3557ae863ad9e1d,2,5,7,7,4,3,0,0.7,2.8,0.5,0.6
2bfe07abba85396f,2,9,11,11,8,3,0,0.31,2.44,0.25,0.27
9c82fc4c36156f08,2,6,11,11,6,5,0,0.73,3.67,0.4,0.73
8c30dfbb7ee2fbe8,2,8,19,17,10,5,2,0.61,4.25,0.14,0.52
f1109e14be29a5d7,2,8,9,7,3,2,2,0.25,1.75,0.62,0.0
24905a929f5aaec2,2,8,6,6,4,2,0,0.21,1.5,0.1,0.0
addff8dc6e11e669,2,9,13,13,6,7,0,0.36,2.89,0.34,0.62
84ca074474b9b6ad,2,7,4,4,2,2,0,0.19,1.14,0.43,0.0
7eefc6f2e7826814,2,8,10,10,6,4,0,0.36,2.5,0.29,0.16
9d41a316406ab604,2,8,7,7,5,2,0,0.25,1.75,0.62,0.0
f8610fec106ff80d,2,10,13,11,4,5,2,0.24,2.2,0.53,0.23
c038519ac4670f62,2,9,8,8,5,3,0,0.22,1.78,1.0,0.0
740b157201268df1,2,10,25,23,12,9,2,0.51,4.6,0.47,0.49
ea0c4e9dce422f7c,2,3,3,2,1,0,1,0.67,1.33,1.0,0.0
971e17af6c60aec7,2,9,19,19,10,9,0,0.53,4.22,0.45,0.57
76b6976d3c95342a,2,9,8,8,5,3,0,0.22,1.78,0.2,0.0
5cac8fe98f0a075d,2,9,10,10,6,4,0,0.28,2.22,0.61,0.24
338e11072f0a9a3c,2,9,11,10,6,3,1,0.28,2.22,0.29,0.0
0ef0a9479b25eda6,2,9,7,7,3,4,0,0.19,1.56,0.88,0.0
cb76d03be5d6b3ac,2,9,9,9,6,3,0,0.25,2.0,0.32,0.2
0266776e84599980,2,5,3,3,2,1,0,0.3,1.2,0.33,0.0
cac06cf49267cb04,2,8,13,10,6,1,3,0.36,2.5,0.48,0.5
3e8a40a8a3361337,2,8,9,9,6,3,0,0.32,2.25,0.71,0.29
1940655aa6fd764b,2,9,10,10,7,3,0,0.28,2.22,0.45,0.16
2a27143cb3ff288a,2,5,8,8,6,2,0,0.8,3.2,0.33,0.79
f323942068c63066,2,7,13,12,4,7,1,0.57,3.43,0.37,0.85
bba08ffaa6b4972e,2,7,5,5,4,1,0,0.24,1.43,0.6,0.0
5dac8afcada7c2a4,2,7,12,12,6,6,0,0.57,3.43,0.6,0.69
92dabeb709641989,2,8,11,11,5,6,0,0.39,2.75,0.24,0.55
a499c9666324fe8a,2,9,6,6,4,2,0,0.17,1.33,0.11,0.0
1c8a868b5e0ce4ef,2,7,9,9,7,2,0,0.43,2.57,0.57,0.55
e15dc1ccfc02dea4,2,5,2,2,2,0,0,0.2,0.8,0.5,0.0
57e921dbf3976ff9,2,10,19,19,12,7,0,0.42,3.8,0.44,0.48
ef09b0942ba51b5e,2,9,12,12,5,7,0,0.33,2.67,0.38,0.6
a7f9aa7ea5df8acf,2,4,4,4,4,0,0,0.67,2.0,0.67,0.6
bdb2c3e399606ce4,2,7,6,6,6,0,0,0.29,1.71,1.0,0.0
c64e457f6d99d425,2,4,3,3,2,1,0,0.5,1.5,0.33,0.0
5f03a63347991312,2,10,6,6,6,0,0,0.13,1.2,0.67,0.0
a7ac88105b8c14d3,2,6,10,10,10,0,0,0.67,3.33,0.5,0.69
d91dfb759b5c056c,2,7,3,3,2,1,0,0.14,0.86,0.27,0.0
c842caeb15405a78,2,8,7,7,5,2,0,0.25,1.75,0.24,0.0
9cfb62646c810049,2,6,6,5,2,2,1,0.33,1.67,0.1,0.0
13acdf8c5c78ff2c,2,9,8,7,2,4,1,0.19,1.56,0.23,0.0
b96bd44f593949b7,2,6,8,8,4,4,0,0.53,2.67,0.4,0.0
333a4e955656276f,2,8,6,6,5,1,0,0.21,1.5,0.29,0.6
78497a8102898b56,2,6,14,14,9,5,0,0.93,4.67,0.1,0.92
df0d758a5477b83c,2,8,14,14,10,4,0,0.5,3.5,0.67,0.6
4911e6bef9ac963c,2,9,10,10,5,5,0,0.28,2.22,0.45,0.25
7819704fed235622,2,8,10,10,7,3,0,0.36,2.5,0.1,0.38
b382256ca5a24f97,2,6,5,5,3,2,0,0.33,1.67,0.4,0.0
234e7d4c1559a3d0,2,8,10,10,5,5,0,0.36,2.5,0.1,0.18
